aaaa,jj,mm,jjmm,heure,PAR_corrige,Rd:PAR
2015,19,7,19/07,11:00,1243,0.708543846
2015,19,7,19/07,11:30,1454,0.547997937
2015,19,7,19/07,12:00,703.6,0.972677658
2015,19,7,19/07,12:30,1606,0.530784558
2015,19,7,19/07,13:00,1127,0.833451642
2015,19,7,19/07,13:30,1400,0.658664286
2015,19,7,19/07,14:00,1040,0.802173077
2015,19,7,19/07,14:30,977,0.859068577
2015,19,7,19/07,15:00,1098,0.595145719
2015,19,7,19/07,15:30,830,0.586651807
2015,19,7,19/07,16:00,855,0.55414152
2015,19,7,19/07,16:30,683.7,0.624288431
2015,19,7,19/07,17:00,703.3,0.33848571
2015,19,7,19/07,17:30,562.4,0.339240754
2015,19,7,19/07,18:00,482.8,0.494330986
2015,19,7,19/07,18:30,309.3,0.376831555
2015,19,7,19/07,19:00,157.4,0.575584498
2015,19,7,19/07,19:30,51.51,0.895686275
2015,19,7,19/07,20:00,NA,NA
2015,19,7,19/07,20:30,NA,NA
2015,19,7,19/07,21:00,NA,NA
2015,19,7,19/07,21:30,NA,NA
2015,19,7,19/07,22:00,NA,NA
2015,19,7,19/07,22:30,NA,NA
2015,19,7,19/07,23:00,NA,NA
2015,19,7,19/07,23:30,NA,NA
2015,19,7,19/07,24:00:00,NA,NA
2015,20,7,20/07,00:30,NA,NA
2015,20,7,20/07,01:00,NA,NA
2015,20,7,20/07,01:30,NA,NA
2015,20,7,20/07,02:00,NA,NA
2015,20,7,20/07,02:30,NA,NA
2015,20,7,20/07,03:00,NA,NA
2015,20,7,20/07,03:30,NA,NA
2015,20,7,20/07,04:00,NA,NA
2015,20,7,20/07,04:30,NA,NA
2015,20,7,20/07,05:00,18.82,0.844707758
2015,20,7,20/07,05:30,44.4,0.911047297
2015,20,7,20/07,06:00,95.3,0.938992655
2015,20,7,20/07,06:30,165.8,0.957002413
2015,20,7,20/07,07:00,247,0.969927126
2015,20,7,20/07,07:30,393.6,0.968943089
2015,20,7,20/07,08:00,375.2,0.959123134
2015,20,7,20/07,08:30,298.6,0.966366376
2015,20,7,20/07,09:00,670.3,0.943701328
2015,20,7,20/07,09:30,672.9,0.782153366
2015,20,7,20/07,10:00,1059,0.566229462
2015,20,7,20/07,10:30,1192,0.764278523
2015,20,7,20/07,11:00,619.3,0.93041337
2015,20,7,20/07,11:30,1387,0.602941601
2015,20,7,20/07,12:00,1021,0.785940255
2015,20,7,20/07,12:30,1020,0.918901961
2015,20,7,20/07,13:00,1295,0.63407722
2015,20,7,20/07,13:30,499.3,0.978646105
2015,20,7,20/07,14:00,671,0.969660209
2015,20,7,20/07,14:30,1105,0.624737557
2015,20,7,20/07,15:00,919,0.764368879
2015,20,7,20/07,15:30,739.7,0.822664594
2015,20,7,20/07,16:00,541.7,0.819820934
2015,20,7,20/07,16:30,689.7,0.764126432
2015,20,7,20/07,17:00,733.7,0.635293717
2015,20,7,20/07,17:30,329.5,0.978427921
2015,20,7,20/07,18:00,243,0.97508642
2015,20,7,20/07,18:30,142.6,0.955462833
2015,20,7,20/07,19:00,128.9,0.894817688
2015,20,7,20/07,19:30,66.63,0.844167792
2015,20,7,20/07,20:00,NA,NA
2015,20,7,20/07,20:30,NA,NA
2015,20,7,20/07,21:00,NA,NA
2015,20,7,20/07,21:30,NA,NA
2015,20,7,20/07,22:00,NA,NA
2015,20,7,20/07,22:30,NA,NA
2015,20,7,20/07,23:00,NA,NA
2015,20,7,20/07,23:30,NA,NA
2015,20,7,20/07,24:00:00,NA,NA
2015,21,7,21/07,00:30,NA,NA
2015,21,7,21/07,01:00,NA,NA
2015,21,7,21/07,01:30,NA,NA
2015,21,7,21/07,02:00,NA,NA
2015,21,7,21/07,02:30,NA,NA
2015,21,7,21/07,03:00,NA,NA
2015,21,7,21/07,03:30,NA,NA
2015,21,7,21/07,04:00,NA,NA
2015,21,7,21/07,04:30,NA,NA
2015,21,7,21/07,05:00,16.66,0.822064826
2015,21,7,21/07,05:30,50.31,0.909421586
2015,21,7,21/07,06:00,105.4,0.925673624
2015,21,7,21/07,06:30,175.4,0.942052452
2015,21,7,21/07,07:00,207.6,0.953564547
2015,21,7,21/07,07:30,299.5,0.960427379
2015,21,7,21/07,08:00,396.5,0.963129887
2015,21,7,21/07,08:30,533.6,0.967411919
2015,21,7,21/07,09:00,685.1,0.923757116
2015,21,7,21/07,09:30,799.9,0.95848356
2015,21,7,21/07,10:00,973,0.847029805
2015,21,7,21/07,10:30,1308,0.459519113
2015,21,7,21/07,11:00,1624,0.23371798
2015,21,7,21/07,11:30,1824,0.177525219
2015,21,7,21/07,12:00,1898,0.191144362
2015,21,7,21/07,12:30,1894,0.247967265
2015,21,7,21/07,13:00,1688,0.214924171
2015,21,7,21/07,13:30,1766,0.22910872
2015,21,7,21/07,14:00,1712,0.291200935
2015,21,7,21/07,14:30,1438,0.344509736
2015,21,7,21/07,15:00,1305,0.384883525
2015,21,7,21/07,15:30,1245,0.484962249
2015,21,7,21/07,16:00,881,0.583530079
2015,21,7,21/07,16:30,710.4,0.600967061
2015,21,7,21/07,17:00,360,0.924991667
2015,21,7,21/07,17:30,239.2,0.961020067
2015,21,7,21/07,18:00,228.3,0.949833552
2015,21,7,21/07,18:30,174.4,0.956720183
2015,21,7,21/07,19:00,99.9,0.919009009
2015,21,7,21/07,19:30,49,0.916008163
2015,21,7,21/07,20:00,NA,NA
2015,21,7,21/07,20:30,NA,NA
2015,21,7,21/07,21:00,NA,NA
2015,21,7,21/07,21:30,NA,NA
2015,21,7,21/07,22:00,NA,NA
2015,21,7,21/07,22:30,NA,NA
2015,21,7,21/07,23:00,NA,NA
2015,21,7,21/07,23:30,NA,NA
2015,21,7,21/07,24:00:00,NA,NA
2015,22,7,22/07,00:30,NA,NA
2015,22,7,22/07,01:00,NA,NA
2015,22,7,22/07,01:30,NA,NA
2015,22,7,22/07,02:00,NA,NA
2015,22,7,22/07,02:30,NA,NA
2015,22,7,22/07,03:00,NA,NA
2015,22,7,22/07,03:30,NA,NA
2015,22,7,22/07,04:00,NA,NA
2015,22,7,22/07,04:30,NA,NA
2015,22,7,22/07,05:00,15.6,0.823538462
2015,22,7,22/07,05:30,56.92,0.923940618
2015,22,7,22/07,06:00,100.1,0.942397602
2015,22,7,22/07,06:30,226,0.964862832
2015,22,7,22/07,07:00,318.7,0.966582993
2015,22,7,22/07,07:30,307.6,0.978806892
2015,22,7,22/07,08:00,263.5,0.973203036
2015,22,7,22/07,08:30,333.4,0.970920816
2015,22,7,22/07,09:00,413.6,0.975323985
2015,22,7,22/07,09:30,603.2,0.979525862
2015,22,7,22/07,10:00,817,0.952144431
2015,22,7,22/07,10:30,1003,0.933469591
2015,22,7,22/07,11:00,660.8,0.988907385
2015,22,7,22/07,11:30,1238,0.756276252
2015,22,7,22/07,12:00,1712,0.497330607
2015,22,7,22/07,12:30,1350,0.538891111
2015,22,7,22/07,13:00,1869,0.193461744
2015,22,7,22/07,13:30,1751,0.180427184
2015,22,7,22/07,14:00,1563,0.409040307
2015,22,7,22/07,14:30,1218,0.489161741
2015,22,7,22/07,15:00,1334,0.314735382
2015,22,7,22/07,15:30,1330,0.29267218
2015,22,7,22/07,16:00,1170,0.134494017
2015,22,7,22/07,16:30,854,0.39028103
2015,22,7,22/07,17:00,871,0.340918485
2015,22,7,22/07,17:30,647.5,0.272661004
2015,22,7,22/07,18:00,466.5,0.300943194
2015,22,7,22/07,18:30,312,0.392346154
2015,22,7,22/07,19:00,168,0.549488095
2015,22,7,22/07,19:30,57.3,0.836554974
2015,22,7,22/07,20:00,NA,NA
2015,22,7,22/07,20:30,NA,NA
2015,22,7,22/07,21:00,NA,NA
2015,22,7,22/07,21:30,NA,NA
2015,22,7,22/07,22:00,NA,NA
2015,22,7,22/07,22:30,NA,NA
2015,22,7,22/07,23:00,NA,NA
2015,22,7,22/07,23:30,NA,NA
2015,22,7,22/07,24:00:00,NA,NA
2015,23,7,23/07,00:30,NA,NA
2015,23,7,23/07,01:00,NA,NA
2015,23,7,23/07,01:30,NA,NA
2015,23,7,23/07,02:00,NA,NA
2015,23,7,23/07,02:30,NA,NA
2015,23,7,23/07,03:00,NA,NA
2015,23,7,23/07,03:30,NA,NA
2015,23,7,23/07,04:00,NA,NA
2015,23,7,23/07,04:30,NA,NA
2015,23,7,23/07,05:00,30.36,NA
2015,23,7,23/07,05:30,98.3,0.723233978
2015,23,7,23/07,06:00,262.2,0.342829901
2015,23,7,23/07,06:30,401.2,0.233619143
2015,23,7,23/07,07:00,563.4,0.169588214
2015,23,7,23/07,07:30,727,0.130035763
2015,23,7,23/07,08:00,891,0.109841751
2015,23,7,23/07,08:30,1082,0.138804991
2015,23,7,23/07,09:00,963,0.311075805
2015,23,7,23/07,09:30,1203,0.273279302
2015,23,7,23/07,10:00,1022,0.363975538
2015,23,7,23/07,10:30,1665,0.150681081
2015,23,7,23/07,11:00,1570,0.191642675
2015,23,7,23/07,11:30,1646,0.160090522
2015,23,7,23/07,12:00,1944,0.11658642
2015,23,7,23/07,12:30,1124,0.290419929
2015,23,7,23/07,13:00,1932,0.112971532
2015,23,7,23/07,13:30,1774,0.088474634
2015,23,7,23/07,14:00,1738,0.07856847
2015,23,7,23/07,14:30,1610,0.085191304
2015,23,7,23/07,15:00,1474,0.09037924
2015,23,7,23/07,15:30,1319,0.097707354
2015,23,7,23/07,16:00,1153,0.090575889
2015,23,7,23/07,16:30,979,0.10306333
2015,23,7,23/07,17:00,810,0.129180247
2015,23,7,23/07,17:30,637.3,0.170050212
2015,23,7,23/07,18:00,467.8,0.235983326
2015,23,7,23/07,18:30,301.9,0.354286187
2015,23,7,23/07,19:00,135.8,0.58539838
2015,23,7,23/07,19:30,32.9,0.905009119
2015,23,7,23/07,20:00,NA,NA
2015,23,7,23/07,20:30,NA,NA
2015,23,7,23/07,21:00,NA,NA
2015,23,7,23/07,21:30,NA,NA
2015,23,7,23/07,22:00,NA,NA
2015,23,7,23/07,22:30,NA,NA
2015,23,7,23/07,23:00,NA,NA
2015,23,7,23/07,23:30,NA,NA
2015,23,7,23/07,24:00:00,NA,NA
2015,24,7,24/07,00:30,NA,NA
2015,24,7,24/07,01:00,NA,NA
2015,24,7,24/07,01:30,NA,NA
2015,24,7,24/07,02:00,NA,NA
2015,24,7,24/07,02:30,NA,NA
2015,24,7,24/07,03:00,NA,NA
2015,24,7,24/07,03:30,NA,NA
2015,24,7,24/07,04:00,NA,NA
2015,24,7,24/07,04:30,NA,NA
2015,24,7,24/07,05:00,21.19,0.850325625
2015,24,7,24/07,05:30,48.22,0.93291995
2015,24,7,24/07,06:00,123.8,0.951260097
2015,24,7,24/07,06:30,189.8,0.928582719
2015,24,7,24/07,07:00,275.9,0.947767307
2015,24,7,24/07,07:30,362,0.94080663
2015,24,7,24/07,08:00,424.9,0.918008943
2015,24,7,24/07,08:30,445.4,0.974851819
2015,24,7,24/07,09:00,615.6,0.974397336
2015,24,7,24/07,09:30,567.5,0.982948018
2015,24,7,24/07,10:00,763.7,0.946387325
2015,24,7,24/07,10:30,807,0.941540273
2015,24,7,24/07,11:00,1169,0.844114628
2015,24,7,24/07,11:30,674.3,0.984236987
2015,24,7,24/07,12:00,663.3,0.941174431
2015,24,7,24/07,12:30,1084,0.894464945
2015,24,7,24/07,13:00,795.2,0.855299296
2015,24,7,24/07,13:30,1336,0.723480539
2015,24,7,24/07,14:00,1286,0.675427683
2015,24,7,24/07,14:30,763.8,0.846427075
2015,24,7,24/07,15:00,825,0.890024242
2015,24,7,24/07,15:30,987,0.536927052
2015,24,7,24/07,16:00,691.9,0.638056077
2015,24,7,24/07,16:30,178.2,0.966358025
2015,24,7,24/07,17:00,567.1,0.509541527
2015,24,7,24/07,17:30,582.3,0.454265842
2015,24,7,24/07,18:00,356.3,0.53717373
2015,24,7,24/07,18:30,133.3,0.929684921
2015,24,7,24/07,19:00,54.44,0.924287289
2015,24,7,24/07,19:30,33.56,0.844475566
2015,24,7,24/07,20:00,NA,NA
2015,24,7,24/07,20:30,NA,NA
2015,24,7,24/07,21:00,NA,NA
2015,24,7,24/07,21:30,NA,NA
2015,24,7,24/07,22:00,NA,NA
2015,24,7,24/07,22:30,NA,NA
2015,24,7,24/07,23:00,NA,NA
2015,24,7,24/07,23:30,NA,NA
2015,24,7,24/07,24:00:00,NA,NA
2015,25,7,25/07,00:30,NA,NA
2015,25,7,25/07,01:00,NA,NA
2015,25,7,25/07,01:30,NA,NA
2015,25,7,25/07,02:00,NA,NA
2015,25,7,25/07,02:30,NA,NA
2015,25,7,25/07,03:00,NA,NA
2015,25,7,25/07,03:30,NA,NA
2015,25,7,25/07,04:00,NA,NA
2015,25,7,25/07,04:30,NA,NA
2015,25,7,25/07,05:00,27.6,0.976699275
2015,25,7,25/07,05:30,90.4,0.794369469
2015,25,7,25/07,06:00,234.7,0.424742224
2015,25,7,25/07,06:30,386.9,0.294202636
2015,25,7,25/07,07:00,557.1,0.313460779
2015,25,7,25/07,07:30,455.4,0.66290953
2015,25,7,25/07,08:00,811,0.567642417
2015,25,7,25/07,08:30,894,0.735582774
2015,25,7,25/07,09:00,1142,0.58937303
2015,25,7,25/07,09:30,1284,0.281604361
2015,25,7,25/07,10:00,926,0.581895248
2015,25,7,25/07,10:30,1091,0.300407883
2015,25,7,25/07,11:00,1804,0.206422949
2015,25,7,25/07,11:30,1472,0.324201766
2015,25,7,25/07,12:00,1283,0.419823071
2015,25,7,25/07,12:30,1443,0.289841303
2015,25,7,25/07,13:00,882,0.646880952
2015,25,7,25/07,13:30,2020,0.20675
2015,25,7,25/07,14:00,1542,0.289441634
2015,25,7,25/07,14:30,817,0.553212974
2015,25,7,25/07,15:00,1096,0.311754562
2015,25,7,25/07,15:30,1346,0.32378529
2015,25,7,25/07,16:00,1175,0.24205617
2015,25,7,25/07,16:30,814,0.340719902
2015,25,7,25/07,17:00,764.2,0.27767731
2015,25,7,25/07,17:30,646.6,0.349110733
2015,25,7,25/07,18:00,253.8,0.826146572
2015,25,7,25/07,18:30,200.5,0.967182045
2015,25,7,25/07,19:00,134.9,0.872987398
2015,25,7,25/07,19:30,63.34,0.891523524
2015,25,7,25/07,20:00,NA,NA
2015,25,7,25/07,20:30,NA,NA
2015,25,7,25/07,21:00,NA,NA
2015,25,7,25/07,21:30,NA,NA
2015,25,7,25/07,22:00,NA,NA
2015,25,7,25/07,22:30,NA,NA
2015,25,7,25/07,23:00,NA,NA
2015,25,7,25/07,23:30,NA,NA
2015,25,7,25/07,24:00:00,NA,NA
2015,26,7,26/07,00:30,NA,NA
2015,26,7,26/07,01:00,NA,NA
2015,26,7,26/07,01:30,NA,NA
2015,26,7,26/07,02:00,NA,NA
2015,26,7,26/07,02:30,NA,NA
2015,26,7,26/07,03:00,NA,NA
2015,26,7,26/07,03:30,NA,NA
2015,26,7,26/07,04:00,NA,NA
2015,26,7,26/07,04:30,NA,NA
2015,26,7,26/07,05:00,11.06,0.7570434
2015,26,7,26/07,05:30,32.66,0.885992039
2015,26,7,26/07,06:00,56.41,0.925132069
2015,26,7,26/07,06:30,105.5,0.938199052
2015,26,7,26/07,07:00,206.3,0.953698497
2015,26,7,26/07,07:30,219.2,0.952864964
2015,26,7,26/07,08:00,187.3,0.962007475
2015,26,7,26/07,08:30,320.1,0.963933146
2015,26,7,26/07,09:00,389.2,0.966921891
2015,26,7,26/07,09:30,482.3,0.970002073
2015,26,7,26/07,10:00,418,0.968440191
2015,26,7,26/07,10:30,468.2,0.966640325
2015,26,7,26/07,11:00,496.1,0.971929047
2015,26,7,26/07,11:30,615.6,0.974889539
2015,26,7,26/07,12:00,542.7,0.969987102
2015,26,7,26/07,12:30,579.8,0.972721628
2015,26,7,26/07,13:00,687.5,0.976945455
2015,26,7,26/07,13:30,574.2,0.981152908
2015,26,7,26/07,14:00,526.6,0.977011014
2015,26,7,26/07,14:30,858,0.96997669
2015,26,7,26/07,15:00,659.4,0.972473461
2015,26,7,26/07,15:30,609.6,0.963277559
2015,26,7,26/07,16:00,278.3,0.956651096
2015,26,7,26/07,16:30,221,0.959271493
2015,26,7,26/07,17:00,132.8,0.96436747
2015,26,7,26/07,17:30,77.55,0.946573823
2015,26,7,26/07,18:00,126.7,0.916732439
2015,26,7,26/07,18:30,243.9,0.787211972
2015,26,7,26/07,19:00,163.7,0.691020159
2015,26,7,26/07,19:30,42.56,0.895852914
2015,26,7,26/07,20:00,NA,NA
2015,26,7,26/07,20:30,NA,NA
2015,26,7,26/07,21:00,NA,NA
2015,26,7,26/07,21:30,NA,NA
2015,26,7,26/07,22:00,NA,NA
2015,26,7,26/07,22:30,NA,NA
2015,26,7,26/07,23:00,NA,NA
2015,26,7,26/07,23:30,NA,NA
2015,26,7,26/07,24:00:00,NA,NA
2015,27,7,27/07,00:30,NA,NA
2015,27,7,27/07,01:00,NA,NA
2015,27,7,27/07,01:30,NA,NA
2015,27,7,27/07,02:00,NA,NA
2015,27,7,27/07,02:30,NA,NA
2015,27,7,27/07,03:00,NA,NA
2015,27,7,27/07,03:30,NA,NA
2015,27,7,27/07,04:00,NA,NA
2015,27,7,27/07,04:30,NA,NA
2015,27,7,27/07,05:00,13.03,0.748004605
2015,27,7,27/07,05:30,50.13,0.891330541
2015,27,7,27/07,06:00,92.5,0.918281081
2015,27,7,27/07,06:30,140,0.922707143
2015,27,7,27/07,07:00,193.9,0.933429603
2015,27,7,27/07,07:30,509.6,0.878398744
2015,27,7,27/07,08:00,635.9,0.875629816
2015,27,7,27/07,08:30,803,0.823596513
2015,27,7,27/07,09:00,761.7,0.805666273
2015,27,7,27/07,09:30,586.3,0.850136449
2015,27,7,27/07,10:00,995,0.874994975
2015,27,7,27/07,10:30,1404,0.514567664
2015,27,7,27/07,11:00,1240,0.545237097
2015,27,7,27/07,11:30,1442,0.47018932
2015,27,7,27/07,12:00,969,0.802267286
2015,27,7,27/07,12:30,1086,0.714533149
2015,27,7,27/07,13:00,890,0.777132584
2015,27,7,27/07,13:30,976,0.895133197
2015,27,7,27/07,14:00,1038,0.844585742
2015,27,7,27/07,14:30,974,0.878305955
2015,27,7,27/07,15:00,913,0.899375685
2015,27,7,27/07,15:30,680.3,0.93487726
2015,27,7,27/07,16:00,575.3,0.924326438
2015,27,7,27/07,16:30,321.9,0.937207207
2015,27,7,27/07,17:00,462.5,0.847308108
2015,27,7,27/07,17:30,409.9,0.848853379
2015,27,7,27/07,18:00,347.1,0.815332757
2015,27,7,27/07,18:30,300.8,0.728959441
2015,27,7,27/07,19:00,123.1,0.908261576
2015,27,7,27/07,19:30,30.62,0.896531679
2015,27,7,27/07,20:00,NA,NA
2015,27,7,27/07,20:30,NA,NA
2015,27,7,27/07,21:00,NA,NA
2015,27,7,27/07,21:30,NA,NA
2015,27,7,27/07,22:00,NA,NA
2015,27,7,27/07,22:30,NA,NA
2015,27,7,27/07,23:00,NA,NA
2015,27,7,27/07,23:30,NA,NA
2015,27,7,27/07,24:00:00,NA,NA
2015,28,7,28/07,00:30,NA,NA
2015,28,7,28/07,01:00,NA,NA
2015,28,7,28/07,01:30,NA,NA
2015,28,7,28/07,02:00,NA,NA
2015,28,7,28/07,02:30,NA,NA
2015,28,7,28/07,03:00,NA,NA
2015,28,7,28/07,03:30,NA,NA
2015,28,7,28/07,04:00,NA,NA
2015,28,7,28/07,04:30,NA,NA
2015,28,7,28/07,05:00,20.76,0.919995183
2015,28,7,28/07,05:30,88.2,0.813611111
2015,28,7,28/07,06:00,227.6,0.550707381
2015,28,7,28/07,06:30,355.7,0.712139443
2015,28,7,28/07,07:00,347.5,0.969890647
2015,28,7,28/07,07:30,347.5,0.953323741
2015,28,7,28/07,08:00,571.5,0.867027122
2015,28,7,28/07,08:30,812,0.811358374
2015,28,7,28/07,09:00,798.8,0.83184652
2015,28,7,28/07,09:30,951,0.648162986
2015,28,7,28/07,10:00,1154,0.54867331
2015,28,7,28/07,10:30,976,0.71445082
2015,28,7,28/07,11:00,1335,0.562573783
2015,28,7,28/07,11:30,1483,0.687181389
2015,28,7,28/07,12:00,1060,0.892801887
2015,28,7,28/07,12:30,976,0.961362705
2015,28,7,28/07,13:00,497.3,0.957601046
2015,28,7,28/07,13:30,510,0.955935294
2015,28,7,28/07,14:00,703.6,0.966505117
2015,28,7,28/07,14:30,583.5,0.963091688
2015,28,7,28/07,15:00,571.2,0.96632528
2015,28,7,28/07,15:30,492.3,0.970814544
2015,28,7,28/07,16:00,222.7,0.959205209
2015,28,7,28/07,16:30,250.4,0.964420927
2015,28,7,28/07,17:00,167.3,0.960496115
2015,28,7,28/07,17:30,93.2,0.944978541
2015,28,7,28/07,18:00,85.1,0.942112808
2015,28,7,28/07,18:30,62.69,0.930411549
2015,28,7,28/07,19:00,40.21,0.90550858
2015,28,7,28/07,19:30,8.65,0.689835838
2015,28,7,28/07,20:00,NA,NA
2015,28,7,28/07,20:30,NA,NA
2015,28,7,28/07,21:00,NA,NA
2015,28,7,28/07,21:30,NA,NA
2015,28,7,28/07,22:00,NA,NA
2015,28,7,28/07,22:30,NA,NA
2015,28,7,28/07,23:00,NA,NA
2015,28,7,28/07,23:30,NA,NA
2015,28,7,28/07,24:00:00,NA,NA
2015,29,7,29/07,00:30,NA,NA
2015,29,7,29/07,01:00,NA,NA
2015,29,7,29/07,01:30,NA,NA
2015,29,7,29/07,02:00,NA,NA
2015,29,7,29/07,02:30,NA,NA
2015,29,7,29/07,03:00,NA,NA
2015,29,7,29/07,03:30,NA,NA
2015,29,7,29/07,04:00,NA,NA
2015,29,7,29/07,04:30,NA,NA
2015,29,7,29/07,05:00,6.782,0.576483338
2015,29,7,29/07,05:30,27.96,0.806988555
2015,29,7,29/07,06:00,56.69,0.853930146
2015,29,7,29/07,06:30,197.3,0.894820071
2015,29,7,29/07,07:00,334.5,0.893147982
2015,29,7,29/07,07:30,572.8,0.727700768
2015,29,7,29/07,08:00,589.1,0.622184689
2015,29,7,29/07,08:30,964,0.361672199
2015,29,7,29/07,09:00,1077,0.423130919
2015,29,7,29/07,09:30,1033,0.43411423
2015,29,7,29/07,10:00,904,0.316853982
2015,29,7,29/07,10:30,1698,0.184988221
2015,29,7,29/07,11:00,1618,0.287394314
2015,29,7,29/07,11:30,1348,0.392161721
2015,29,7,29/07,12:00,1729,0.253755928
2015,29,7,29/07,12:30,1935,0.18555814
2015,29,7,29/07,13:00,1852,0.164479482
2015,29,7,29/07,13:30,1750,0.275354857
2015,29,7,29/07,14:00,1507,0.373304579
2015,29,7,29/07,14:30,1311,0.503690313
2015,29,7,29/07,15:00,1206,0.506004975
2015,29,7,29/07,15:30,1020,0.544211765
2015,29,7,29/07,16:00,932,0.471839056
2015,29,7,29/07,16:30,689.8,0.563567701
2015,29,7,29/07,17:00,696.9,0.347826087
2015,29,7,29/07,17:30,627.3,0.290940539
2015,29,7,29/07,18:00,441.9,0.341923512
2015,29,7,29/07,18:30,286,0.460503497
2015,29,7,29/07,19:00,133.8,0.669559043
2015,29,7,29/07,19:30,39.4,0.896182741
2015,29,7,29/07,20:00,NA,NA
2015,29,7,29/07,20:30,NA,NA
2015,29,7,29/07,21:00,NA,NA
2015,29,7,29/07,21:30,NA,NA
2015,29,7,29/07,22:00,NA,NA
2015,29,7,29/07,22:30,NA,NA
2015,29,7,29/07,23:00,NA,NA
2015,29,7,29/07,23:30,NA,NA
2015,29,7,29/07,24:00:00,NA,NA
2015,30,7,30/07,00:30,NA,NA
2015,30,7,30/07,01:00,NA,NA
2015,30,7,30/07,01:30,NA,NA
2015,30,7,30/07,02:00,NA,NA
2015,30,7,30/07,02:30,NA,NA
2015,30,7,30/07,03:00,NA,NA
2015,30,7,30/07,03:30,NA,NA
2015,30,7,30/07,04:00,NA,NA
2015,30,7,30/07,04:30,NA,NA
2015,30,7,30/07,05:00,19.59,0.877498724
2015,30,7,30/07,05:30,64.27,0.957669208
2015,30,7,30/07,06:00,168.7,0.688500296
2015,30,7,30/07,06:30,352.7,0.449588886
2015,30,7,30/07,07:00,504.7,0.367218149
2015,30,7,30/07,07:30,698,0.253368195
2015,30,7,30/07,08:00,865,0.178880925
2015,30,7,30/07,08:30,989,0.166461072
2015,30,7,30/07,09:00,1204,0.169871262
2015,30,7,30/07,09:30,1333,0.171768192
2015,30,7,30/07,10:00,1480,0.104412162
2015,30,7,30/07,10:30,1676,0.133602029
2015,30,7,30/07,11:00,1498,0.252971963
2015,30,7,30/07,11:30,828,0.579530193
2015,30,7,30/07,12:00,1679,0.28230673
2015,30,7,30/07,12:30,1782,0.224387767
2015,30,7,30/07,13:00,1871,0.167613576
2015,30,7,30/07,13:30,1503,0.206838323
2015,30,7,30/07,14:00,1619,0.166378629
2015,30,7,30/07,14:30,1528,0.157911649
2015,30,7,30/07,15:00,1361,0.168085966
2015,30,7,30/07,15:30,1155,0.173667532
2015,30,7,30/07,16:00,1126,0.101
2015,30,7,30/07,16:30,920,0.122188043
2015,30,7,30/07,17:00,777.5,0.137957556
2015,30,7,30/07,17:30,603.7,0.182526089
2015,30,7,30/07,18:00,433.5,0.255820069
2015,30,7,30/07,18:30,275.2,0.399302326
2015,30,7,30/07,19:00,130,0.635523077
2015,30,7,30/07,19:30,37.65,0.894916335
2015,30,7,30/07,20:00,NA,NA
2015,30,7,30/07,20:30,NA,NA
2015,30,7,30/07,21:00,NA,NA
2015,30,7,30/07,21:30,NA,NA
2015,30,7,30/07,22:00,NA,NA
2015,30,7,30/07,22:30,NA,NA
2015,30,7,30/07,23:00,NA,NA
2015,30,7,30/07,23:30,NA,NA
2015,30,7,30/07,24:00:00,NA,NA
2015,31,7,31/07,00:30,NA,NA
2015,31,7,31/07,01:00,NA,NA
2015,31,7,31/07,01:30,NA,NA
2015,31,7,31/07,02:00,NA,NA
2015,31,7,31/07,02:30,NA,NA
2015,31,7,31/07,03:00,NA,NA
2015,31,7,31/07,03:30,NA,NA
2015,31,7,31/07,04:00,NA,NA
2015,31,7,31/07,04:30,NA,NA
2015,31,7,31/07,05:00,13.56,0.831238938
2015,31,7,31/07,05:30,54.48,0.96291116
2015,31,7,31/07,06:00,188,0.713446809
2015,31,7,31/07,06:30,290.8,0.579673315
2015,31,7,31/07,07:00,507.3,0.420285827
2015,31,7,31/07,07:30,591.7,0.428614163
2015,31,7,31/07,08:00,615.7,0.454885496
2015,31,7,31/07,08:30,760.3,0.525258451
2015,31,7,31/07,09:00,1068,0.315766854
2015,31,7,31/07,09:30,1239,0.210477805
2015,31,7,31/07,10:00,1422,0.149795359
2015,31,7,31/07,10:30,1542,0.221911803
2015,31,7,31/07,11:00,988,0.791541498
2015,31,7,31/07,11:30,912,0.924725877
2015,31,7,31/07,12:00,749.7,0.977667067
2015,31,7,31/07,12:30,597.1,0.9817518
2015,31,7,31/07,13:00,578.3,0.983977174
2015,31,7,31/07,13:30,648.6,0.976987357
2015,31,7,31/07,14:00,444.6,0.985692758
2015,31,7,31/07,14:30,341.2,0.977438453
2015,31,7,31/07,15:00,311.2,0.971703085
2015,31,7,31/07,15:30,252.8,0.974841772
2015,31,7,31/07,16:00,331.5,0.973134238
2015,31,7,31/07,16:30,379.6,0.971685985
2015,31,7,31/07,17:00,255.4,0.960172279
2015,31,7,31/07,17:30,156.4,0.956400256
2015,31,7,31/07,18:00,117.1,0.944449189
2015,31,7,31/07,18:30,68.35,0.935820044
2015,31,7,31/07,19:00,36,0.882627778
2015,31,7,31/07,19:30,17.83,0.812305104
2015,31,7,31/07,20:00,NA,NA
2015,31,7,31/07,20:30,NA,NA
2015,31,7,31/07,21:00,NA,NA
2015,31,7,31/07,21:30,NA,NA
2015,31,7,31/07,22:00,NA,NA
2015,31,7,31/07,22:30,NA,NA
2015,31,7,31/07,23:00,NA,NA
2015,31,7,31/07,23:30,NA,NA
2015,31,7,31/07,24:00:00,NA,NA
