t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
757,1,MS,47759.80462961859,15.0,0.007379999999999999,47759.80462961859,1
758,1,MS,47718.246645614505,15.0,0.007379999999999999,47718.246645614505,1
759,1,MS,47672.989044016314,15.0,0.007379999999999999,47672.989044016314,1
760,1,MS,47628.22798005536,15.0,0.007379999999999999,47628.22798005536,1
761,1,MS,47579.3726070668,15.0,0.007379999999999999,47579.3726070668,1
762,1,MS,47531.247102205365,15.0,0.007379999999999999,47531.247102205365,1
763,1,MS,47479.322664719264,15.0,0.007379999999999999,47479.322664719264,1
764,1,MS,47428.93342792351,15.0,0.007379999999999999,47428.93342792351,1
765,1,MS,47375.5565060098,15.0,0.007379999999999999,47375.5565060098,1
766,1,MS,47324.76179659675,15.0,0.007379999999999999,47324.76179659675,1
767,1,MS,47272.0253435555,15.0,0.007379999999999999,47272.0253435555,1
768,1,MS,47222.7976854159,15.0,0.007379999999999999,47222.7976854159,1
769,1,MS,47172.55454352826,15.0,0.007379999999999999,47172.55454352826,1
770,1,MS,47126.39849224769,15.0,0.007379999999999999,47126.39849224769,1
771,1,MS,47079.90058701508,15.0,0.007379999999999999,47079.90058701508,1
772,1,MS,47037.71551237559,15.0,0.007379999999999999,47037.71551237559,1
773,1,MS,46995.61395002893,15.0,0.007379999999999999,46995.61395002893,1
774,1,MS,46957.70821343891,15.0,0.007379999999999999,46957.70821343891,1
775,1,MS,46919.879218669405,15.0,0.007379999999999999,46919.879218669405,1
776,1,MS,46885.62697582965,15.0,0.007379999999999999,46885.62697582965,1
777,1,MS,46850.921667967894,15.0,0.007379999999999999,46850.921667967894,1
778,1,MS,46818.76566630066,15.0,0.007379999999999999,46818.76566630066,1
779,1,MS,46785.18613624297,15.0,0.007379999999999999,46785.18613624297,1
780,1,MS,46753.064275889905,15.0,0.007379999999999999,46753.064275889905,1
781,1,MS,46718.556114037456,15.0,0.007379999999999999,46718.556114037456,1
782,1,MS,46684.85065184273,15.0,0.007379999999999999,46684.85065184273,1
783,1,MS,46648.171727936395,15.0,0.007379999999999999,46648.171727936395,1
784,1,MS,46612.038126346226,15.0,0.007379999999999999,46612.038126346226,1
785,1,MS,46572.59500838746,15.0,0.007379999999999999,46572.59500838746,1
786,1,MS,46533.78386915182,15.0,0.007379999999999999,46533.78386915182,1
787,1,MS,46491.7594596427,15.0,0.007379999999999999,46491.7594596427,1
788,1,MS,46450.994505677234,15.0,0.007379999999999999,46450.994505677234,1
789,1,MS,46407.74404362085,15.0,0.007379999999999999,46407.74404362085,1
790,1,MS,46366.697025075875,15.0,0.007379999999999999,46366.697025075875,1
791,1,MS,46324.07348420479,15.0,0.007379999999999999,46324.07348420479,1
792,1,MS,46284.47741719029,15.0,0.007379999999999999,46284.47741719029,1
793,1,MS,46244.17172499449,15.0,0.007379999999999999,46244.17172499449,1
794,1,MS,46207.39132587454,15.0,0.007379999999999999,46207.39132587454,1
795,1,MS,46170.471725832416,15.0,0.007379999999999999,46170.471725832416,1
796,1,MS,46137.21674095513,15.0,0.007379999999999999,46137.21674095513,1
797,1,MS,46104.14861275523,15.0,0.007379999999999999,46104.14861275523,1
798,1,MS,46074.59058650963,15.0,0.007379999999999999,46074.59058650963,1
799,1,MS,46045.262319025176,15.0,0.007379999999999999,46045.262319025176,1
800,1,MS,46019.037314044006,15.0,0.007379999999999999,46019.037314044006,1
801,1,MS,45992.87139741289,15.0,0.007379999999999999,45992.87139741289,1
802,1,MS,45969.25561729651,15.0,0.007379999999999999,45969.25561729651,1
803,1,MS,45945.32229739535,15.0,0.007379999999999999,45945.32229739535,1
804,1,MS,45923.26599960043,15.0,0.007379999999999999,45923.26599960043,1
805,1,MS,45900.25923596785,15.0,0.007379999999999999,45900.25923596785,1
806,1,MS,45878.31634420398,15.0,0.007379999999999999,45878.31634420398,1
807,1,MS,45854.67312249859,15.0,0.007379999999999999,45854.67312249859,1
808,1,MS,45831.57888310328,15.0,0.007379999999999999,45831.57888310328,1
809,1,MS,45806.35255364889,15.0,0.007379999999999999,45806.35255364889,1
810,1,MS,45781.58050390647,15.0,0.007379999999999999,45781.58050390647,1
811,1,MS,45754.672191337035,15.0,0.007379999999999999,45754.672191337035,1
812,1,MS,45728.68186854114,15.0,0.007379999999999999,45728.68186854114,1
813,1,MS,45701.13903821854,15.0,0.007379999999999999,45701.13903821854,1
814,1,MS,45675.2352811321,15.0,0.007379999999999999,45675.2352811321,1
815,1,MS,45648.45691902373,15.0,0.007379999999999999,45648.45691902373,1
816,1,MS,45623.832817600356,15.0,0.007379999999999999,45623.832817600356,1
817,1,MS,45598.86888012545,15.0,0.007379999999999999,45598.86888012545,1
818,1,MS,45576.29823947627,15.0,0.007379999999999999,45576.29823947627,1
819,1,MS,45553.711787769906,15.0,0.007379999999999999,45553.711787769906,1
820,1,MS,45533.511410501116,15.0,0.007379999999999999,45533.511410501116,1
821,1,MS,45513.42886812589,15.0,0.007379999999999999,45513.42886812589,1
822,1,MS,45495.529810755135,15.0,0.007379999999999999,45495.529810755135,1
823,1,MS,45477.65526632778,15.0,0.007379999999999999,45477.65526632778,1
824,1,MS,45461.50176077793,15.0,0.007379999999999999,45461.50176077793,1
825,1,MS,45444.936778426825,15.0,0.007379999999999999,45444.936778426825,1
826,1,MS,45429.382143349656,15.0,0.007379999999999999,45429.382143349656,1
827,1,MS,45412.69088422168,15.0,0.007379999999999999,45412.69088422168,1
828,1,MS,45396.27615184549,15.0,0.007379999999999999,45396.27615184549,1
829,1,MS,45377.94630989066,15.0,0.007379999999999999,45377.94630989066,1
830,1,MS,45359.41124202231,15.0,0.007379999999999999,45359.41124202231,1
831,1,MS,45338.44868956016,15.0,0.007379999999999999,45338.44868956016,1
832,1,MS,45317.201857711465,15.0,0.007379999999999999,45317.201857711465,1
833,1,MS,45293.3511991777,15.0,0.007379999999999999,45293.3511991777,1
834,1,MS,45269.49354522821,15.0,0.007379999999999999,45269.49354522821,1
835,1,MS,45243.260387492235,15.0,0.007379999999999999,45243.260387492235,1
836,1,MS,45217.73195991286,15.0,0.007379999999999999,45217.73195991286,1
837,1,MS,45190.56354935456,15.0,0.007379999999999999,45190.56354935456,1
838,1,MS,45164.987677261604,15.0,0.007379999999999999,45164.987677261604,1
839,1,MS,45138.607354851694,15.0,0.007379999999999999,45138.607354851694,1
840,1,MS,45114.44772534467,15.0,0.007379999999999999,45114.44772534467,1
841,1,MS,45090.072771200044,15.0,0.007379999999999999,45090.072771200044,1
842,1,MS,45068.14796026932,15.0,0.007379999999999999,45068.14796026932,1
843,1,MS,45046.31780835937,15.0,0.007379999999999999,45046.31780835937,1
844,1,MS,45026.90318777927,15.0,0.007379999999999999,45026.90318777927,1
845,1,MS,45007.72658853123,15.0,0.007379999999999999,45007.72658853123,1
846,1,MS,44990.78150887778,15.0,0.007379999999999999,44990.78150887778,1
