mstruct,Dry_Mass,nitrates,organ,S_grain_structure,Unloading_Sucrose,starch,Respi_growth,S_cytokinins,axis,N_tot,Conc_Nitrates,AA_consumption_mstruct,cytokinins,R_residual,Conc_Amino_Acids,regul_transpiration,sucrose_consumption_mstruct,RGR_Structure,R_Nnit_upt,Conc_cytokinins,S_Proteins,plant,synthetized_mstruct,amino_acids,HATS_LATS,Export_cytokinins,Conc_Sucrose,R_grain_growth_starch,Export_Amino_Acids,Uptake_Nitrates,N_exudation,sum_respi,R_Nnit_red,S_grain_starch,sucrose,S_Amino_Acids,Total_Organic_Nitrogen,Nstruct,Unloading_Amino_Acids,R_grain_growth_struct,senesced_mstruct,structure,age_from_flowering,t,Export_Nitrates,Proteins_N_Mass,WSC_g,C_exudation,proteins
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005121,NA,NA,NA,NA,48.761970618650196,NA,NA,NA,NA,NA,NA,1,NA,3.65819661,NA,NA,187.68949838012193,NA,NA,NA,NA,NA,NA,NA,135.17519387,NA,NA,NA,NA,NA,NA,NA,NA,91.00000000,NA,NA,0.003862148396256396,NA,NA
0.03805968,NA,26.80607276,roots,NA,27.88131181,NA,0.17457989,0.53061322,MS,0.00061394,704.3167723738595,0.00505540,10.52959521,0.03729775,72.30260246124283,0.00000643,0.50695574,NA,0.03612934,276.6600903766009,NA,1,NA,3.43976762,0.75982448,0.00040724,145.48753832466343,NA,0.00358475,0.09100589,0.28866897,0.12562368,0.05228533,NA,66.44651425,0.69382435,17.04658281,0.00019050,0.75454170,NA,0.00000000,NA,NA,91.00000000,0.00310399,NA,0.0018984718357996603,5.57626236,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005173,NA,NA,NA,NA,49.23060625909131,NA,NA,NA,NA,NA,NA,1,NA,3.69478443,NA,NA,186.0237075460373,NA,NA,NA,NA,NA,NA,NA,134.02735589,NA,NA,NA,NA,NA,NA,NA,NA,92.00000000,NA,NA,0.003829353025507936,NA,NA
0.03807335,NA,26.86479260,roots,NA,26.43890711,NA,0.16854026,0.52679041,MS,0.00061528,705.6062585221273,0.00488051,10.54893973,0.03716698,72.9623312841529,0.00001060,0.48941747,NA,0.03581309,277.06887617314516,NA,1,NA,3.47240028,0.75397568,0.00067211,145.29417996240898,NA,0.00596151,0.09020928,0.27660036,0.12485918,0.05196073,NA,66.38203044,0.68926934,17.08409598,0.00019056,0.72885167,NA,0.00000000,NA,NA,92.00000000,0.00512469,NA,0.001896629441170021,5.28778142,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005159,NA,NA,NA,NA,49.08527080299179,NA,NA,NA,NA,NA,NA,1,NA,3.68524598,NA,NA,189.91979841776669,NA,NA,NA,NA,NA,NA,NA,136.88528465,NA,NA,NA,NA,NA,NA,NA,NA,93.00000000,NA,NA,0.0039110081329790155,NA,NA
0.03808646,NA,26.85011806,roots,NA,30.29374849,NA,0.16173445,0.52333814,MS,0.00061445,704.9780147235895,0.00468343,10.55857032,0.03687523,71.89782729352086,0.00016161,0.46965435,NA,0.03562405,277.2263394027755,NA,1,NA,3.42291729,0.74946974,0.01025868,145.42159946006,NA,0.08961457,0.08973312,0.31203164,0.12421128,0.05161505,NA,66.46312990,0.68444814,17.03929642,0.00019063,0.81557280,NA,0.00000000,NA,NA,93.00000000,0.07810627,NA,0.0018989465685232134,6.05874970,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005194,NA,NA,NA,NA,49.39814749576198,NA,NA,NA,NA,NA,NA,1,NA,3.71007695,NA,NA,202.0689147888259,NA,NA,NA,NA,NA,NA,NA,145.69444636,NA,NA,NA,NA,NA,NA,NA,NA,94.00000000,NA,NA,0.004162698467313956,NA,NA
0.03809922,NA,26.63181282,roots,NA,42.14625895,NA,0.15735281,0.52299298,MS,0.00060778,699.0120240519058,0.00455655,10.54119666,0.03629217,66.35880211917312,0.00058693,0.45693070,NA,0.03592959,276.6774933195185,NA,1,NA,3.16027324,0.75193711,0.03719579,146.37981513057085,NA,0.30048618,0.09050275,0.39804772,0.12421461,0.05143468,NA,66.92348118,0.68182795,16.78120892,0.00019069,1.07324519,NA,0.00000000,NA,NA,94.00000000,0.28135724,NA,0.0019120994624236478,8.42925179,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005414,NA,NA,NA,NA,51.46957401577557,NA,NA,NA,NA,NA,NA,1,NA,3.86704863,NA,NA,220.4205037752074,NA,NA,NA,NA,NA,NA,NA,158.98358403,NA,NA,NA,NA,NA,NA,NA,NA,95.00000000,NA,NA,0.004542388115131154,NA,NA
0.03811198,NA,26.29425760,roots,NA,61.03268090,NA,0.15740284,0.52765372,MS,0.00059828,689.9210175810085,0.00455800,10.50756905,0.03578685,59.07456160368595,0.00084766,0.45707598,NA,0.03677212,275.7025066961942,NA,1,NA,2.81431081,0.76039469,0.05354825,148.59593655591001,NA,0.38646589,0.09262498,0.50549258,0.12482940,0.05152725,NA,67.95942843,0.68282632,16.43980448,0.00019076,1.48453280,NA,0.00000000,NA,NA,95.00000000,0.40119685,NA,0.0019416979551851203,12.20653618,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005796,NA,NA,NA,NA,55.08433016158192,NA,NA,NA,NA,NA,NA,1,NA,4.14024087,NA,NA,243.217721171339,NA,NA,NA,NA,NA,NA,NA,175.49469107,NA,NA,NA,NA,NA,NA,NA,NA,96.00000000,NA,NA,0.005014134030461492,NA,NA
0.03812574,NA,25.84049490,roots,NA,88.35075247,NA,0.16970099,0.54222848,MS,0.00058654,677.7702848784446,0.00491412,10.45773501,0.03569247,50.87845277510677,0.00111631,0.49278810,NA,0.03855428,274.2959088304074,NA,1,NA,2.42472344,0.78091304,0.07018427,152.51675660497085,NA,0.43849071,0.09711407,0.61402401,0.12742135,0.05231942,NA,69.77777385,0.69307374,16.05513124,0.00019083,2.08435591,NA,0.00000000,NA,NA,96.00000000,0.51922609,NA,0.00199365068137162,17.67015049,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006357,NA,NA,NA,NA,60.38250842909908,NA,NA,NA,NA,NA,NA,1,NA,4.54066297,NA,NA,263.96544592178986,NA,NA,NA,NA,NA,NA,NA,190.55766813,NA,NA,NA,NA,NA,NA,NA,NA,97.00000000,NA,NA,0.005444504803718325,NA,NA
0.03814306,NA,25.51815289,roots,NA,113.09515880,NA,0.21352952,0.57653876,MS,0.00057900,669.0117734161456,0.00618329,10.42537490,0.03696066,46.19871413535994,0.00086266,0.62006003,NA,0.04171851,273.32301752740943,NA,1,NA,2.20270012,0.82308830,0.05406902,157.67537207500632,NA,0.30782806,0.10508440,0.69034916,0.13400963,0.05482681,NA,72.17064474,0.72595934,15.83929120,0.00019091,2.69486400,NA,0.00000000,NA,NA,97.00000000,0.39624113,NA,0.0020620184210850324,22.61903176,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006877,NA,NA,NA,NA,65.2816639099593,NA,NA,NA,NA,NA,NA,1,NA,4.91189108,NA,NA,279.56541475824986,NA,NA,NA,NA,NA,NA,NA,201.93527459,NA,NA,NA,NA,NA,NA,NA,NA,98.00000000,NA,NA,0.005769579273964624,NA,NA
0.03816374,NA,25.34591795,roots,NA,132.98473882,NA,0.25510437,0.61048460,MS,0.00057560,664.1361276851674,0.00738719,10.41357121,0.03852725,44.52746381338239,0.00055659,0.74078762,NA,0.04483049,272.86559007468395,NA,1,NA,2.12416814,0.85858437,0.03484629,163.76760048546677,NA,0.19153221,0.11292314,0.75328712,0.14070799,0.05717643,NA,74.99980788,0.75666023,15.76814642,0.00019102,3.23473229,NA,0.00000000,NA,NA,98.00000000,0.25393259,NA,0.0021428516537124825,26.59694776,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00007248,NA,NA,NA,NA,68.76564454641165,NA,NA,NA,NA,NA,NA,1,NA,5.17733254,NA,NA,291.1804889390201,NA,NA,NA,NA,NA,NA,NA,210.45926363,NA,NA,NA,NA,NA,NA,NA,NA,99.00000000,NA,NA,0.006013121817877945,NA,NA
0.03818695,NA,25.23687437,roots,NA,143.15055290,NA,0.28627855,0.63732416,MS,0.00057388,660.8769160345622,0.00828992,10.41054693,0.03989853,44.03634116938559,0.00043338,0.83131311,NA,0.04748670,272.62053326153347,NA,1,NA,2.10201700,0.88245337,0.02712452,170.24120198645826,NA,0.14757770,0.11961385,0.77143323,0.14628796,0.05886763,NA,78.01190915,0.77856766,15.75428520,0.00019113,3.52152717,NA,0.00000000,NA,NA,99.00000000,0.19686911,NA,0.0022289116901179646,28.63011058,NA
