Cont_WSC_DM,mstruct,S_Fructan,S_Sucrose,nitrates,SLN,is_growing,organ,Tr,Nitrates_import,Regul_S_Fructan,PARa,starch,Ts,Conc_Starch,axis,Photosynthesis,Conc_Nitrates,Cont_Fructan_DM,N_tot,Conc_Proteins,cytokinins,element,R_residual,Conc_Amino_Acids,R_phloem_loading,Conc_cytokinins,S_Proteins,plant,Transpiration,sum_dry_mass,SLN_nonstruct,amino_acids,Amino_Acids_import,Ag,Conc_Fructan,Surfacic_NS,D_Proteins,S_Starch,sum_respi,Loading_Sucrose,R_Nnit_red,metamer,green_area,length,sucrose,cytokinins_import,Conc_TriosesP,S_Amino_Acids,fructan,Total_Organic_Nitrogen,N_content,Photosynthetic_efficiency,Nstruct,D_Fructan,senesced_mstruct,NS,triosesP,D_Starch,N_content_total_DM,t,D_cytokinins,nb_replications,Conc_Sucrose,SLA,Loading_Amino_Acids,proteins
3.91513153,0.00469069,5.10008482,0.00000000,0.10258245,NA,True,blade,0.06365553,0.00664469,0.01500000,0.00000000,0.00000912,5.99973689,0.00032392,MS,0.00000000,21.86937098,0.32522440,0.00037603,0.54813927,0.30198280,LeafElement1,0.08223718,48.55087383,0.00000000,64.37917913,1.03339978,1,0.00001357,0.00759496,NA,0.28467140,0.00633413,0.00000000,30.71769725,13.62143591,4.07813101,0.00000000,0.08223718,-0.02154933,0.00000000,3,0.00021321,0.07148785,9.54282589,0.00082559,-0.00050378,0.00000000,0.86452325,26.75644804,4.95099920,NA,0.00002350,0.86452325,0.00000000,38.23943523,-0.00000709,0.00091395,4.95099920,44.00000000,1.13530039,1.00000000,169.53484885,NA,0.02280281,24.79324792
2.97828683,0.00003487,5.10018078,0.00000000,0.00000000,NA,True,blade,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.92800000,0.00000000,MS,0.00000000,0.00000000,0.09187296,0.00000466,0.94757366,0.00571079,LeafElement1,0.00109137,48.51458800,0.00000000,163.79444465,1.03277821,1,0.00000000,0.00007021,NA,0.00211436,0.00000000,0.00000000,10.79268723,18.54205627,1.08480414,0.00000000,0.00109137,-0.00067073,0.00000000,4,0.00000191,0.00305111,0.07093304,0.00000000,0.00000000,0.00000000,0.00225776,0.33314418,6.64260388,NA,0.00000017,0.00225776,0.00000000,50.34363537,0.00000000,0.00000000,6.64260388,44.00000000,2.88844778,1.50000000,169.53933656,NA,0.00001808,0.31857782
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001218,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,44.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00006091,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,44.00000000,NA,NA,NA,NA,NA,0.00000000
5.18813887,0.00410677,0.00001625,817.31852404,0.00001064,1.32485207,False,blade,0.39252260,0.00690928,0.00000004,109.26802264,0.19352966,7.42340811,7.85409452,MS,3.64355139,0.00259062,0.01424784,0.00025879,0.41742891,0.17611040,LeafElement1,0.07009075,95.43408438,0.00002674,42.88296696,1.78281768,1,0.00007667,0.00619317,1.21990301,0.48990705,0.00661882,5.18139959,1.25336768,10.68125270,5.71144047,64.30239564,0.07695768,1.08508199,0.00684019,1,0.00019533,0.08200000,11.02035774,0.00085879,0.04397947,1.68241274,0.03088374,18.48478551,4.17859100,0.04741918,0.00002050,0.03088374,0.00000000,33.68873201,0.00054184,23.11845837,4.17859100,45.00000000,0.78891023,1.00000000,223.62187136,31.54005710,0.04390512,16.53059274
5.32743555,0.00171000,0.00167937,395.44707492,0.00001537,0.14489915,False,sheath,0.23226978,0.00562214,0.00000451,44.10648164,0.01886894,6.99086304,1.83907798,MS,0.74328306,0.00898644,0.09578121,0.00003892,0.11593243,0.04271136,StemElement,0.00911370,120.55440238,0.00000094,24.97740059,2.07560806,1,0.00006239,0.00204385,0.11306816,0.25768504,0.00538579,0.76866259,6.67806615,1.24290980,3.12493457,28.30588585,0.01468056,0.09185693,0.00556592,1,0.00026861,0.02850000,3.72338995,0.00069881,0.01928851,3.28779992,0.06851696,2.78004224,1.90428577,0.01742743,0.00000855,0.06851696,0.00000000,16.33450173,0.00009895,5.41330991,1.90428577,45.00000000,0.45950475,1.00000000,181.45175208,131.42145736,0.04806480,1.91164292
4.97279096,0.00483764,0.00001670,849.14618990,0.00001198,1.48435142,False,blade,0.36798365,0.00799398,0.00000004,102.03805215,0.23838644,7.33326998,8.21289884,MS,4.46002695,0.00247544,0.01767347,0.00035783,0.49833289,0.24102637,LeafElement1,0.09667116,96.61498479,0.00003684,49.82309887,1.79769256,1,0.00008871,0.00769147,1.38396537,0.58423601,0.00765793,5.13917031,1.63913297,11.83819335,5.47458317,67.30980490,0.10462204,1.26907648,0.00791404,2,0.00024107,0.09200000,13.09952228,0.00099362,0.04605059,1.65245415,0.04757724,25.55938894,4.65231856,0.05036523,0.00002420,0.04757724,0.00000000,37.10377863,0.00066833,24.17459576,4.65231856,45.00000000,0.91658659,1.00000000,225.65262813,31.34243337,0.05086839,23.24658150
10.81732065,0.00228000,0.25964976,0.00000000,0.00000000,0.25736572,False,sheath,0.00000000,0.00000000,0.00071934,NA,0.00000000,6.72700000,0.00000000,MS,0.00000000,0.00000000,6.27726381,0.00006383,0.16150771,0.03441296,HiddenElement,0.01491915,68.03570491,0.00000030,15.09340371,1.40090362,1,0.00000000,0.00299200,0.21139798,0.19390176,0.00000000,0.00000000,480.52273613,2.87096842,4.67678806,0.00000000,0.01491945,0.02222500,0.00000000,2,0.00024800,0.02850000,4.75434779,0.00000000,0.00000000,0.00000000,6.57355103,4.55904991,2.13324516,NA,0.00001140,3.92871343,0.00000000,23.79679575,0.00000000,0.00000000,2.13324516,45.00000000,0.27767063,1.00000000,173.77002174,82.88769585,0.00836347,3.55086244
4.98666432,0.00004000,0.00216004,278.90065742,0.00000031,0.24106149,False,sheath,0.17568155,0.00007460,0.00000597,22.84436666,0.00027057,6.63359054,1.12737993,MS,0.01218575,0.00767922,0.12946682,0.00000114,0.16248364,0.00098491,StemElement,0.00026002,83.65646242,0.00000000,24.62272731,1.62768677,1,0.00000083,0.00004940,0.19862017,0.00418282,0.00007147,0.71830444,9.32632032,1.99397159,4.14304348,19.47825889,0.00034232,0.00195744,0.00008230,2,0.00000471,0.00050000,0.08370102,0.00000927,0.01326113,2.07816430,0.00223832,0.08114080,2.29971452,0.03144339,0.00000020,0.00223832,0.00000000,19.02238927,0.00000159,3.31843293,2.29971452,45.00000000,0.45297989,1.00000000,174.37712381,95.39950011,0.00129922,0.06267226
4.04903150,0.00470482,0.00000070,780.99775495,0.00001054,NA,True,blade,0.34357764,0.00662121,0.00000000,95.08238728,0.21042823,7.29260578,7.45435642,MS,3.98307325,0.00223963,0.32347116,0.00037558,0.54771508,0.30006738,LeafElement1,0.09079260,50.09999186,0.00009436,63.77877752,1.10557446,1,0.00007348,0.00762084,NA,0.29463902,0.00634286,5.17363612,30.56416982,13.63550530,4.30547401,60.92492097,0.09744196,3.34267749,0.00655500,3,0.00021386,0.07165301,9.72556040,0.00082299,0.04165502,1.40732678,0.86279267,26.82687519,4.92828099,0.05441214,0.00002357,0.86279267,0.00000000,38.26381914,0.00058794,21.94183277,4.92828099,45.00000000,1.17332670,1.00000000,172.26252005,NA,0.02496374,24.84866279
3.02183065,0.00003677,5.36924435,0.00000000,0.00000000,NA,True,blade,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.72700000,0.00000000,MS,0.00000000,0.00000000,0.09466423,0.00000490,0.94415490,0.00597966,LeafElement1,0.00113743,50.06120900,0.00000000,162.64535507,1.10488996,1,0.00000000,0.00007395,NA,0.00230063,0.00000000,0.00000000,11.10725687,18.49790073,1.14559869,0.00000000,0.00113743,-0.00401078,0.00000000,4,0.00000201,0.00317445,0.07576252,0.00000000,0.00000000,0.00000000,0.00245015,0.35015264,6.62897708,NA,0.00000018,0.00245015,0.00000000,50.28403242,0.00000000,0.00000000,6.62897708,45.00000000,2.99215736,1.50000000,171.72689441,NA,-0.00002217,0.33472165
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001224,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,45.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00006118,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,45.00000000,NA,NA,NA,NA,NA,0.00000000
6.79031941,0.00410677,0.00000089,1344.14711735,0.00004074,1.32645388,False,blade,0.85211411,0.03754194,0.00000000,249.75548033,0.49602312,9.15476015,20.13031155,MS,6.13173032,0.00991922,0.01394417,0.00025910,0.41700793,0.17737194,LeafElement1,0.08724400,103.02935156,0.00007583,43.19015309,1.97380832,1,0.00016645,0.00630211,1.22150483,0.52889706,0.03495808,8.71977408,1.24823165,11.23896457,5.96625061,118.58250602,0.12448563,3.07730706,0.03716580,1,0.00019533,0.08200000,14.44897240,0.00468182,0.07748936,9.14130360,0.03075719,18.50710447,4.11132385,0.03491324,0.00002050,0.03075719,0.00000000,34.83500154,0.00095469,62.32724481,4.11132385,46.00000000,0.83578042,1.00000000,293.19431557,30.99484951,0.05510136,16.51392170
6.10682188,0.00171000,0.00006440,455.14344081,0.00005934,0.14482434,False,sheath,0.40300948,0.02441602,0.00000015,100.81481519,0.05514925,8.47119405,5.37517022,MS,0.91551361,0.03470150,0.09483834,0.00003890,0.11582170,0.04490826,StemElement,0.01106930,120.71651250,0.00000293,26.26213751,2.18511382,1,0.00010825,0.00206066,0.11299335,0.25803155,0.02273556,0.94677399,6.66669555,1.30547361,3.21691768,32.84043040,0.03524409,0.28597351,0.02417186,1,0.00026861,0.02850000,4.28065767,0.00304490,0.02128117,14.27837535,0.06840030,2.77856286,1.88778079,0.00939122,0.00000855,0.06840030,0.00000000,17.01680837,0.00010917,16.64254173,1.88778079,46.00000000,0.50820335,1.00000000,208.60904802,130.34969260,0.04827494,1.90981703
6.66004468,0.00483764,0.00000076,1453.64129676,0.00004520,1.48589749,False,blade,0.80411589,0.04372243,0.00000000,233.22983350,0.64069490,8.93309101,22.07324586,MS,7.81523968,0.00934342,0.01726938,0.00035820,0.49793819,0.24180717,LeafElement1,0.12000197,104.05676396,0.00011164,49.98450121,1.98675517,1,0.00019385,0.00783346,1.38551143,0.62923684,0.04071319,9.00529260,1.63122332,12.42719652,5.73657609,131.85866141,0.16339918,3.84637295,0.04328556,2,0.00024107,0.09200000,17.56936864,0.00545259,0.08627712,9.03803536,0.04734766,25.58597773,4.57274775,0.03861124,0.00002420,0.04734766,0.00000000,38.24384617,0.00125213,68.34293623,4.57274775,46.00000000,0.96725907,1.00000000,302.65028929,30.77431513,0.06330122,23.22816946
10.83138635,0.00228000,5.70578268,0.00000000,0.00000000,0.25690044,False,sheath,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.38100000,0.00000000,MS,0.00000000,0.00000000,6.27862512,0.00006371,0.16114991,0.03375348,HiddenElement,0.01455507,67.90392412,0.00000000,14.80415751,1.47144659,1,0.00000000,0.00299151,0.21093270,0.19352618,0.00000000,0.00000000,480.54877754,2.86900631,4.92541515,0.00000000,0.01455507,-0.09979424,0.00000000,2,0.00024800,0.02850000,4.76687645,0.00000000,0.00000000,0.00000000,6.57390728,4.55080774,2.12973490,NA,0.00001140,4.12215510,0.00000000,23.78440044,0.00000000,0.00000000,2.12973490,46.00000000,0.28647792,1.00000000,174.22794024,82.90117847,0.00791950,3.54299585
5.56673369,0.00004000,0.00001897,436.73628048,0.00000082,0.23971295,False,sheath,0.30898684,0.00032842,0.00000005,52.21569523,0.00114280,7.51321438,4.76164710,MS,0.01981557,0.02054436,0.12880013,0.00000113,0.16220528,0.00100659,StemElement,0.00029378,76.71519769,0.00000000,25.16485951,1.60944856,1,0.00000146,0.00004965,0.19727163,0.00383576,0.00030581,1.16805377,9.32592011,2.04777720,4.31483489,31.39389413,0.00061871,0.00989687,0.00032493,2,0.00000471,0.00050000,0.09334987,0.00004096,0.02034093,8.20535092,0.00223822,0.08068637,2.27517103,0.02236978,0.00000020,0.00223822,0.00000000,19.43592697,0.00000244,14.74295835,2.27517103,46.00000000,0.48696972,1.00000000,194.47888786,94.91231249,0.00092195,0.06256489
4.41327644,0.00471867,0.00000014,1404.87788771,0.00003893,NA,True,blade,0.76256506,0.03689075,0.00000000,217.33117094,0.58961359,8.81818608,20.82555565,MS,7.34549811,0.00824941,0.31996292,0.00037649,0.54727325,0.30159089,LeafElement1,0.10405712,51.23010481,0.00016794,63.91438076,1.18381072,1,0.00016356,0.00767095,NA,0.30217247,0.03435171,9.51309412,30.34212849,13.76450995,4.51426895,125.85477252,0.14074679,5.93188052,0.03652173,3,0.00021449,0.07181511,10.39791962,0.00460062,0.08230018,7.81801443,0.85904701,26.89242822,4.90805529,0.04377234,0.00002364,0.85904701,0.00000000,38.48650510,0.00116504,64.47985179,4.90805529,46.00000000,1.23681868,1.00000000,183.63081928,NA,0.07944204,24.90173420
3.21135974,0.00003867,5.89871809,0.00000000,0.00000000,NA,True,blade,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.38100000,0.00000000,MS,0.00000000,0.00000000,0.09805113,0.00000514,0.94079648,0.00623924,LeafElement1,0.00119653,51.11040114,0.00000000,161.33557808,1.18160765,1,0.00000000,0.00007781,NA,0.00247071,0.00000000,0.00000000,11.50813829,18.50904591,1.22230643,0.00000000,0.00119653,-0.00852029,0.00000000,4,0.00000211,0.00329589,0.08478665,0.00000000,0.00000000,0.00000000,0.00267029,0.36711739,6.60534815,NA,0.00000019,0.00267029,0.00000000,50.29909014,0.00000000,0.00000000,6.60534815,46.00000000,3.12203379,1.50000000,182.70255951,NA,-0.00006004,0.35083510
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001229,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,46.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00006144,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,46.00000000,NA,NA,NA,NA,NA,0.00000000
7.65153549,0.00410677,0.00000037,1349.47514149,0.00008403,1.33181108,False,blade,0.89099743,0.07808831,0.00000000,257.56033908,0.66821084,9.49608770,27.11827710,MS,6.28671909,0.02046073,0.01374060,0.00026015,0.41660629,0.18359604,LeafElement1,0.09292884,120.67977862,0.00010493,44.70572446,2.24046414,1,0.00017404,0.00636927,1.22686202,0.61950482,0.06772458,8.94017957,1.24311660,11.58280486,5.92638305,118.21573047,0.17034119,4.25825738,0.07730742,1,0.00019533,0.08200000,16.35644704,0.00980920,0.07530252,19.01454056,0.03063115,18.58180661,4.08439981,0.03471101,0.00002050,0.03063115,0.00000000,35.52215982,0.00092775,86.10649058,4.08439981,47.00000000,0.88719064,1.00000000,331.90023235,30.66801198,0.08426693,16.49801608
6.58490462,0.00171000,0.00004087,419.10166116,0.00013289,0.14666250,False,sheath,0.41914706,0.05051457,0.00000009,103.96527815,0.07217607,8.80045135,7.03470468,MS,0.93559478,0.07771194,0.09401679,0.00003939,0.11573253,0.05030604,StemElement,0.01168262,137.86926882,0.00000350,29.41873524,2.42937103,1,0.00011259,0.00207512,0.11483151,0.29469556,0.04381038,0.96754083,6.65531325,1.35929921,3.12407515,29.95468111,0.06169562,0.34160485,0.05000950,1,0.00026861,0.02850000,4.64190097,0.00634547,0.01892133,29.54072942,0.06828351,2.81375661,1.89842158,0.00930638,0.00000855,0.06828351,0.00000000,17.59497440,0.00009707,22.33673363,1.89842158,47.00000000,0.58381844,1.00000000,226.21349777,129.44151151,0.06741368,1.90834676
7.56495078,0.00483764,0.00000030,1462.48141357,0.00009303,1.49104148,False,blade,0.84057907,0.09091903,0.00000000,240.51826578,0.87094596,9.26976995,30.00586459,MS,8.01405518,0.01923068,0.01699809,0.00035944,0.49756083,0.24836085,LeafElement1,0.12794901,121.60765908,0.00015789,51.33922692,2.25117684,1,0.00020264,0.00792008,1.39065542,0.73536805,0.07885244,9.23438242,1.62335216,12.78652020,5.71550119,131.72551922,0.21811674,5.43965760,0.09000984,2,0.00024107,0.09200000,20.04975406,0.01142095,0.08401660,18.79407571,0.04711919,25.67450549,4.53839275,0.03839368,0.00002420,0.04711919,0.00000000,38.91927321,0.00121933,95.27521557,4.53839275,47.00000000,1.01883331,1.00000000,345.37745727,30.43773645,0.09602011,23.21056601
10.95979525,0.00228000,5.97469885,0.00000000,0.00000000,0.25647646,False,sheath,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.25000000,0.00000000,MS,0.00000000,0.00000000,6.27518953,0.00006361,0.16078240,0.03309057,HiddenElement,0.01458696,68.10372180,0.00000000,14.51340959,1.51231782,1,0.00000000,0.00299495,0.21050872,0.19409561,0.00000000,0.00000000,480.83803086,2.88287512,5.05684386,0.00000000,0.01458696,-0.23633877,0.00000000,2,0.00024800,0.02850000,4.91056093,0.00000000,0.00000000,0.00000000,6.57786426,4.54329727,2.12377827,NA,0.00001140,4.10916830,0.00000000,23.87192794,0.00000000,0.00000000,2.12377827,47.00000000,0.28802041,1.00000000,179.47956629,82.80597312,0.00698824,3.53491594
5.93836891,0.00004000,0.00002643,419.26732061,0.00000176,0.24030904,False,sheath,0.32009558,0.00067679,0.00000006,53.84743570,0.00160153,7.81929147,6.67304484,MS,0.02021634,0.04400828,0.12823137,0.00000113,0.16192965,0.00107096,StemElement,0.00030667,82.83561216,0.00000000,26.77403038,1.74364497,1,0.00000151,0.00004987,0.19786772,0.00414178,0.00058697,1.19167804,9.32555035,2.09409002,4.30455067,29.96750374,0.00097670,0.00907041,0.00067002,2,0.00000471,0.00050000,0.09980324,0.00008502,0.01892946,16.91979722,0.00223813,0.08088607,2.27084680,0.02213064,0.00000020,0.00223813,0.00000000,19.78850917,0.00000227,21.18838415,2.27084680,47.00000000,0.53133395,1.00000000,207.92342471,94.49693637,0.00115227,0.06245858
4.79330495,0.00473303,0.00000015,1415.61539748,0.00008025,NA,True,blade,0.79696768,0.07692934,0.00000000,224.12277002,0.80928600,9.15166808,28.49778209,MS,7.55207360,0.01695514,0.31633847,0.00037756,0.54682840,0.30804781,LeafElement1,0.11039555,53.64493942,0.00016816,65.08462508,1.25915045,1,0.00017146,0.00772436,NA,0.31737922,0.06671943,9.75094437,30.11561860,13.90423437,4.51763926,126.03139256,0.18672375,5.92136836,0.07616004,3,0.00021514,0.07198334,11.29203327,0.00966361,0.08034103,16.25370125,0.85522966,26.96826838,4.88787043,0.04350716,0.00002371,0.85522966,0.00000000,38.72589017,0.00114077,90.48672216,4.88787043,47.00000000,1.29161244,1.00000000,198.81593410,NA,0.14235252,24.95723738
3.47053908,0.00004070,6.39038484,0.00000000,0.00000000,NA,True,blade,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.25000000,0.00000000,MS,0.00000000,0.00000000,0.10186969,0.00000539,0.93733727,0.00651380,LeafElement1,0.00128630,53.43315783,0.00000000,160.05327341,1.25522758,1,0.00000000,0.00008197,NA,0.00271826,0.00000000,0.00000000,11.96897839,18.54801251,1.27112830,0.00000000,0.00128630,-0.01035478,0.00000000,4,0.00000223,0.00342234,0.09664766,0.00000000,0.00000000,0.00000000,0.00292266,0.38510354,6.57719360,NA,0.00000020,0.00292266,0.00000000,50.35166441,0.00000000,0.00000000,6.57719360,47.00000000,3.17627702,1.50000000,197.89758542,NA,-0.00014342,0.36785040
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00000000,0.00001234,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,47.00000000,NA,NA,NA,NA,NA,0.00000000
NA,0.00000000,NA,NA,0.00000000,NA,True,internode,NA,NA,NA,NA,0.00000000,NA,NA,MS,NA,NA,NA,0.00000000,NA,0.00000000,HiddenElement,NA,NA,NA,NA,NA,1,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.00000000,0.00006171,0.00000000,NA,NA,NA,0.00000000,NA,NA,NA,0.00000000,NA,0.00000000,NA,NA,NA,NA,47.00000000,NA,NA,NA,NA,NA,0.00000000
8.60864067,0.00410677,0.00000017,1729.30264318,0.00007242,1.33524832,False,blade,1.52801015,0.08125404,0.00000000,413.32849761,0.87280384,11.64503378,35.42135953,MS,8.03014013,0.01763479,0.01353102,0.00026082,0.41620699,0.18981526,LeafElement1,0.11213272,133.10446402,0.00014261,46.22010763,2.60807108,1,0.00029847,0.00644142,1.23029926,0.68328644,0.06581403,11.41945325,1.23802230,11.95214988,6.29209919,160.35285821,0.19271684,5.78759908,0.08044151,1,0.00019533,0.08200000,18.50253002,0.01028400,0.09342096,19.78540003,0.03050562,18.62977583,4.04907695,0.02762803,0.00002050,0.03050562,0.00000000,36.24432528,0.00115097,123.30230880,4.04907695,48.00000000,1.00558075,1.00000000,375.44791952,30.32452375,0.10933944,16.48220368
7.18645654,0.00171000,0.00002885,508.06257928,0.00010841,0.14746325,False,sheath,0.67539401,0.04938745,0.00000005,166.81550202,0.08786263,10.67816717,8.56360947,MS,1.09539820,0.06339934,0.09317521,0.00003961,0.11566833,0.05540462,StemElement,0.01395375,145.56342838,0.00000414,32.40036234,2.74936093,1,0.00018141,0.00209028,0.11563226,0.31114183,0.04000277,1.13280077,6.64394780,1.41576536,3.24319431,36.63438808,0.06285135,0.40360276,0.04889346,1,0.00026861,0.02850000,5.10135939,0.00625077,0.02111477,28.88148108,0.06816690,2.82914433,1.89493635,0.00679074,0.00000855,0.06816690,0.00000000,18.19290766,0.00010832,29.81005904,1.89493635,48.00000000,0.70491356,1.00000000,248.60425876,128.50228016,0.07749226,1.90728822
8.57508776,0.00483764,0.00000013,1899.55978985,0.00008012,1.49446048,False,blade,1.44708758,0.09496864,0.00000000,385.91260671,1.15963400,11.28788998,39.95175616,MS,10.39217521,0.01656101,0.01671726,0.00036027,0.49718535,0.25490317,LeafElement1,0.15304439,134.24207416,0.00021905,52.69160427,2.62140903,1,0.00034885,0.00801427,1.39407442,0.81176904,0.07692255,11.97462681,1.61551866,13.17722131,6.08775252,183.45448000,0.24728241,7.54685931,0.09401896,2,0.00024107,0.09200000,22.84343060,0.01201980,0.10709608,19.63118144,0.04689182,25.73339095,4.49534056,0.03102937,0.00002420,0.04689182,0.00000000,39.63711213,0.00155428,139.07269060,4.49534056,48.00000000,1.14637689,1.00000000,393.50138426,30.08002309,0.12481915,23.19305048
11.22191533,0.00228000,6.82578891,0.00000000,0.00000000,0.25609589,False,sheath,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.45200000,0.00000000,MS,0.00000000,0.00000000,6.26333832,0.00006351,0.16037976,0.03237870,HiddenElement,0.01515059,68.84437774,0.00000000,14.20118507,1.67137836,1,0.00000000,0.00300301,0.21012815,0.19620648,0.00000000,0.00000000,481.22074503,2.91535578,5.54998378,0.00000000,0.01515059,-0.41692681,0.00000000,2,0.00024800,0.02850000,5.21172666,0.00000000,0.00000000,0.00000000,6.58309979,4.53655578,2.11493862,NA,0.00001140,4.25549957,0.00000000,24.07613225,0.00000000,0.00000000,2.11493862,48.00000000,0.30896593,1.00000000,190.48708540,82.58385615,0.00623717,3.52606359
6.51213874,0.00004000,0.00001967,527.26016307,0.00000138,0.24029886,False,sheath,0.51173412,0.00065649,0.00000004,86.43657621,0.00205239,9.11786185,8.55162037,MS,0.02479604,0.03460718,0.12744503,0.00000113,0.16164698,0.00113008,StemElement,0.00034945,84.95512481,0.00000000,28.25203154,1.94589931,1,0.00000241,0.00005017,0.19785754,0.00424776,0.00053174,1.46163415,9.32518022,2.15896084,4.59606362,38.15202180,0.00099937,0.01054513,0.00064992,2,0.00000471,0.00050000,0.11006300,0.00008309,0.02199236,16.41222079,0.00223804,0.08088302,2.25691547,0.01690990,0.00000020,0.00223804,0.00000000,20.27721729,0.00000264,29.76832481,2.25691547,48.00000000,0.61466103,1.00000000,229.29790685,93.92119069,0.00118735,0.06234955
5.31936640,0.00474817,0.00000007,1882.18590296,0.00006907,NA,True,blade,1.38714557,0.08150214,0.00000000,360.45450710,1.10382721,11.09072373,38.74570980,MS,10.06698895,0.01454702,0.31225966,0.00037870,0.54636198,0.31458257,LeafElement1,0.13193126,56.45621614,0.00022770,66.25344070,1.43683134,1,0.00029938,0.00779161,NA,0.33507961,0.06601498,12.95667449,29.89051866,14.10135105,4.83357539,181.00954471,0.21284609,7.99266454,0.08068713,3,0.00021583,0.07216083,12.54785453,0.01031540,0.10564617,17.16496299,0.85155151,27.04982341,4.86033921,0.03594538,0.00002379,0.85155151,0.00000000,39.06045242,0.00150488,134.87442430,4.86033921,48.00000000,1.44143292,1.00000000,220.22266058,NA,0.14504925,25.01568679
3.82729201,0.00004289,7.49595407,0.00000000,0.00000000,NA,True,blade,0.00000000,0.00000000,0.01500000,NA,0.00000000,6.45200000,0.00000000,MS,0.00000000,0.00000000,0.10663217,0.00000566,0.93372529,0.00680177,LeafElement1,0.00142672,56.24651642,0.00000000,158.60392002,1.43266587,1,0.00000000,0.00008655,NA,0.00301518,0.00000000,0.00000000,12.55400899,18.62290656,1.41605198,0.00000000,0.00142672,-0.01417030,0.00000000,4,0.00000234,0.00355622,0.11271283,0.00000000,0.00000000,0.00000000,0.00323029,0.40446070,6.54212768,NA,0.00000021,0.00323029,0.00000000,50.45240079,0.00000000,0.00000000,6.54212768,48.00000000,3.45064210,1.50000000,219.02018842,NA,-0.00016879,0.38612936
