Cont_WSC_DM,mstruct,S_Fructan,internode_L,Unloading_Sucrose,Respi_growth,AA_consumption_mstruct,Cont_Fructan_DM,axis,Conc_Proteins,leaf_pseudostem_length,sucrose_consumption_mstruct,ratio_DZ,Conc_Amino_Acids,RER,leaf_L,S_Proteins,plant,sum_dry_mass,amino_acids,Conc_Fructan,D_Proteins,delta_leaf_L,metamer,sucrose,N_content,fructan,Nstruct,D_Fructan,Unloading_Amino_Acids,leaf_is_emerged,t,nb_replications,Conc_Sucrose,Cont_Proteins_DM,proteins
3.25191618,0.00000316,56.03728206,0.00000000,0.00043582,0.00014528,0.00000435,0.36453715,MS,1.96590960,0.02900000,0.00043585,1.00000000,91.12478522,0.00000078,0.00073985,105.19373535,1,0.00000974,0.00036046,65.44860182,4.61660514,0.00000207,6,0.00984300,8.83669530,0.00124270,0.00000002,0.00124270,0.00031690,False,8.00000000,2.50000000,259.19844055,57.10558396,0.05999058
3.24060727,0.00000109,56.03739547,0.00000000,0.00015007,0.00004682,0.00000140,0.36357450,MS,1.97697632,0.02900000,0.00014046,1.00000000,91.13076293,0.00000074,0.00031814,105.19847591,1,0.00000336,0.00012382,65.51072684,4.64259344,0.00000085,7,0.00338089,8.85447980,0.00042725,0.00000001,0.00042725,0.00010882,False,8.00000000,3.00000000,259.19929147,57.22108439,0.02072159
3.23985443,0.00000048,56.03745896,0.00000000,0.00006649,0.00001832,0.00000055,0.36388940,MS,1.97811426,0.02900000,0.00005497,1.00000000,91.13408114,0.00000068,0.00016384,105.20110731,1,0.00000149,0.00005485,65.59192924,4.64526570,0.00000040,8,0.00149766,8.85521935,0.00018950,0.00000000,0.00018950,0.00004821,False,8.00000000,3.00000000,259.19976780,57.23266733,0.00918450
3.22795941,0.00000018,56.03751449,0.00000000,0.00002547,0.00000623,0.00000019,0.36289751,MS,1.98986598,0.02900000,0.00001869,1.00000000,91.13700327,0.00000067,0.00007165,105.20342455,1,0.00000057,0.00002095,65.66217744,4.67286263,0.00000017,9,0.00057212,8.87346801,0.00007247,0.00000000,0.00007247,0.00001841,False,8.00000000,3.00000000,259.20018445,57.35432203,0.00352938
3.22538860,0.00000013,56.03753096,0.00000000,0.00001786,0.00000370,0.00000011,0.36313117,MS,1.99288820,0.02900000,0.00001110,1.00000000,91.13786577,0.00000061,0.00005108,105.20410850,1,0.00000040,0.00001469,65.76886441,4.67995979,0.00000011,10,0.00040105,8.87731919,0.00005088,0.00000000,0.00005088,0.00001291,False,8.00000000,3.00000000,259.20030803,57.38517804,0.00247785
10.47838718,0.00206684,58.57278132,0.00005000,0.29467081,0.01758884,0.00052619,5.32915023,MS,0.53642462,0.02895000,0.05276652,0.00000000,90.48068381,0.00000046,0.09413741,35.63517897,1,0.00357432,0.23376181,537.60203833,1.31504996,0.00015471,3,6.44176295,4.56680043,6.66683682,0.00001028,2.21295856,0.06462629,True,9.00000000,1.00000000,259.72623807,27.73188417,10.69109300
12.73007391,0.00051887,58.57472736,0.00001040,0.05238687,0.02627048,0.00078591,8.87397675,MS,1.00370792,0.02893964,0.07881145,0.28367674,90.47663862,0.00000103,0.02756921,56.52510666,1,0.00119829,0.05868202,1195.47242731,2.46059930,0.00010226,4,1.61725710,6.15234117,3.72176877,0.00000259,2.21284292,0.02766990,False,9.00000000,1.50000000,259.74024658,38.85614289,5.02194157
3.36307638,0.00001199,58.57571539,0.00005201,0.00157769,0.00092052,0.00002754,0.42049512,MS,1.91295240,0.02888782,0.00276157,1.00000000,90.50217237,0.00000123,0.00209793,109.29908357,1,0.00003629,0.00135647,74.23584041,4.68962062,0.00000932,5,0.03737438,8.75027092,0.00534080,0.00000006,0.00534080,0.00124549,False,9.00000000,2.00000000,259.74735907,56.50997395,0.22118287
3.30540429,0.00000318,58.57591899,0.00000000,0.00042362,0.00014488,0.00000433,0.41666498,MS,1.96925761,0.02900000,0.00043463,1.00000000,90.51358121,0.00000078,0.00074193,109.30856913,1,0.00000979,0.00035942,74.93112126,4.82765337,0.00000207,6,0.00990173,8.83644135,0.00142820,0.00000002,0.00142820,0.00032956,False,9.00000000,2.50000000,259.74882473,57.10852093,0.06032319
3.29357493,0.00000109,58.57603205,0.00000000,0.00014588,0.00004667,0.00000140,0.41556612,MS,1.98074670,0.02900000,0.00014002,1.00000000,90.51970244,0.00000074,0.00031899,109.31365814,1,0.00000338,0.00012343,75.01238302,4.85581899,0.00000085,7,0.00340025,8.85481829,0.00049098,0.00000001,0.00049098,0.00011315,False,9.00000000,3.00000000,259.74963861,57.22815284,0.02083579
3.29206209,0.00000048,58.57609536,0.00000000,0.00006462,0.00001826,0.00000055,0.41588797,MS,1.98270724,0.02900000,0.00005477,1.00000000,90.52310103,0.00000068,0.00016424,109.31648354,1,0.00000150,0.00005466,75.11849745,4.86062525,0.00000040,8,0.00150561,8.85678126,0.00021771,0.00000000,0.00021771,0.00005010,False,9.00000000,3.00000000,259.75009440,57.24817836,0.00923506
3.27940315,0.00000018,58.57615073,0.00000000,0.00002475,0.00000621,0.00000019,0.41471442,MS,1.99511061,0.02900000,0.00001862,1.00000000,90.52609300,0.00000066,0.00007182,109.31897084,1,0.00000057,0.00002087,75.20696615,4.89103225,0.00000017,9,0.00057495,8.87594536,0.00008323,0.00000000,0.00008323,0.00001913,False,9.00000000,3.00000000,259.75049297,57.37618364,0.00354868
3.27607553,0.00000013,58.57616715,0.00000000,0.00001736,0.00000369,0.00000011,0.41496915,MS,1.99898028,0.02900000,0.00001106,1.00000000,90.52697684,0.00000061,0.00005119,109.31970558,1,0.00000040,0.00001463,75.34741908,4.90051878,0.00000011,10,0.00040287,8.88102844,0.00005843,0.00000000,0.00005843,0.00001340,False,9.00000000,3.00000000,259.75061119,57.41555361,0.00249138
10.53974828,0.00206832,60.08971724,0.00005000,0.27037788,0.01757267,0.00052571,5.40579981,MS,0.53968122,0.02895000,0.05271802,0.00000000,89.68533299,0.00000046,0.09429187,36.34186720,1,0.00358661,0.23187199,546.82003184,1.35750939,0.00015446,3,6.44472026,4.57894454,6.78597920,0.00001029,2.27118083,0.06454251,True,10.00000000,1.00000000,259.66054666,27.82444197,10.76365814
12.75125986,0.00052107,60.09147198,0.00001044,0.05023425,0.02630165,0.00078685,8.89972150,MS,1.00518340,0.02893960,0.07890496,0.28202580,89.68036248,0.00000103,0.02767158,57.52164393,1,0.00120449,0.05841254,1200.04833224,2.52842949,0.00010237,4,1.62370274,6.15467679,3.75187803,0.00000261,2.27107653,0.02816918,False,10.00000000,1.50000000,259.67285488,38.87734532,5.05067896
3.41585055,0.00001207,60.09242473,0.00005220,0.00153968,0.00092419,0.00002765,0.47435455,MS,1.91177338,0.02888759,0.00277258,1.00000000,89.70592759,0.00000123,0.00210729,111.46606038,1,0.00003653,0.00135322,83.75341775,4.80885796,0.00000935,5,0.03760586,8.74361099,0.00606443,0.00000006,0.00606443,0.00127588,False,10.00000000,2.00000000,259.67953789,56.46906052,0.22247370
3.35305494,0.00000319,60.09262580,0.00000000,0.00041311,0.00014492,0.00000434,0.46985740,MS,1.97283860,0.02900000,0.00043476,1.00000000,89.71749409,0.00000077,0.00074400,111.47598191,1,0.00000985,0.00035762,84.63729058,4.96246088,0.00000207,6,0.00993697,8.83700076,0.00161937,0.00000002,0.00161937,0.00033668,False,10.00000000,2.50000000,259.68094827,57.11753919,0.06066382
3.34072903,0.00000109,60.09273773,0.00000000,0.00014226,0.00004667,0.00000140,0.46861702,MS,1.98474816,0.02900000,0.00014002,1.00000000,89.72368400,0.00000074,0.00031983,111.48129118,1,0.00000339,0.00012279,84.73992681,4.99241807,0.00000085,7,0.00341155,8.85596079,0.00055663,0.00000001,0.00055663,0.00011556,False,10.00000000,3.00000000,259.68173342,57.24123546,0.02095270
3.33846012,0.00000048,60.09280043,0.00000000,0.00006301,0.00001825,0.00000055,0.46893837,MS,1.98752796,0.02900000,0.00005474,1.00000000,89.72712145,0.00000067,0.00016464,111.48423948,1,0.00000150,0.00005435,84.87472482,4.99941036,0.00000040,8,0.00150998,8.85913440,0.00024676,0.00000000,0.00024676,0.00005115,False,10.00000000,3.00000000,259.68217326,57.26961331,0.00928681
3.32506318,0.00000018,60.09285525,0.00000000,0.00002413,0.00000620,0.00000019,0.46757494,MS,2.00057957,0.02900000,0.00001860,1.00000000,89.73014667,0.00000066,0.00007200,111.48683416,1,0.00000058,0.00002075,84.98446548,5.03224025,0.00000017,9,0.00057642,8.87919908,0.00009432,0.00000000,0.00009432,0.00001952,False,10.00000000,3.00000000,259.68255781,57.40386316,0.00356843
3.32098762,0.00000013,60.09287151,0.00000000,0.00001692,0.00000368,0.00000011,0.46784331,MS,2.00529407,0.02900000,0.00001104,1.00000000,89.73104106,0.00000061,0.00005131,111.48760125,1,0.00000040,0.00001453,85.16274452,5.04409907,0.00000011,10,0.00040372,8.88549940,0.00006620,0.00000000,0.00006620,0.00001367,False,10.00000000,3.00000000,259.68267186,57.45164347,0.00250521
10.58153921,0.00206979,58.44578039,0.00005000,0.24436808,0.08469181,0.00253366,5.47185354,MS,0.54135259,0.02895000,0.25407542,0.00000000,88.78419496,0.00000046,0.09444665,35.17244577,1,0.00359445,0.22970604,554.31525754,1.32713091,0.00015478,3,6.42827637,4.58430935,6.88390423,0.00001030,2.22052121,0.06166041,True,11.00000000,1.00000000,258.81328053,27.86964669,10.80469933
12.76085361,0.00052329,58.44730031,0.00001048,0.04688383,0.02643004,0.00079069,8.92451841,MS,1.00645338,0.02893956,0.07929011,0.28037773,88.77882807,0.00000103,0.02777444,55.55069888,1,0.00121044,0.05807102,1204.21243028,2.46732984,0.00010286,4,1.62527235,6.15721332,3.78089304,0.00000262,2.22043052,0.02725754,False,11.00000000,1.50000000,258.82419205,38.89994277,5.07854648
3.45865518,0.00001215,58.44816669,0.00005240,0.00145766,0.00093113,0.00002786,0.52641475,MS,1.91023318,0.02888736,0.00279339,1.00000000,88.80356587,0.00000123,0.00211670,107.87846417,1,0.00003676,0.00134826,92.93381701,4.68295444,0.00000941,5,0.03772515,8.73730258,0.00677266,0.00000006,0.00677266,0.00124134,False,11.00000000,2.00000000,258.83041190,56.43054921,0.22373117
3.39082456,0.00000320,58.44835300,0.00000000,0.00039080,0.00014547,0.00000435,0.52115317,MS,1.97604917,0.02900000,0.00043641,1.00000000,88.81487975,0.00000078,0.00074608,107.88798175,1,0.00000990,0.00035537,94.01145134,4.84430293,0.00000208,6,0.00994232,8.83790720,0.00180560,0.00000002,0.00180560,0.00032666,False,11.00000000,2.50000000,258.83174953,57.12891630,0.06099474
3.37795142,0.00000110,58.44845698,0.00000000,0.00013457,0.00004684,0.00000140,0.51968626,MS,1.98837892,0.02900000,0.00014051,1.00000000,88.82091891,0.00000074,0.00032069,107.89306176,1,0.00000341,0.00012199,94.12121347,4.87452944,0.00000085,7,0.00341258,8.85745772,0.00062047,0.00000001,0.00062047,0.00011209,False,11.00000000,3.00000000,258.83249598,57.25672262,0.02106626
3.37491542,0.00000049,58.44851523,0.00000000,0.00005959,0.00001830,0.00000055,0.51998108,MS,1.99197765,0.02900000,0.00005490,1.00000000,88.82427333,0.00000068,0.00016504,107.89588334,1,0.00000151,0.00005397,94.28463350,4.88335177,0.00000040,8,0.00150980,8.86183648,0.00027499,0.00000000,0.00027499,0.00004959,False,11.00000000,3.00000000,258.83291421,57.29341425,0.00933704
3.36078972,0.00000019,58.44856616,0.00000000,0.00002282,0.00000622,0.00000019,0.51839848,MS,2.00567657,0.02900000,0.00001865,1.00000000,88.82722453,0.00000066,0.00007217,107.89836570,1,0.00000058,0.00002060,94.41260404,4.91693479,0.00000017,9,0.00057615,8.88280009,0.00010508,0.00000000,0.00010508,0.00001892,False,11.00000000,3.00000000,258.83327985,57.43389382,0.00358759
3.35598197,0.00000013,58.44858126,0.00000000,0.00001600,0.00000369,0.00000011,0.51867659,MS,2.01123641,0.02900000,0.00001106,1.00000000,88.82809775,0.00000061,0.00005142,107.89910018,1,0.00000041,0.00001442,94.63261960,4.93056478,0.00000011,10,0.00040336,8.89030966,0.00007374,0.00000000,0.00007374,0.00001324,False,11.00000000,3.00000000,258.83338826,57.49002853,0.00251862
10.60336849,0.00207126,57.72431926,0.00005000,0.22893117,0.17472338,0.00522707,5.52492963,MS,0.54099028,0.02895000,0.52417013,0.00000000,87.77457629,0.00000045,0.09460067,34.59610595,1,0.00359674,0.22725527,559.65089383,1.31490259,0.00015402,3,6.39303575,4.58081311,6.95510441,0.00001031,2.21481279,0.06002408,True,12.00000000,1.00000000,257.21167919,27.85304148,10.80513996
12.76061771,0.00052550,57.72571047,0.00001052,0.04504193,0.02638013,0.00078919,8.95001775,MS,1.00763984,0.02893952,0.07914039,0.27874392,87.76888747,0.00000102,0.02787707,54.52345486,1,0.00121618,0.05765284,1208.28155781,2.44911653,0.00010263,4,1.62203035,6.16016815,3.80968893,0.00000263,2.21472917,0.02681611,False,12.00000000,1.50000000,257.22170510,38.92554447,5.10600437
3.49190468,0.00001222,57.72653476,0.00005259,0.00141532,0.00093175,0.00002787,0.57706078,MS,1.90859544,0.02888712,0.00279525,1.00000000,87.79310364,0.00000123,0.00212610,106.11028771,1,0.00003699,0.00134149,101.84832569,4.63893194,0.00000940,5,0.03773245,8.73169393,0.00747001,0.00000006,0.00747001,0.00122762,False,12.00000000,2.00000000,257.22764554,56.39689080,0.22497579
3.41940179,0.00000321,57.72671439,0.00000000,0.00037910,0.00014503,0.00000434,0.57114700,MS,1.97911988,0.02900000,0.00043510,1.00000000,87.80429401,0.00000077,0.00074816,106.11968655,1,0.00000995,0.00035266,103.16179501,4.81034495,0.00000208,6,0.00991825,8.83942654,0.00198886,0.00000002,0.00198886,0.00032217,False,12.00000000,2.50000000,257.22894015,57.14453833,0.06132137
3.40607523,0.00000110,57.72681485,0.00000000,0.00013054,0.00004668,0.00000140,0.56951072,MS,1.99186660,0.02900000,0.00014005,1.00000000,87.81025194,0.00000073,0.00032154,106.12469035,1,0.00000343,0.00012103,103.29047778,4.84132646,0.00000085,7,0.00340352,8.85955532,0.00068334,0.00000001,0.00068334,0.00011052,False,12.00000000,3.00000000,257.22966414,57.27636957,0.02117832
3.40238026,0.00000049,57.72687114,0.00000000,0.00005779,0.00001823,0.00000055,0.56986402,MS,1.99627824,0.02900000,0.00005469,1.00000000,87.81356192,0.00000067,0.00016544,106.12747016,1,0.00000152,0.00005352,103.50243253,4.85204915,0.00000040,8,0.00150517,8.86511530,0.00030282,0.00000000,0.00030282,0.00004887,False,12.00000000,3.00000000,257.23006981,57.32121210,0.00938659
3.38757719,0.00000019,57.72692035,0.00000000,0.00002213,0.00000619,0.00000019,0.56806696,MS,2.01061900,0.02900000,0.00001858,1.00000000,87.81647311,0.00000066,0.00007234,106.12991500,1,0.00000058,0.00002042,103.65211953,4.88690504,0.00000017,9,0.00057419,8.88696386,0.00011569,0.00000000,0.00011569,0.00001864,False,12.00000000,3.00000000,257.23042449,57.46782232,0.00360649
3.38202603,0.00000013,57.72693494,0.00000000,0.00001551,0.00000367,0.00000011,0.56831142,MS,2.01701876,0.02900000,0.00001101,1.00000000,87.81733519,0.00000061,0.00005153,106.13063897,1,0.00000041,0.00001429,103.91035919,4.90245998,0.00000011,10,0.00040181,8.89566909,0.00008116,0.00000000,0.00008116,0.00001304,False,12.00000000,3.00000000,257.23052961,57.53221448,0.00253184
10.62262141,0.00207272,58.47087076,0.00005000,0.22035311,0.17258845,0.00516320,5.57920432,MS,0.54070950,0.02895000,0.51776535,0.00000000,86.70748846,0.00000045,0.09475279,34.89672010,1,0.00359907,0.22465012,565.11780957,1.33697800,0.00015212,3,6.35305928,4.57780591,7.02797630,0.00001031,2.26843766,0.05975939,True,13.00000000,1.00000000,255.42395052,27.84010630,10.80711514
12.75859852,0.00052769,58.47219991,0.00001056,0.04453210,0.02613844,0.00078196,8.97652691,MS,1.00891101,0.02893948,0.07841533,0.27713613,86.70124022,0.00000101,0.02797870,54.88098773,1,0.00122190,0.05718883,1212.51222792,2.49467008,0.00010164,4,1.61746409,6.16346052,3.83895691,0.00000264,2.26835712,0.02706116,False,13.00000000,1.50000000,255.43331623,38.95369726,5.13374689
3.52325801,0.00001230,58.47302295,0.00005279,0.00141158,0.00092550,0.00002769,0.62811679,MS,1.90721604,0.02888689,0.00277650,1.00000000,86.72537122,0.00000121,0.00213542,107.03200379,1,0.00003721,0.00133358,110.83783870,4.71585181,0.00000933,5,0.03770773,8.72662493,0.00818090,0.00000006,0.00818090,0.00124507,False,13.00000000,2.00000000,255.43911578,56.36712193,0.22623895
3.44623296,0.00000323,58.47320419,0.00000000,0.00037774,0.00014353,0.00000429,0.62150976,MS,1.98237243,0.02900000,0.00043059,1.00000000,86.73663350,0.00000076,0.00075022,107.04169863,1,0.00001000,0.00034968,112.40655120,4.90168622,0.00000206,6,0.00988614,8.84133952,0.00217520,0.00000002,0.00217520,0.00032586,False,13.00000000,2.50000000,255.44039294,57.16302345,0.06165198
3.43249895,0.00000111,58.47330575,0.00000000,0.00013006,0.00004619,0.00000138,0.61972928,MS,1.99552978,0.02900000,0.00013856,1.00000000,86.74261453,0.00000073,0.00032238,107.04684693,1,0.00000345,0.00011997,112.56117764,4.93421959,0.00000084,7,0.00339171,8.86202924,0.00074729,0.00000001,0.00074729,0.00011176,False,13.00000000,3.00000000,255.44110860,57.29875871,0.02129171
3.42813805,0.00000049,58.47336266,0.00000000,0.00005757,0.00001803,0.00000054,0.62010541,MS,2.00074240,0.02900000,0.00005408,1.00000000,86.74593802,0.00000066,0.00016584,107.04970761,1,0.00000153,0.00005304,112.81967360,4.94710849,0.00000040,8,0.00149933,8.86874771,0.00033110,0.00000000,0.00033110,0.00004940,False,13.00000000,3.00000000,255.44150961,57.35159144,0.00943672
3.41268166,0.00000019,58.47341242,0.00000000,0.00002204,0.00000612,0.00000018,0.61808783,MS,2.01571479,0.02900000,0.00001836,1.00000000,86.74886018,0.00000065,0.00007251,107.05222279,1,0.00000058,0.00002023,112.99352644,4.98412976,0.00000017,9,0.00057177,8.89145790,0.00012646,0.00000000,0.00012646,0.00001883,False,13.00000000,3.00000000,255.44186024,57.50416849,0.00362560
3.40640955,0.00000013,58.47342716,0.00000000,0.00001545,0.00000363,0.00000011,0.61829102,MS,2.02294292,0.02900000,0.00001088,1.00000000,86.74972620,0.00000060,0.00005164,107.05296818,1,0.00000041,0.00001415,113.29322696,5.00200230,0.00000011,10,0.00039995,8.90133183,0.00008869,0.00000000,0.00008869,0.00001317,False,13.00000000,3.00000000,255.44196411,57.57662929,0.00254521
10.63889856,0.00207416,58.19562864,0.00005000,0.21012222,0.17112017,0.00511927,5.63321015,MS,0.54043319,0.02895000,0.51336052,0.00000000,85.56851655,0.00000044,0.09490360,34.57567897,1,0.00360125,0.22185360,570.53609671,1.33629479,0.00015081,3,6.30935111,4.57492743,7.10030227,0.00001032,2.28519261,0.05789982,True,14.00000000,1.00000000,253.49009245,27.82841418,10.80911681
12.75479191,0.00052986,58.19687310,0.00001060,0.04354160,0.02599456,0.00077766,9.00323399,MS,1.01015416,0.02893944,0.07798367,0.27554794,85.56140422,0.00000100,0.02807973,54.26218469,1,0.00122756,0.05666986,1216.72604250,2.49774394,0.00010103,4,1.61183811,6.16677211,3.86819448,0.00000265,2.28511651,0.02679955,False,14.00000000,1.50000000,253.49881103,38.98225913,5.16128255
3.55249168,0.00001238,58.19767688,0.00005298,0.00139128,0.00092255,0.00002760,0.67866752,MS,1.90585974,0.02888665,0.00276766,1.00000000,85.58511385,0.00000120,0.00214471,106.04648523,1,0.00003744,0.00132431,119.73260772,4.71249817,0.00000928,5,0.03765722,8.72176690,0.00889294,0.00000006,0.00889294,0.00123971,False,14.00000000,2.00000000,253.50444231,56.33900504,0.22749827
3.47108686,0.00000324,58.19785554,0.00000000,0.00037196,0.00014256,0.00000426,0.67135086,MS,1.98559030,0.02900000,0.00042767,1.00000000,85.59630043,0.00000075,0.00075226,106.05619196,1,0.00001005,0.00034636,121.57665252,4.90964285,0.00000204,6,0.00984759,8.84336049,0.00236136,0.00000002,0.00236136,0.00032358,False,14.00000000,2.50000000,253.50569406,57.18243224,0.06198069
3.45696242,0.00000111,58.19795586,0.00000000,0.00012806,0.00004586,0.00000137,0.66942641,MS,1.99915364,0.02900000,0.00013757,1.00000000,85.60222629,0.00000072,0.00032322,106.06133359,1,0.00000346,0.00011881,121.75905602,4.94318005,0.00000084,7,0.00337771,8.86460151,0.00081116,0.00000001,0.00081116,0.00011096,False,14.00000000,3.00000000,253.50639687,57.32200260,0.02140443
3.45195460,0.00000049,58.19801207,0.00000000,0.00005668,0.00001789,0.00000054,0.66981983,MS,2.00515844,0.02900000,0.00005366,1.00000000,85.60551980,0.00000066,0.00016623,106.06419114,1,0.00000153,0.00005250,122.06732492,4.95802776,0.00000039,8,0.00149253,8.87245869,0.00035934,0.00000000,0.00035934,0.00004902,False,14.00000000,3.00000000,253.50679068,57.38268719,0.00948652
3.43586836,0.00000019,58.19806122,0.00000000,0.00002170,0.00000607,0.00000018,0.66758080,MS,2.02075481,0.02900000,0.00001822,1.00000000,85.60841468,0.00000065,0.00007268,106.06670278,1,0.00000059,0.00002001,122.26800189,4.99659191,0.00000017,9,0.00056898,8.89601382,0.00013721,0.00000000,0.00013721,0.00001868,False,14.00000000,3.00000000,253.50713505,57.54111278,0.00364458
3.42889650,0.00000013,58.19807577,0.00000000,0.00001521,0.00000360,0.00000011,0.66773766,MS,2.02880299,0.02900000,0.00001079,1.00000000,85.60927330,0.00000059,0.00005175,106.06744772,1,0.00000041,0.00001399,122.61252579,5.01649212,0.00000011,10,0.00039784,8.90703552,0.00009621,0.00000000,0.00009621,0.00001306,False,14.00000000,3.00000000,253.50723702,57.62149530,0.00255847
10.65513728,0.00207561,60.94701483,0.00005000,0.21081463,0.17092300,0.00511337,5.69074610,MS,0.54031036,0.02895000,0.51276901,0.00000000,84.30466104,0.00000044,0.09505421,36.01952436,1,0.00360374,0.21872898,576.36162915,1.40639360,0.00015061,3,6.26163603,4.57271336,7.17779472,0.00001033,2.42499173,0.05944840,True,15.00000000,1.00000000,251.39801855,27.82217379,10.81418390
