Cont_WSC_DM,mstruct,S_Fructan,internode_L,Unloading_Sucrose,Respi_growth,AA_consumption_mstruct,Cont_Fructan_DM,axis,Conc_Proteins,leaf_pseudostem_length,sucrose_consumption_mstruct,ratio_DZ,Conc_Amino_Acids,RER,leaf_L,S_Proteins,plant,sum_dry_mass,amino_acids,Conc_Fructan,D_Proteins,delta_leaf_L,metamer,sucrose,N_content,fructan,Nstruct,D_Fructan,Unloading_Amino_Acids,leaf_is_emerged,t,nb_replications,Conc_Sucrose,Cont_Proteins_DM,proteins
12.75885299,0.00057717,76.82480251,0.00001119,0.07776706,0.08679678,0.00259663,9.26952238,MS,0.99207628,0.02893886,0.26039034,0.25859740,67.42986823,0.00000129,0.02959420,62.08711909,1,0.00132371,0.04864836,1240.10995613,3.41152850,0.00013708,4,1.61659807,6.10919628,4.29454633,0.00000289,3.44211064,0.03307988,True,27.00000000,1.50000000,233.40758309,38.67371073,5.52149454
4.11507040,0.00001394,76.82668333,0.00005595,0.00238415,0.00251961,0.00007538,1.41931511,MS,1.83777863,0.02888319,0.00755883,1.00000000,67.45360252,0.00000296,0.00233075,124.11777669,1,0.00004138,0.00117540,245.78756383,6.31970978,0.00002485,5,0.03904667,8.56518230,0.02055807,0.00000007,0.02055807,0.00162324,False,27.00000000,2.00000000,233.41649847,55.34593562,0.24704162
3.93836629,0.00000341,76.82706011,0.00000000,0.00061070,0.00018958,0.00000567,1.41128189,MS,2.03338806,0.02900000,0.00056875,1.00000000,67.46636341,0.00000097,0.00078274,124.13533451,1,0.00001081,0.00028794,260.71072084,6.99236685,0.00000274,6,0.00956347,8.86284052,0.00534084,0.00000002,0.00534084,0.00039533,False,27.00000000,2.50000000,233.41828448,57.40487312,0.06694615
3.91768875,0.00000117,76.82727244,0.00000000,0.00020969,0.00006073,0.00000182,1.40604959,MS,2.05276680,0.02900000,0.00018220,1.00000000,67.47269050,0.00000093,0.00033568,124.14403938,1,0.00000372,0.00009844,261.34255724,7.05900601,0.00000112,7,0.00326933,8.89173917,0.00183021,0.00000001,0.00183021,0.00013508,False,27.00000000,3.00000000,233.41929101,57.59751319,0.02310391
3.90357895,0.00000051,76.82739112,0.00000000,0.00009246,0.00002351,0.00000070,1.40575099,MS,2.07015380,0.02900000,0.00007054,1.00000000,67.47621743,0.00000085,0.00017209,124.14889160,1,0.00000164,0.00004325,262.73241822,7.11879602,0.00000053,8,0.00143614,8.91524655,0.00080824,0.00000000,0.00080824,0.00005931,False,27.00000000,3.00000000,233.41985356,57.76582257,0.01023492
3.87921582,0.00000019,76.82749513,0.00000000,0.00003527,0.00000796,0.00000024,1.40045894,MS,2.09463501,0.02900000,0.00002387,1.00000000,67.47930313,0.00000083,0.00007520,124.15313667,1,0.00000063,0.00001641,263.75770201,7.20298142,0.00000023,9,0.00054487,8.95014590,0.00030784,0.00000000,0.00030784,0.00002249,False,27.00000000,3.00000000,233.42034661,58.00256532,0.00392901
3.86268821,0.00000014,76.82752583,0.00000000,0.00002462,0.00000468,0.00000014,1.39931126,MS,2.11454955,0.02900000,0.00001404,1.00000000,67.48022914,0.00000077,0.00005339,124.15441058,1,0.00000044,0.00001140,265.18712147,7.27146307,0.00000015,10,0.00037869,8.97681657,0.00021511,0.00000000,0.00021511,0.00001562,False,27.00000000,3.00000000,233.42049214,58.19067290,0.00275665
10.32053132,0.00209761,0.00661565,0.00005000,-0.17259461,0.25504359,0.00762994,5.71167989,MS,0.53547606,0.02895000,0.76513077,0.00000000,65.97915293,0.00000057,0.09731744,41.15592481,1,0.00361150,0.17299857,573.64479241,1.90373505,0.00020082,3,5.82571063,4.55475328,7.21971510,0.00001044,3.58784152,0.05430589,True,28.00000000,1.00000000,231.44185883,27.80574130,10.83107456
12.74755742,0.00058334,78.99065501,0.00001125,0.06819330,0.08941554,0.00267498,9.27589962,MS,0.98555659,0.02893881,0.26824661,0.25776979,65.96079685,0.00000131,0.02973470,63.06748627,1,0.00133319,0.04809681,1236.64120103,3.50387022,0.00014049,4,1.61992986,6.09091089,4.32827993,0.00000292,3.58821890,0.03388355,True,28.00000000,1.50000000,231.41664142,38.55382825,5.54380155
4.16662880,0.00001416,78.99230299,0.00005623,0.00217861,0.00261481,0.00007823,1.48010844,MS,1.82185097,0.02888286,0.00784444,1.00000000,65.98455201,0.00000302,0.00235634,126.21926855,1,0.00004182,0.00116787,255.00111105,6.47708052,0.00002559,5,0.03932165,8.53565550,0.02166383,0.00000007,0.02166383,0.00167467,False,28.00000000,2.00000000,231.42415102,55.14903608,0.24874846
3.97550812,0.00000343,78.99264893,0.00000000,0.00055803,0.00019397,0.00000580,1.47310615,MS,2.03618175,0.02900000,0.00058190,1.00000000,65.99753571,0.00000099,0.00078555,126.23794242,1,0.00001088,0.00028301,272.46994306,7.23907354,0.00000281,6,0.00952696,8.86292481,0.00560830,0.00000002,0.00560830,0.00040319,False,28.00000000,2.50000000,231.42572747,57.41238613,0.06735714
3.95410789,0.00000117,78.99284775,0.00000000,0.00019168,0.00006212,0.00000186,1.46738581,MS,2.05607419,0.02900000,0.00018635,1.00000000,66.00390288,0.00000095,0.00033682,126.24709937,1,0.00000374,0.00009673,273.12433581,7.30979552,0.00000115,7,0.00325587,8.89251395,0.00192125,0.00000001,0.00192125,0.00013772,False,28.00000000,3.00000000,231.42663347,57.60979277,0.02324430
3.93921647,0.00000051,78.99295889,0.00000000,0.00008454,0.00002403,0.00000072,1.46694347,MS,2.07446948,0.02900000,0.00007209,1.00000000,66.00745312,0.00000087,0.00017262,126.25220496,1,0.00000165,0.00004247,274.63838358,7.37519482,0.00000054,8,0.00142947,8.91736904,0.00084818,0.00000000,0.00084818,0.00006043,False,28.00000000,3.00000000,231.42713992,57.78735386,0.01029653
3.91421836,0.00000020,78.99305633,0.00000000,0.00003226,0.00000813,0.00000024,1.46139516,MS,2.09973073,0.02900000,0.00002439,1.00000000,66.01055786,0.00000085,0.00007543,126.25666976,1,0.00000063,0.00001611,275.76969173,7.46500412,0.00000023,9,0.00054211,8.95323713,0.00032299,0.00000000,0.00032299,0.00002290,False,28.00000000,3.00000000,231.42758397,58.03077218,0.00395236
3.89691654,0.00000014,78.99308503,0.00000000,0.00002253,0.00000478,0.00000014,1.46009311,MS,2.12070425,0.02900000,0.00001433,1.00000000,66.01149059,0.00000078,0.00005354,126.25801106,1,0.00000044,0.00001119,277.33319252,7.53956960,0.00000015,10,0.00037656,8.98124566,0.00022563,0.00000000,0.00022563,0.00001590,False,28.00000000,3.00000000,231.42771474,58.22807354,0.00277286
10.33306316,0.00209962,80.22502087,0.00005000,0.21101150,0.23155439,0.00692724,5.78909944,MS,0.53465736,0.02895000,0.69466317,0.00000000,64.41276139,0.00000058,0.09752104,41.43638509,1,0.00361307,0.16905309,581.11677363,1.94877240,0.00020360,3,5.74618619,4.54911804,7.32075459,0.00001045,3.73089947,0.05906306,True,29.00000000,1.00000000,228.06427508,27.77773059,10.82486446
12.71884492,0.00058960,80.22625145,0.00001130,0.05960424,0.09151286,0.00273772,9.28463275,MS,0.97900112,0.02893875,0.27453859,0.25692510,64.39761583,0.00000133,0.02987768,63.42693274,1,0.00134250,0.04746144,1233.20470050,3.56836083,0.00014298,4,1.61365217,6.07356593,4.36262148,0.00000295,3.73081404,0.03432849,True,29.00000000,1.50000000,228.06968822,38.44026421,5.56608757
4.20390074,0.00001439,80.22768299,0.00005652,0.00199176,0.00269559,0.00008064,1.54204116,MS,1.80585226,0.02888252,0.00808677,1.00000000,64.42117224,0.00000305,0.00238250,127.08413113,1,0.00004226,0.00115838,264.25327579,6.58215025,0.00002616,5,0.03937075,8.50700795,0.02280786,0.00000007,0.02280786,0.00171010,False,29.00000000,2.00000000,228.07598549,54.95806314,0.25049600
3.99919332,0.00000345,80.22799931,0.00000000,0.00051077,0.00019708,0.00000590,1.53567499,MS,2.03894238,0.02900000,0.00059124,1.00000000,64.43428122,0.00000101,0.00078840,127.10369001,1,0.00001094,0.00027763,284.35162649,7.43174032,0.00000285,6,0.00943430,8.86418202,0.00588103,0.00000002,0.00588103,0.00040692,False,29.00000000,2.50000000,228.07737700,57.42779763,0.06777304
3.97724258,0.00000118,80.22818547,0.00000000,0.00017552,0.00006309,0.00000189,1.52954744,MS,2.05935316,0.02900000,0.00018927,1.00000000,64.44063846,0.00000096,0.00033799,127.11317444,1,0.00000376,0.00009486,285.04891270,7.50613557,0.00000116,7,0.00322322,8.89445374,0.00201417,0.00000001,0.00201417,0.00013895,False,29.00000000,3.00000000,228.07819593,57.62991877,0.02338631
3.96166676,0.00000052,80.22828955,0.00000000,0.00007743,0.00002439,0.00000073,1.52896486,MS,2.07876649,0.02900000,0.00007317,1.00000000,64.44418413,0.00000088,0.00017317,127.11846407,1,0.00000166,0.00004163,286.69706455,7.57689520,0.00000055,8,0.00141437,8.92065742,0.00088894,0.00000000,0.00088894,0.00006094,False,29.00000000,3.00000000,228.07865375,57.81673725,0.01035881
3.93613515,0.00000020,80.22838084,0.00000000,0.00002957,0.00000825,0.00000025,1.52314217,MS,2.10481406,0.02900000,0.00002475,1.00000000,64.44728350,0.00000086,0.00007566,127.12308778,1,0.00000063,0.00001578,287.93853190,7.67183599,0.00000023,9,0.00053615,8.95749216,0.00033843,0.00000000,0.00033843,0.00002308,False,29.00000000,3.00000000,228.07905537,58.06681533,0.00397595
3.91819437,0.00000014,80.22840766,0.00000000,0.00002065,0.00000484,0.00000014,1.52171878,MS,2.12685808,0.02900000,0.00001453,1.00000000,64.44821564,0.00000079,0.00005370,127.12447833,1,0.00000044,0.00001096,289.65232449,7.75218422,0.00000015,10,0.00037223,8.98683494,0.00023636,0.00000000,0.00023636,0.00001601,False,29.00000000,3.00000000,228.07917333,58.27328615,0.00278922
10.33489883,0.00210165,79.98746952,0.00005000,0.19254297,0.23325537,0.00697812,5.86609429,MS,0.53376975,0.02895000,0.69976610,0.00000000,62.84195038,0.00000058,0.09772607,41.00609583,1,0.00361408,0.16508975,588.44121810,1.96173629,0.00020503,3,5.65271494,4.54367895,7.42018555,0.00001046,3.82550164,0.05773779,True,30.00000000,1.00000000,224.13795757,27.75067348,10.81733105
12.68162328,0.00059594,79.98851184,0.00001136,0.05722568,0.09307345,0.00278441,9.29346548,MS,0.97237633,0.02893870,0.27922034,0.25606854,62.82639036,0.00000134,0.03002221,62.69504745,1,0.00135168,0.04680057,1229.61221770,3.57372429,0.00014453,4,1.60289229,6.05646271,4.39661464,0.00000298,3.82542772,0.03425789,True,30.00000000,1.50000000,224.14244949,38.32811950,5.58777732
4.23379674,0.00001462,79.98988838,0.00005681,0.00194573,0.00276107,0.00008260,1.60334365,MS,1.78974207,0.02888218,0.00828320,1.00000000,62.84955550,0.00000306,0.00240908,125.76360684,1,0.00004270,0.00114829,273.25093530,6.57774623,0.00002657,5,0.03931486,8.47856092,0.02396364,0.00000007,0.02396364,0.00171842,False,30.00000000,2.00000000,224.14838190,54.76826974,0.25225282
4.01669461,0.00000346,79.99019694,0.00000000,0.00049745,0.00019892,0.00000595,1.59791362,MS,2.04150493,0.02900000,0.00059675,1.00000000,62.86264726,0.00000101,0.00079128,125.78353889,1,0.00001101,0.00027217,296.15899676,7.50303722,0.00000288,6,0.00931665,8.86573576,0.00615484,0.00000002,0.00615484,0.00040408,False,30.00000000,2.50000000,224.14971170,57.44502422,0.06818623
3.99479451,0.00000118,79.99038083,0.00000000,0.00017095,0.00006365,0.00000190,1.59194496,MS,2.06243533,0.02900000,0.00019096,1.00000000,62.86892526,0.00000096,0.00033916,125.79309636,1,0.00000378,0.00009297,297.01007757,7.57996162,0.00000118,7,0.00318206,8.89663885,0.00210819,0.00000001,0.00210819,0.00013793,False,30.00000000,3.00000000,224.15050419,57.65152735,0.02352736
3.97860455,0.00000052,79.99048361,0.00000000,0.00007541,0.00002459,0.00000074,1.59123308,MS,2.08286972,0.02900000,0.00007378,1.00000000,62.87242770,0.00000088,0.00017372,125.79842819,1,0.00000167,0.00004078,298.80260164,7.65506307,0.00000055,8,0.00139556,8.92418680,0.00093017,0.00000000,0.00093017,0.00006046,False,30.00000000,3.00000000,224.15094716,57.84757353,0.01042063
3.95258558,0.00000020,79.99057382,0.00000000,0.00002879,0.00000831,0.00000025,1.58511678,MS,2.10970472,0.02900000,0.00002494,1.00000000,62.87548792,0.00000087,0.00007590,125.80308670,1,0.00000064,0.00001545,300.15689676,7.75368834,0.00000024,9,0.00052879,8.96198580,0.00035405,0.00000000,0.00035405,0.00002289,False,30.00000000,3.00000000,224.15133591,58.10429357,0.00399936
3.93402354,0.00000014,79.99060027,0.00000000,0.00002011,0.00000488,0.00000015,1.58352512,MS,2.13282371,0.02900000,0.00001464,1.00000000,62.87640929,0.00000079,0.00005385,125.80448928,1,0.00000045,0.00001072,302.02058122,7.83865638,0.00000015,10,0.00036691,8.99266258,0.00024719,0.00000000,0.00024719,0.00001587,False,30.00000000,3.00000000,224.15144993,58.31992973,0.00280545
10.33345049,0.00210370,78.35660655,0.00005000,0.18115205,0.23473952,0.00702252,5.94462699,MS,0.53274908,0.02895000,0.70421855,0.00000000,61.31480866,0.00000059,0.09793232,39.91110113,1,0.00361468,0.16123472,595.83809167,1.94181691,0.00020625,3,5.55246989,4.53777302,7.52077688,0.00001047,3.86353215,0.05532827,True,31.00000000,1.00000000,219.94889064,27.71996417,10.80716116
12.63998468,0.00060232,78.35755086,0.00001142,0.05525731,0.09458727,0.00282970,9.30179506,MS,0.96558812,0.02893864,0.28376182,0.25520074,61.29887586,0.00000134,0.03016817,60.94868405,1,0.00136070,0.04615227,1225.78847172,3.51947180,0.00014596,4,1.58979647,6.03905183,4.42993438,0.00000301,3.86346361,0.03363939,True,31.00000000,1.50000000,219.95294059,38.21349545,5.60826025
4.25925650,0.00001485,78.35887312,0.00005710,0.00190111,0.00282589,0.00008454,1.66325353,MS,1.77333778,0.02888183,0.00847766,1.00000000,61.32141468,0.00000307,0.00243604,122.40413576,1,0.00004315,0.00113852,281.85402095,6.46363820,0.00002697,5,0.03920479,8.44975495,0.02511842,0.00000007,0.02511842,0.00169890,False,31.00000000,2.00000000,219.95861161,54.57569819,0.25398852
4.03004700,0.00000348,78.35917145,0.00000000,0.00048416,0.00020058,0.00000600,1.65833657,MS,2.04366829,0.02900000,0.00060175,1.00000000,61.33434505,0.00000102,0.00079418,122.42388855,1,0.00001107,0.00026684,307.59870693,7.44896579,0.00000290,6,0.00918686,8.86713951,0.00642359,0.00000002,0.00642359,0.00039474,False,31.00000000,2.50000000,219.95989111,57.46086957,0.06858960
4.00777169,0.00000119,78.35935111,0.00000000,0.00016637,0.00006416,0.00000192,1.65206217,MS,2.06511917,0.02900000,0.00019249,1.00000000,61.34047607,0.00000097,0.00034035,122.43325378,1,0.00000380,0.00009112,308.51739857,7.52715210,0.00000119,7,0.00313676,8.89872074,0.00219982,0.00000001,0.00219982,0.00013470,False,31.00000000,3.00000000,219.96066167,57.67205929,0.02366500
3.99101713,0.00000052,78.35945151,0.00000000,0.00007338,0.00002477,0.00000074,1.65122958,MS,2.08657669,0.02900000,0.00007432,1.00000000,61.34389746,0.00000089,0.00017428,122.43847982,1,0.00000168,0.00003994,310.46088940,7.60536261,0.00000056,8,0.00137495,8.92761319,0.00097033,0.00000000,0.00097033,0.00005900,False,31.00000000,3.00000000,219.96109231,57.87733559,0.01048093
3.96456731,0.00000020,78.35953966,0.00000000,0.00002802,0.00000837,0.00000025,1.64483813,MS,2.11419951,0.02900000,0.00002512,1.00000000,61.34688550,0.00000087,0.00007614,122.44304382,1,0.00000064,0.00001513,311.93383688,7.70604501,0.00000024,9,0.00052076,8.96637681,0.00036925,0.00000000,0.00036925,0.00002233,False,31.00000000,3.00000000,219.96147038,58.14070050,0.00402218
3.94544961,0.00000014,78.35956549,0.00000000,0.00001957,0.00000491,0.00000015,1.64310133,MS,2.13839698,0.02900000,0.00001473,1.00000000,61.34778615,0.00000080,0.00005401,122.44441947,1,0.00000045,0.00001049,313.95699002,7.79424235,0.00000016,10,0.00036114,8.99838574,0.00025773,0.00000000,0.00025773,0.00001547,False,31.00000000,3.00000000,219.96158113,58.36549030,0.00282127
10.32676058,0.00210573,79.29827873,0.00005000,0.18128011,0.23293498,0.00696854,6.01987100,MS,0.53180324,0.02895000,0.69880494,0.00000000,59.81796768,0.00000058,0.09813690,40.14673117,1,0.00361524,0.15745094,602.88851548,1.98715577,0.00020458,3,5.44964728,4.53250980,7.61713832,0.00001048,4.03648599,0.05375063,True,32.00000000,1.00000000,215.66693544,27.69330354,10.79842186
12.59711986,0.00060868,79.29924396,0.00001148,0.05585178,0.09479015,0.00283576,9.31105492,MS,0.95902178,0.02893858,0.28437045,0.25433382,59.80054626,0.00000133,0.03031352,61.23505372,1,0.00136969,0.04549956,1222.20577646,3.58351650,0.00014535,4,1.57530586,6.02222466,4.46362431,0.00000304,4.03641420,0.03415766,True,32.00000000,1.50000000,215.67091937,38.10277830,5.62893530
4.28326783,0.00001509,79.30060917,0.00005740,0.00193482,0.00285225,0.00008533,1.72364490,MS,1.75745446,0.02888148,0.00855676,1.00000000,59.82300005,0.00000304,0.00246302,123.12461504,1,0.00004360,0.00112856,290.47230954,6.56696978,0.00002698,5,0.03905992,8.42162592,0.02630287,0.00000008,0.02630287,0.00173627,False,32.00000000,2.00000000,215.67655424,54.38770799,0.25576256
4.04306940,0.00000350,79.30091723,0.00000000,0.00049037,0.00019948,0.00000597,1.71946174,MS,2.04598480,0.02900000,0.00059843,1.00000000,59.83606367,0.00000101,0.00079707,123.14531029,1,0.00001113,0.00026157,319.20171102,7.64510299,0.00000289,6,0.00905126,8.86877972,0.00669790,0.00000002,0.00669790,0.00039864,False,32.00000000,2.50000000,215.67782577,57.47822202,0.06899701
4.02055123,0.00000119,79.30110419,0.00000000,0.00016849,0.00006378,0.00000191,1.71298818,MS,2.06794944,0.02900000,0.00019135,1.00000000,59.84218899,0.00000096,0.00034153,123.15501324,1,0.00000383,0.00008929,320.21217175,7.72717687,0.00000118,7,0.00308953,8.90101306,0.00229347,0.00000001,0.00229347,0.00013598,False,32.00000000,3.00000000,215.67859747,57.69392181,0.02380398
4.00336119,0.00000052,79.30120865,0.00000000,0.00007430,0.00002461,0.00000074,1.71211816,MS,2.09041756,0.02900000,0.00007382,1.00000000,59.84560814,0.00000088,0.00017483,123.16042924,1,0.00000169,0.00003912,322.32982396,7.81113207,0.00000055,8,0.00135352,8.93121357,0.00101141,0.00000000,0.00101141,0.00005953,False,32.00000000,3.00000000,215.67902866,57.90817823,0.01054177
3.97669572,0.00000020,79.30130039,0.00000000,0.00002836,0.00000831,0.00000025,1.70563035,MS,2.11881716,0.02900000,0.00002494,1.00000000,59.84859289,0.00000086,0.00007638,123.16515700,1,0.00000064,0.00001481,323.96191477,7.91725108,0.00000024,9,0.00051242,8.97089950,0.00038484,0.00000000,0.00038484,0.00002252,False,32.00000000,3.00000000,215.67940733,58.17790190,0.00404519
3.95708715,0.00000014,79.30132725,0.00000000,0.00001980,0.00000487,0.00000015,1.70376467,MS,2.14408112,0.02900000,0.00001462,1.00000000,59.84949354,0.00000079,0.00005416,123.16658359,1,0.00000045,0.00001027,326.15583823,8.01165334,0.00000015,10,0.00035517,9.00420858,0.00026855,0.00000000,0.00026855,0.00001559,False,32.00000000,3.00000000,215.67951817,58.41162367,0.00283721
10.31471809,0.00210779,75.07741654,0.00005000,0.16879946,0.23388955,0.00699709,6.08888488,MS,0.53061426,0.02895000,0.70166865,0.00000000,58.45769214,0.00000058,0.09834222,37.83854683,1,0.00361506,0.15402043,609.17764776,1.90219215,0.00020532,3,5.34683078,4.52639677,7.70409893,0.00001049,3.94790216,0.04907093,True,33.00000000,1.00000000,211.39200221,27.65962823,10.78478008
12.55096267,0.00061509,75.07827536,0.00001154,0.05298601,0.09612734,0.00287577,9.31671851,MS,0.95213296,0.02893852,0.28838203,0.25345752,58.43972556,0.00000134,0.03045997,57.64512574,1,0.00137840,0.04493215,1217.91283628,3.41328903,0.00014645,4,1.56032940,6.00456591,4.49475954,0.00000308,3.94783667,0.03251430,True,33.00000000,1.50000000,211.39564719,37.98551183,5.64731924
4.30351438,0.00001534,75.07953838,0.00005770,0.00185138,0.00291260,0.00008713,1.77995617,MS,1.74096711,0.02888112,0.00873779,1.00000000,58.46114643,0.00000305,0.00249034,116.04351610,1,0.00004405,0.00112070,298.21743363,6.24117027,0.00002732,5,0.03890452,8.39257055,0.02744075,0.00000008,0.02744075,0.00166326,False,33.00000000,2.00000000,211.40100776,54.19265901,0.25745898
4.05307870,0.00000351,75.07982386,0.00000000,0.00046721,0.00020070,0.00000600,1.77681151,MS,2.04755608,0.02900000,0.00060210,1.00000000,58.47377901,0.00000101,0.00079997,116.06291867,1,0.00001119,0.00025685,330.03322100,7.34025707,0.00000290,6,0.00891447,8.86972158,0.00695847,0.00000002,0.00695847,0.00037732,False,33.00000000,2.50000000,211.40221942,57.49010750,0.06938193
4.03071525,0.00000120,75.07999877,0.00000000,0.00016052,0.00006415,0.00000192,1.77053939,MS,2.07003434,0.02900000,0.00019245,1.00000000,58.47963629,0.00000096,0.00034271,116.07191430,1,0.00000385,0.00008765,331.21075024,7.42083909,0.00000119,7,0.00304191,8.90258291,0.00238292,0.00000001,0.00238292,0.00012867,False,33.00000000,3.00000000,211.40296178,57.71016747,0.02393524
4.01303026,0.00000053,75.08009648,0.00000000,0.00007077,0.00002473,0.00000074,1.76954899,MS,2.09351306,0.02900000,0.00007420,1.00000000,58.48290672,0.00000088,0.00017538,116.07693687,1,0.00000170,0.00003838,333.48941898,7.50500763,0.00000056,8,0.00133194,8.93410638,0.00105057,0.00000000,0.00105057,0.00005630,False,33.00000000,3.00000000,211.40337651,57.93350728,0.01059921
3.98598073,0.00000020,75.08018232,0.00000000,0.00002701,0.00000835,0.00000025,1.76277970,MS,2.12268840,0.02900000,0.00002506,1.00000000,58.48576033,0.00000086,0.00007662,116.08131919,1,0.00000065,0.00001453,335.24473575,7.60959795,0.00000024,9,0.00050404,8.97474246,0.00039966,0.00000000,0.00039966,0.00002128,False,33.00000000,3.00000000,211.40374083,58.20977689,0.00406691
3.96588618,0.00000014,75.08020742,0.00000000,0.00001886,0.00000489,0.00000015,1.76076824,MS,2.14902019,0.02900000,0.00001468,1.00000000,58.48662237,0.00000079,0.00005432,116.08264302,1,0.00000045,0.00001006,337.60840823,7.70399443,0.00000016,10,0.00034917,9.00936065,0.00027881,0.00000000,0.00027881,0.00001473,False,33.00000000,3.00000000,211.40384737,58.45249476,0.00285223
10.30131496,0.00210982,73.46246728,0.00005000,0.16522597,0.23099220,0.00691042,6.15559263,MS,0.52940503,0.02895000,0.69297661,0.00000000,57.18216832,0.00000057,0.09854491,36.88866974,1,0.00361478,0.15080509,615.20930321,1.88215119,0.00020269,3,5.24505277,4.52029273,7.78788487,0.00001050,3.99196749,0.04655604,True,34.00000000,1.00000000,207.16826929,27.62540489,10.77058198
12.50435253,0.00062144,73.46331333,0.00001160,0.05220250,0.09587807,0.00286831,9.32174192,MS,0.94534093,0.02893846,0.28763421,0.25258633,57.16350873,0.00000132,0.03060510,56.13074029,1,0.00138694,0.04440444,1213.59643210,3.36089471,0.00014514,4,1.54493232,5.98708669,4.52504630,0.00000311,3.99190132,0.03200468,True,34.00000000,1.50000000,207.17184152,37.86908913,5.66489257
4.32217169,0.00001558,73.46455705,0.00005800,0.00183470,0.00292607,0.00008754,1.83469913,MS,1.72475864,0.02888076,0.00877820,1.00000000,57.18442030,0.00000300,0.00251754,113.12871843,1,0.00004449,0.00111374,305.61754658,6.13189593,0.00002720,5,0.03873654,8.36381602,0.02857113,0.00000008,0.02857113,0.00164774,False,34.00000000,2.00000000,207.17709285,53.99934759,0.25913849
4.06269096,0.00000353,73.46483771,0.00000000,0.00046073,0.00019871,0.00000594,1.83303532,MS,2.04896425,0.02900000,0.00059612,1.00000000,57.19692122,0.00000099,0.00080285,113.14794941,1,0.00001125,0.00025243,340.64910735,7.28451814,0.00000287,6,0.00877774,8.87049502,0.00721632,0.00000002,0.00721632,0.00036937,False,34.00000000,2.50000000,207.17827788,57.50049397,0.06975851
4.04007124,0.00000120,73.46501096,0.00000000,0.00015827,0.00006349,0.00000190,1.82652780,MS,2.07194738,0.02900000,0.00019047,1.00000000,57.20265389,0.00000095,0.00034389,113.15676772,1,0.00000386,0.00008612,341.91171852,7.36622820,0.00000117,7,0.00299436,8.90401267,0.00247082,0.00000001,0.00247082,0.00012592,False,34.00000000,3.00000000,207.17900943,57.72509251,0.02406362
4.02192705,0.00000053,73.46510774,0.00000000,0.00006977,0.00002446,0.00000073,1.82541727,MS,2.09641991,0.02900000,0.00007338,1.00000000,57.20585563,0.00000087,0.00017593,113.16169265,1,0.00000170,0.00003769,344.35438411,7.45323343,0.00000055,8,0.00131042,8.93683324,0.00108903,0.00000000,0.00108903,0.00005506,False,34.00000000,3.00000000,207.17941804,57.95733787,0.01065535
3.99452288,0.00000020,73.46519277,0.00000000,0.00002663,0.00000826,0.00000025,1.81837168,MS,2.12635687,0.02900000,0.00002478,1.00000000,57.20864803,0.00000085,0.00007685,113.16598782,1,0.00000065,0.00001426,346.23498658,7.55966589,0.00000024,9,0.00049569,8.97839935,0.00041419,0.00000000,0.00041419,0.00002081,False,34.00000000,3.00000000,207.17977710,58.24001506,0.00408812
3.97397182,0.00000014,73.46521762,0.00000000,0.00001858,0.00000483,0.00000014,1.81620844,MS,2.15373998,0.02900000,0.00001450,1.00000000,57.20949251,0.00000078,0.00005447,113.16728676,1,0.00000045,0.00000987,348.77026453,7.65701887,0.00000015,10,0.00034320,9.01430055,0.00028887,0.00000000,0.00028887,0.00001439,False,34.00000000,3.00000000,207.17988201,58.49154937,0.00286691
10.28800933,0.00211181,72.47485302,0.00005000,0.16423378,0.22550476,0.00674625,6.22114407,MS,0.52826131,0.02895000,0.67651429,0.00000000,56.00126210,0.00000056,0.09874269,36.29350708,1,0.00361460,0.14783011,621.14392772,1.87808503,0.00019778,3,5.14503197,4.51455443,7.87043167,0.00001051,4.07020196,0.04409926,True,35.00000000,1.00000000,203.02605356,27.59309612,10.75745641
12.45806139,0.00062765,72.47571265,0.00001166,0.05200705,0.09451443,0.00282752,9.32673992,MS,0.93882516,0.02893840,0.28354328,0.25173031,55.98148564,0.00000128,0.03074728,55.15971357,1,0.00139529,0.04392122,1209.46036226,3.33772972,0.00014217,4,1.52918730,5.97028271,4.55473267,0.00000314,4.07013299,0.03179712,True,35.00000000,1.50000000,203.02963508,37.75692004,5.68212068
4.33978876,0.00001582,72.47695916,0.00005829,0.00183644,0.00290498,0.00008691,1.88841868,MS,1.70921852,0.02888041,0.00871495,1.00000000,56.00204815,0.00000292,0.00254431,111.30130888,1,0.00004494,0.00110775,312.81671173,6.07664740,0.00002677,5,0.03855492,8.33598293,0.02970087,0.00000008,0.02970087,0.00164713,False,35.00000000,2.00000000,203.03482852,53.81205127,0.26081427
4.07211139,0.00000355,72.47723968,0.00000000,0.00045880,0.00019448,0.00000582,1.88817467,MS,2.05041216,0.02900000,0.00058344,1.00000000,56.01449838,0.00000097,0.00080566,111.32063920,1,0.00001131,0.00024835,351.07924551,7.28966575,0.00000281,6,0.00864193,8.87135379,0.00747159,0.00000002,0.00747159,0.00036496,False,35.00000000,2.50000000,203.03599730,57.51111593,0.07012991
4.04924008,0.00000121,72.47741397,0.00000000,0.00015759,0.00006212,0.00000186,1.88141761,MS,2.07388573,0.02900000,0.00018635,1.00000000,56.02014686,0.00000092,0.00034503,111.32940845,1,0.00000388,0.00008470,352.42449229,7.37311945,0.00000115,7,0.00294716,8.90550615,0.00255780,0.00000001,0.00255780,0.00012437,False,35.00000000,3.00000000,203.03672346,57.74010370,0.02419018
