,area,axis,height,metamer,organ,plant,species
6547,3.75734481369,MS,42.7,4,internode,504,Caphorn
6548,18.6767683256,MS,52.25,4,sheath,504,Caphorn
6550,8.1367249728,MS,63.2,5,internode,504,Caphorn
6551,47.1238898038,MS,71.4,6,internode,504,Caphorn
6554,16.1365984253,MS,21.4344167217,1,blade,505,Caphorn
6552,3.14159265359,MS,2.5,1,internode,505,Caphorn
6553,6.22035345411,MS,10.5,1,sheath,505,Caphorn
6556,22.6438551953,MS,34.7201206393,2,blade,505,Caphorn
6555,10.1536274564,MS,21.05,2,sheath,505,Caphorn
6559,33.9539597154,MS,50.4021535364,3,blade,505,Caphorn
6557,0.292168116784,MS,26.25,3,internode,505,Caphorn
6558,15.8336269741,MS,33.4,3,sheath,505,Caphorn
6562,34.2266395197,MS,66.6975776652,4,blade,505,Caphorn
6560,3.75734481369,MS,42.7,4,internode,505,Caphorn
6561,18.6767683256,MS,52.25,4,sheath,505,Caphorn
6563,8.1367249728,MS,63.2,5,internode,505,Caphorn
6564,47.1238898038,MS,71.4,6,internode,505,Caphorn
6567,16.1365984253,MS,21.4344167217,1,blade,506,Caphorn
6565,3.14159265359,MS,2.5,1,internode,506,Caphorn
6566,6.22035345411,MS,10.5,1,sheath,506,Caphorn
6569,22.6438551953,MS,35.2166859798,2,blade,506,Caphorn
6568,10.1536274564,MS,21.05,2,sheath,506,Caphorn
6572,33.9539597154,MS,51.5914346627,3,blade,506,Caphorn
6570,0.292168116784,MS,26.25,3,internode,506,Caphorn
6571,15.8336269741,MS,33.4,3,sheath,506,Caphorn
6575,34.2266395197,MS,67.8225893833,4,blade,506,Caphorn
6573,3.75734481369,MS,42.7,4,internode,506,Caphorn
6574,18.6767683256,MS,52.25,4,sheath,506,Caphorn
6576,8.1367249728,MS,63.2,5,internode,506,Caphorn
6577,47.1238898038,MS,71.4,6,internode,506,Caphorn
6580,16.1365984253,MS,23.319991357,1,blade,507,Caphorn
6578,3.14159265359,MS,2.5,1,internode,507,Caphorn
6579,6.22035345411,MS,10.5,1,sheath,507,Caphorn
6582,22.6438551953,MS,36.9198271408,2,blade,507,Caphorn
6581,10.1536274564,MS,21.05,2,sheath,507,Caphorn
6585,33.9539597154,MS,51.0896277053,3,blade,507,Caphorn
6583,0.292168116784,MS,26.25,3,internode,507,Caphorn
6584,15.8336269741,MS,33.4,3,sheath,507,Caphorn
6588,34.2266395197,MS,66.386650307,4,blade,507,Caphorn
6586,3.75734481369,MS,42.7,4,internode,507,Caphorn
6587,18.6767683256,MS,52.25,4,sheath,507,Caphorn
6589,8.1367249728,MS,63.2,5,internode,507,Caphorn
6590,47.1238898038,MS,71.4,6,internode,507,Caphorn
6593,16.1365984253,MS,25.157531717,1,blade,508,Caphorn
6591,3.14159265359,MS,2.5,1,internode,508,Caphorn
6592,6.22035345411,MS,10.5,1,sheath,508,Caphorn
6595,22.6438551953,MS,36.0332930771,2,blade,508,Caphorn
6594,10.1536274564,MS,21.05,2,sheath,508,Caphorn
6598,33.9539597154,MS,51.7813163198,3,blade,508,Caphorn
6596,0.292168116784,MS,26.25,3,internode,508,Caphorn
6597,15.8336269741,MS,33.4,3,sheath,508,Caphorn
6601,34.2266395197,MS,66.6237328052,4,blade,508,Caphorn
6599,3.75734481369,MS,42.7,4,internode,508,Caphorn
6600,18.6767683256,MS,52.25,4,sheath,508,Caphorn
6602,8.1367249728,MS,63.2,5,internode,508,Caphorn
6603,47.1238898038,MS,71.4,6,internode,508,Caphorn
6606,16.1365984253,MS,23.0072197039,1,blade,509,Caphorn
6604,3.14159265359,MS,2.5,1,internode,509,Caphorn
6605,6.22035345411,MS,10.5,1,sheath,509,Caphorn
6608,22.6438551953,MS,35.2166859798,2,blade,509,Caphorn
6607,10.1536274564,MS,21.05,2,sheath,509,Caphorn
6611,33.9539597154,MS,51.6112498025,3,blade,509,Caphorn
6609,0.292168116784,MS,26.25,3,internode,509,Caphorn
6610,15.8336269741,MS,33.4,3,sheath,509,Caphorn
6614,34.2266395197,MS,67.2215175351,4,blade,509,Caphorn
6612,3.75734481369,MS,42.7,4,internode,509,Caphorn
6613,18.6767683256,MS,52.25,4,sheath,509,Caphorn
6615,8.1367249728,MS,63.2,5,internode,509,Caphorn
6616,47.1238898038,MS,71.4,6,internode,509,Caphorn
6619,16.1365984253,MS,25.2935650641,1,blade,510,Caphorn
6617,3.14159265359,MS,2.5,1,internode,510,Caphorn
6618,6.22035345411,MS,10.5,1,sheath,510,Caphorn
6621,22.6438551953,MS,35.3683410417,2,blade,510,Caphorn
6620,10.1536274564,MS,21.05,2,sheath,510,Caphorn
6624,33.9539597154,MS,51.7813163198,3,blade,510,Caphorn
6622,0.292168116784,MS,26.25,3,internode,510,Caphorn
6623,15.8336269741,MS,33.4,3,sheath,510,Caphorn
6627,34.2266395197,MS,66.5322460481,4,blade,510,Caphorn
6625,3.75734481369,MS,42.7,4,internode,510,Caphorn
6626,18.6767683256,MS,52.25,4,sheath,510,Caphorn
6628,8.1367249728,MS,63.2,5,internode,510,Caphorn
6629,47.1238898038,MS,71.4,6,internode,510,Caphorn
6632,16.1365984253,MS,18.8436944964,1,blade,511,Caphorn
6630,3.14159265359,MS,2.5,1,internode,511,Caphorn
6631,6.22035345411,MS,10.5,1,sheath,511,Caphorn
6634,22.6438551953,MS,36.0332930771,2,blade,511,Caphorn
6633,10.1536274564,MS,21.05,2,sheath,511,Caphorn
6637,33.9539597154,MS,52.1873858835,3,blade,511,Caphorn
6635,0.292168116784,MS,26.25,3,internode,511,Caphorn
6636,15.8336269741,MS,33.4,3,sheath,511,Caphorn
6640,34.2266395197,MS,66.6975776652,4,blade,511,Caphorn
6638,3.75734481369,MS,42.7,4,internode,511,Caphorn
6639,18.6767683256,MS,52.25,4,sheath,511,Caphorn
6641,8.1367249728,MS,63.2,5,internode,511,Caphorn
6642,47.1238898038,MS,71.4,6,internode,511,Caphorn
6645,16.1365984253,MS,23.8829103848,1,blade,512,Caphorn
6643,3.14159265359,MS,2.5,1,internode,512,Caphorn
6644,6.22035345411,MS,10.5,1,sheath,512,Caphorn
6647,22.6438551953,MS,35.1226865632,2,blade,512,Caphorn
6646,10.1536274564,MS,21.05,2,sheath,512,Caphorn
6650,33.9539597154,MS,51.7813163198,3,blade,512,Caphorn
6648,0.292168116784,MS,26.25,3,internode,512,Caphorn
6649,15.8336269741,MS,33.4,3,sheath,512,Caphorn
6653,34.2266395197,MS,66.881178343,4,blade,512,Caphorn
6651,3.75734481369,MS,42.7,4,internode,512,Caphorn
6652,18.6767683256,MS,52.25,4,sheath,512,Caphorn
6654,8.1367249728,MS,63.2,5,internode,512,Caphorn
6655,47.1238898038,MS,71.4,6,internode,512,Caphorn
6658,16.1365984253,MS,23.031133028,1,blade,513,Caphorn
6656,3.14159265359,MS,2.5,1,internode,513,Caphorn
6657,6.22035345411,MS,10.5,1,sheath,513,Caphorn
6660,22.6438551953,MS,36.7941604321,2,blade,513,Caphorn
6659,10.1536274564,MS,21.05,2,sheath,513,Caphorn
6663,33.9539597154,MS,51.5914346627,3,blade,513,Caphorn
6661,0.292168116784,MS,26.25,3,internode,513,Caphorn
6662,15.8336269741,MS,33.4,3,sheath,513,Caphorn
6666,34.2266395197,MS,67.1853874529,4,blade,513,Caphorn
6664,3.75734481369,MS,42.7,4,internode,513,Caphorn
6665,18.6767683256,MS,52.25,4,sheath,513,Caphorn
6667,8.1367249728,MS,63.2,5,internode,513,Caphorn
6668,47.1238898038,MS,71.4,6,internode,513,Caphorn
6671,16.1365984253,MS,19.5802897332,1,blade,514,Caphorn
6669,3.14159265359,MS,2.5,1,internode,514,Caphorn
6670,6.22035345411,MS,10.5,1,sheath,514,Caphorn
6673,22.6438551953,MS,34.5849137228,2,blade,514,Caphorn
6672,10.1536274564,MS,21.05,2,sheath,514,Caphorn
6676,33.9539597154,MS,51.5914346627,3,blade,514,Caphorn
6674,0.292168116784,MS,26.25,3,internode,514,Caphorn
6675,15.8336269741,MS,33.4,3,sheath,514,Caphorn
6679,34.2266395197,MS,66.9606119856,4,blade,514,Caphorn
6677,3.75734481369,MS,42.7,4,internode,514,Caphorn
6678,18.6767683256,MS,52.25,4,sheath,514,Caphorn
6680,8.1367249728,MS,63.2,5,internode,514,Caphorn
6681,47.1238898038,MS,71.4,6,internode,514,Caphorn
6684,16.1365984253,MS,23.8630244328,1,blade,515,Caphorn
6682,3.14159265359,MS,2.5,1,internode,515,Caphorn
6683,6.22035345411,MS,10.5,1,sheath,515,Caphorn
6686,22.6438551953,MS,35.6190403949,2,blade,515,Caphorn
6685,10.1536274564,MS,21.05,2,sheath,515,Caphorn
6689,33.9539597154,MS,51.0896277053,3,blade,515,Caphorn
6687,0.292168116784,MS,26.25,3,internode,515,Caphorn
6688,15.8336269741,MS,33.4,3,sheath,515,Caphorn
6692,34.2266395197,MS,65.7053200784,4,blade,515,Caphorn
6690,3.75734481369,MS,42.7,4,internode,515,Caphorn
6691,18.6767683256,MS,52.25,4,sheath,515,Caphorn
6693,8.1367249728,MS,63.2,5,internode,515,Caphorn
6694,47.1238898038,MS,71.4,6,internode,515,Caphorn
6697,16.1365984253,MS,18.2357849349,1,blade,516,Caphorn
6695,3.14159265359,MS,2.5,1,internode,516,Caphorn
6696,6.22035345411,MS,10.5,1,sheath,516,Caphorn
6699,22.6438551953,MS,36.7138851638,2,blade,516,Caphorn
6698,10.1536274564,MS,21.05,2,sheath,516,Caphorn
6702,33.9539597154,MS,52.1873858835,3,blade,516,Caphorn
6700,0.292168116784,MS,26.25,3,internode,516,Caphorn
6701,15.8336269741,MS,33.4,3,sheath,516,Caphorn
6705,34.2266395197,MS,66.6237328052,4,blade,516,Caphorn
6703,3.75734481369,MS,42.7,4,internode,516,Caphorn
6704,18.6767683256,MS,52.25,4,sheath,516,Caphorn
6706,8.1367249728,MS,63.2,5,internode,516,Caphorn
6707,47.1238898038,MS,71.4,6,internode,516,Caphorn
6710,16.1365984253,MS,25.5122408555,1,blade,517,Caphorn
6708,3.14159265359,MS,2.5,1,internode,517,Caphorn
6709,6.22035345411,MS,10.5,1,sheath,517,Caphorn
6712,22.6438551953,MS,35.77902964,2,blade,517,Caphorn
6711,10.1536274564,MS,21.05,2,sheath,517,Caphorn
6715,33.9539597154,MS,50.416101525,3,blade,517,Caphorn
6713,0.292168116784,MS,26.25,3,internode,517,Caphorn
6714,15.8336269741,MS,33.4,3,sheath,517,Caphorn
6718,34.2266395197,MS,66.5409397431,4,blade,517,Caphorn
6716,3.75734481369,MS,42.7,4,internode,517,Caphorn
6717,18.6767683256,MS,52.25,4,sheath,517,Caphorn
6719,8.1367249728,MS,63.2,5,internode,517,Caphorn
6720,47.1238898038,MS,71.4,6,internode,517,Caphorn
6723,16.1365984253,MS,12.8601042502,1,blade,518,Caphorn
6721,3.14159265359,MS,2.5,1,internode,518,Caphorn
6722,6.22035345411,MS,10.5,1,sheath,518,Caphorn
6725,22.6438551953,MS,35.8902488366,2,blade,518,Caphorn
6724,10.1536274564,MS,21.05,2,sheath,518,Caphorn
6728,33.9539597154,MS,52.4510934811,3,blade,518,Caphorn
6726,0.292168116784,MS,26.25,3,internode,518,Caphorn
6727,15.8336269741,MS,33.4,3,sheath,518,Caphorn
6731,34.2266395197,MS,67.8225893833,4,blade,518,Caphorn
6729,3.75734481369,MS,42.7,4,internode,518,Caphorn
6730,18.6767683256,MS,52.25,4,sheath,518,Caphorn
6732,8.1367249728,MS,63.2,5,internode,518,Caphorn
6733,47.1238898038,MS,71.4,6,internode,518,Caphorn
6736,16.1365984253,MS,23.6888516954,1,blade,519,Caphorn
6734,3.14159265359,MS,2.5,1,internode,519,Caphorn
6735,6.22035345411,MS,10.5,1,sheath,519,Caphorn
6738,22.6438551953,MS,35.1226865632,2,blade,519,Caphorn
6737,10.1536274564,MS,21.05,2,sheath,519,Caphorn
6741,33.9539597154,MS,51.6112498025,3,blade,519,Caphorn
6739,0.292168116784,MS,26.25,3,internode,519,Caphorn
6740,15.8336269741,MS,33.4,3,sheath,519,Caphorn
6744,34.2266395197,MS,66.6914430559,4,blade,519,Caphorn
6742,3.75734481369,MS,42.7,4,internode,519,Caphorn
6743,18.6767683256,MS,52.25,4,sheath,519,Caphorn
6745,8.1367249728,MS,63.2,5,internode,519,Caphorn
6746,47.1238898038,MS,71.4,6,internode,519,Caphorn
6749,16.1365984253,MS,24.7908707627,1,blade,520,Caphorn
6747,3.14159265359,MS,2.5,1,internode,520,Caphorn
6748,6.22035345411,MS,10.5,1,sheath,520,Caphorn
6751,22.6438551953,MS,36.1520143328,2,blade,520,Caphorn
6750,10.1536274564,MS,21.05,2,sheath,520,Caphorn
6754,33.9539597154,MS,50.416101525,3,blade,520,Caphorn
6752,0.292168116784,MS,26.25,3,internode,520,Caphorn
6753,15.8336269741,MS,33.4,3,sheath,520,Caphorn
6757,34.2266395197,MS,67.5081103131,4,blade,520,Caphorn
6755,3.75734481369,MS,42.7,4,internode,520,Caphorn
6756,18.6767683256,MS,52.25,4,sheath,520,Caphorn
6758,8.1367249728,MS,63.2,5,internode,520,Caphorn
6759,47.1238898038,MS,71.4,6,internode,520,Caphorn
6762,16.1365984253,MS,18.8436944964,1,blade,521,Caphorn
6760,3.14159265359,MS,2.5,1,internode,521,Caphorn
6761,6.22035345411,MS,10.5,1,sheath,521,Caphorn
6764,22.6438551953,MS,34.5849137228,2,blade,521,Caphorn
6763,10.1536274564,MS,21.05,2,sheath,521,Caphorn
6767,33.9539597154,MS,51.5709054447,3,blade,521,Caphorn
6765,0.292168116784,MS,26.25,3,internode,521,Caphorn
6766,15.8336269741,MS,33.4,3,sheath,521,Caphorn
6770,34.2266395197,MS,66.9606119856,4,blade,521,Caphorn
6768,3.75734481369,MS,42.7,4,internode,521,Caphorn
6769,18.6767683256,MS,52.25,4,sheath,521,Caphorn
6771,8.1367249728,MS,63.2,5,internode,521,Caphorn
6772,47.1238898038,MS,71.4,6,internode,521,Caphorn
6775,16.1365984253,MS,23.0072197039,1,blade,522,Caphorn
6773,3.14159265359,MS,2.5,1,internode,522,Caphorn
6774,6.22035345411,MS,10.5,1,sheath,522,Caphorn
6777,22.6438551953,MS,35.5932483772,2,blade,522,Caphorn
6776,10.1536274564,MS,21.05,2,sheath,522,Caphorn
6780,33.9539597154,MS,51.5436137419,3,blade,522,Caphorn
6778,0.292168116784,MS,26.25,3,internode,522,Caphorn
6779,15.8336269741,MS,33.4,3,sheath,522,Caphorn
6783,34.2266395197,MS,67.5081103131,4,blade,522,Caphorn
6781,3.75734481369,MS,42.7,4,internode,522,Caphorn
6782,18.6767683256,MS,52.25,4,sheath,522,Caphorn
6784,8.1367249728,MS,63.2,5,internode,522,Caphorn
6785,47.1238898038,MS,71.4,6,internode,522,Caphorn
6788,16.1365984253,MS,22.9444494591,1,blade,523,Caphorn
6786,3.14159265359,MS,2.5,1,internode,523,Caphorn
6787,6.22035345411,MS,10.5,1,sheath,523,Caphorn
6790,22.6438551953,MS,35.77902964,2,blade,523,Caphorn
6789,10.1536274564,MS,21.05,2,sheath,523,Caphorn
6793,33.9539597154,MS,51.5436137419,3,blade,523,Caphorn
6791,0.292168116784,MS,26.25,3,internode,523,Caphorn
6792,15.8336269741,MS,33.4,3,sheath,523,Caphorn
6796,34.2266395197,MS,67.1853874529,4,blade,523,Caphorn
6794,3.75734481369,MS,42.7,4,internode,523,Caphorn
6795,18.6767683256,MS,52.25,4,sheath,523,Caphorn
6797,8.1367249728,MS,63.2,5,internode,523,Caphorn
6798,47.1238898038,MS,71.4,6,internode,523,Caphorn
6801,16.1365984253,MS,25.2935650641,1,blade,524,Caphorn
6799,3.14159265359,MS,2.5,1,internode,524,Caphorn
6800,6.22035345411,MS,10.5,1,sheath,524,Caphorn
6803,22.6438551953,MS,36.0332930771,2,blade,524,Caphorn
6802,10.1536274564,MS,21.05,2,sheath,524,Caphorn
6806,33.9539597154,MS,52.5785824836,3,blade,524,Caphorn
6804,0.292168116784,MS,26.25,3,internode,524,Caphorn
6805,15.8336269741,MS,33.4,3,sheath,524,Caphorn
6809,34.2266395197,MS,66.6237328052,4,blade,524,Caphorn
6807,3.75734481369,MS,42.7,4,internode,524,Caphorn
6808,18.6767683256,MS,52.25,4,sheath,524,Caphorn
6810,8.1367249728,MS,63.2,5,internode,524,Caphorn
6811,47.1238898038,MS,71.4,6,internode,524,Caphorn
6814,16.1365984253,MS,23.0072197039,1,blade,525,Caphorn
6812,3.14159265359,MS,2.5,1,internode,525,Caphorn
6813,6.22035345411,MS,10.5,1,sheath,525,Caphorn
6816,22.6438551953,MS,36.1520143328,2,blade,525,Caphorn
6815,10.1536274564,MS,21.05,2,sheath,525,Caphorn
6819,33.9539597154,MS,50.416101525,3,blade,525,Caphorn
6817,0.292168116784,MS,26.25,3,internode,525,Caphorn
6818,15.8336269741,MS,33.4,3,sheath,525,Caphorn
6822,34.2266395197,MS,67.1853874529,4,blade,525,Caphorn
6820,3.75734481369,MS,42.7,4,internode,525,Caphorn
6821,18.6767683256,MS,52.25,4,sheath,525,Caphorn
6823,8.1367249728,MS,63.2,5,internode,525,Caphorn
6824,47.1238898038,MS,71.4,6,internode,525,Caphorn
6827,16.1365984253,MS,21.860000501,1,blade,526,Caphorn
6825,3.14159265359,MS,2.5,1,internode,526,Caphorn
6826,6.22035345411,MS,10.5,1,sheath,526,Caphorn
6829,22.6438551953,MS,37.751556881,2,blade,526,Caphorn
6828,10.1536274564,MS,21.05,2,sheath,526,Caphorn
6832,33.9539597154,MS,51.6112498025,3,blade,526,Caphorn
6830,0.292168116784,MS,26.25,3,internode,526,Caphorn
6831,15.8336269741,MS,33.4,3,sheath,526,Caphorn
6835,34.2266395197,MS,66.9787109517,4,blade,526,Caphorn
6833,3.75734481369,MS,42.7,4,internode,526,Caphorn
6834,18.6767683256,MS,52.25,4,sheath,526,Caphorn
6836,8.1367249728,MS,63.2,5,internode,526,Caphorn
6837,47.1238898038,MS,71.4,6,internode,526,Caphorn
6840,16.1365984253,MS,24.1825105326,1,blade,527,Caphorn
6838,3.14159265359,MS,2.5,1,internode,527,Caphorn
6839,6.22035345411,MS,10.5,1,sheath,527,Caphorn
6842,22.6438551953,MS,35.8902488366,2,blade,527,Caphorn
6841,10.1536274564,MS,21.05,2,sheath,527,Caphorn
6845,33.9539597154,MS,51.2612512442,3,blade,527,Caphorn
6843,0.292168116784,MS,26.25,3,internode,527,Caphorn
6844,15.8336269741,MS,33.4,3,sheath,527,Caphorn
6848,34.2266395197,MS,66.6237328052,4,blade,527,Caphorn
6846,3.75734481369,MS,42.7,4,internode,527,Caphorn
6847,18.6767683256,MS,52.25,4,sheath,527,Caphorn
6849,8.1367249728,MS,63.2,5,internode,527,Caphorn
6850,47.1238898038,MS,71.4,6,internode,527,Caphorn
6853,16.1365984253,MS,15.9392120629,1,blade,528,Caphorn
6851,3.14159265359,MS,2.5,1,internode,528,Caphorn
6852,6.22035345411,MS,10.5,1,sheath,528,Caphorn
6855,22.6438551953,MS,36.7138851638,2,blade,528,Caphorn
6854,10.1536274564,MS,21.05,2,sheath,528,Caphorn
6858,33.9539597154,MS,52.5381821609,3,blade,528,Caphorn
6856,0.292168116784,MS,26.25,3,internode,528,Caphorn
6857,15.8336269741,MS,33.4,3,sheath,528,Caphorn
6861,34.2266395197,MS,67.2215175351,4,blade,528,Caphorn
6859,3.75734481369,MS,42.7,4,internode,528,Caphorn
6860,18.6767683256,MS,52.25,4,sheath,528,Caphorn
6862,8.1367249728,MS,63.2,5,internode,528,Caphorn
6863,47.1238898038,MS,71.4,6,internode,528,Caphorn
6866,16.1365984253,MS,25.5122408555,1,blade,529,Caphorn
6864,3.14159265359,MS,2.5,1,internode,529,Caphorn
6865,6.22035345411,MS,10.5,1,sheath,529,Caphorn
6868,22.6438551953,MS,36.9198271408,2,blade,529,Caphorn
6867,10.1536274564,MS,21.05,2,sheath,529,Caphorn
6871,33.9539597154,MS,52.5381821609,3,blade,529,Caphorn
6869,0.292168116784,MS,26.25,3,internode,529,Caphorn
6870,15.8336269741,MS,33.4,3,sheath,529,Caphorn
6874,34.2266395197,MS,66.9606119856,4,blade,529,Caphorn
6872,3.75734481369,MS,42.7,4,internode,529,Caphorn
6873,18.6767683256,MS,52.25,4,sheath,529,Caphorn
6875,8.1367249728,MS,63.2,5,internode,529,Caphorn
6876,47.1238898038,MS,71.4,6,internode,529,Caphorn
6879,16.1365984253,MS,23.7791848205,1,blade,530,Caphorn
6877,3.14159265359,MS,2.5,1,internode,530,Caphorn
6878,6.22035345411,MS,10.5,1,sheath,530,Caphorn
6881,22.6438551953,MS,35.6190403949,2,blade,530,Caphorn
6880,10.1536274564,MS,21.05,2,sheath,530,Caphorn
6884,33.9539597154,MS,51.5436137419,3,blade,530,Caphorn
6882,0.292168116784,MS,26.25,3,internode,530,Caphorn
6883,15.8336269741,MS,33.4,3,sheath,530,Caphorn
6887,34.2266395197,MS,66.9787109517,4,blade,530,Caphorn
6885,3.75734481369,MS,42.7,4,internode,530,Caphorn
6886,18.6767683256,MS,52.25,4,sheath,530,Caphorn
6888,8.1367249728,MS,63.2,5,internode,530,Caphorn
6889,47.1238898038,MS,71.4,6,internode,530,Caphorn
6892,16.1365984253,MS,24.5459513351,1,blade,531,Caphorn
6890,3.14159265359,MS,2.5,1,internode,531,Caphorn
6891,6.22035345411,MS,10.5,1,sheath,531,Caphorn
6894,22.6438551953,MS,35.3683410417,2,blade,531,Caphorn
6893,10.1536274564,MS,21.05,2,sheath,531,Caphorn
6897,33.9539597154,MS,51.2612512442,3,blade,531,Caphorn
6895,0.292168116784,MS,26.25,3,internode,531,Caphorn
6896,15.8336269741,MS,33.4,3,sheath,531,Caphorn
6900,34.2266395197,MS,67.2725992912,4,blade,531,Caphorn
6898,3.75734481369,MS,42.7,4,internode,531,Caphorn
6899,18.6767683256,MS,52.25,4,sheath,531,Caphorn
6901,8.1367249728,MS,63.2,5,internode,531,Caphorn
6902,47.1238898038,MS,71.4,6,internode,531,Caphorn
6905,16.1365984253,MS,19.5802897332,1,blade,532,Caphorn
6903,3.14159265359,MS,2.5,1,internode,532,Caphorn
6904,6.22035345411,MS,10.5,1,sheath,532,Caphorn
6907,22.6438551953,MS,35.77902964,2,blade,532,Caphorn
6906,10.1536274564,MS,21.05,2,sheath,532,Caphorn
6910,33.9539597154,MS,52.387379866,3,blade,532,Caphorn
6908,0.292168116784,MS,26.25,3,internode,532,Caphorn
6909,15.8336269741,MS,33.4,3,sheath,532,Caphorn
6913,34.2266395197,MS,66.8580331725,4,blade,532,Caphorn
6911,3.75734481369,MS,42.7,4,internode,532,Caphorn
6912,18.6767683256,MS,52.25,4,sheath,532,Caphorn
6914,8.1367249728,MS,63.2,5,internode,532,Caphorn
6915,47.1238898038,MS,71.4,6,internode,532,Caphorn
6918,16.1365984253,MS,24.5459513351,1,blade,533,Caphorn
6916,3.14159265359,MS,2.5,1,internode,533,Caphorn
6917,6.22035345411,MS,10.5,1,sheath,533,Caphorn
6920,22.6438551953,MS,34.7201206393,2,blade,533,Caphorn
6919,10.1536274564,MS,21.05,2,sheath,533,Caphorn
6923,33.9539597154,MS,50.4021535364,3,blade,533,Caphorn
6921,0.292168116784,MS,26.25,3,internode,533,Caphorn
6922,15.8336269741,MS,33.4,3,sheath,533,Caphorn
6926,34.2266395197,MS,67.2725992912,4,blade,533,Caphorn
6924,3.75734481369,MS,42.7,4,internode,533,Caphorn
6925,18.6767683256,MS,52.25,4,sheath,533,Caphorn
6927,8.1367249728,MS,63.2,5,internode,533,Caphorn
6928,47.1238898038,MS,71.4,6,internode,533,Caphorn
6931,16.1365984253,MS,24.5448484688,1,blade,534,Caphorn
6929,3.14159265359,MS,2.5,1,internode,534,Caphorn
6930,6.22035345411,MS,10.5,1,sheath,534,Caphorn
6933,22.6438551953,MS,35.8902488366,2,blade,534,Caphorn
6932,10.1536274564,MS,21.05,2,sheath,534,Caphorn
6936,33.9539597154,MS,50.2861039321,3,blade,534,Caphorn
6934,0.292168116784,MS,26.25,3,internode,534,Caphorn
6935,15.8336269741,MS,33.4,3,sheath,534,Caphorn
6939,34.2266395197,MS,66.5322460481,4,blade,534,Caphorn
6937,3.75734481369,MS,42.7,4,internode,534,Caphorn
6938,18.6767683256,MS,52.25,4,sheath,534,Caphorn
6940,8.1367249728,MS,63.2,5,internode,534,Caphorn
6941,47.1238898038,MS,71.4,6,internode,534,Caphorn
6944,16.1365984253,MS,24.1825105326,1,blade,535,Caphorn
6942,3.14159265359,MS,2.5,1,internode,535,Caphorn
6943,6.22035345411,MS,10.5,1,sheath,535,Caphorn
6946,22.6438551953,MS,36.8355117362,2,blade,535,Caphorn
6945,10.1536274564,MS,21.05,2,sheath,535,Caphorn
6949,33.9539597154,MS,51.5709054447,3,blade,535,Caphorn
6947,0.292168116784,MS,26.25,3,internode,535,Caphorn
6948,15.8336269741,MS,33.4,3,sheath,535,Caphorn
6952,34.2266395197,MS,66.3298368945,4,blade,535,Caphorn
6950,3.75734481369,MS,42.7,4,internode,535,Caphorn
6951,18.6767683256,MS,52.25,4,sheath,535,Caphorn
6953,8.1367249728,MS,63.2,5,internode,535,Caphorn
6954,47.1238898038,MS,71.4,6,internode,535,Caphorn
6957,16.1365984253,MS,22.4356760314,1,blade,536,Caphorn
6955,3.14159265359,MS,2.5,1,internode,536,Caphorn
6956,6.22035345411,MS,10.5,1,sheath,536,Caphorn
6959,22.6438551953,MS,36.7138851638,2,blade,536,Caphorn
6958,10.1536274564,MS,21.05,2,sheath,536,Caphorn
6962,33.9539597154,MS,50.416101525,3,blade,536,Caphorn
6960,0.292168116784,MS,26.25,3,internode,536,Caphorn
6961,15.8336269741,MS,33.4,3,sheath,536,Caphorn
6965,34.2266395197,MS,66.6975776652,4,blade,536,Caphorn
6963,3.75734481369,MS,42.7,4,internode,536,Caphorn
6964,18.6767683256,MS,52.25,4,sheath,536,Caphorn
6966,8.1367249728,MS,63.2,5,internode,536,Caphorn
6967,47.1238898038,MS,71.4,6,internode,536,Caphorn
6970,16.1365984253,MS,22.9743119444,1,blade,537,Caphorn
6968,3.14159265359,MS,2.5,1,internode,537,Caphorn
6969,6.22035345411,MS,10.5,1,sheath,537,Caphorn
6972,22.6438551953,MS,35.77902964,2,blade,537,Caphorn
6971,10.1536274564,MS,21.05,2,sheath,537,Caphorn
6975,33.9539597154,MS,51.5914346627,3,blade,537,Caphorn
6973,0.292168116784,MS,26.25,3,internode,537,Caphorn
6974,15.8336269741,MS,33.4,3,sheath,537,Caphorn
6978,34.2266395197,MS,66.389062305,4,blade,537,Caphorn
6976,3.75734481369,MS,42.7,4,internode,537,Caphorn
6977,18.6767683256,MS,52.25,4,sheath,537,Caphorn
6979,8.1367249728,MS,63.2,5,internode,537,Caphorn
6980,47.1238898038,MS,71.4,6,internode,537,Caphorn
6983,16.1365984253,MS,23.6888516954,1,blade,538,Caphorn
6981,3.14159265359,MS,2.5,1,internode,538,Caphorn
6982,6.22035345411,MS,10.5,1,sheath,538,Caphorn
6985,22.6438551953,MS,35.77902964,2,blade,538,Caphorn
6984,10.1536274564,MS,21.05,2,sheath,538,Caphorn
6988,33.9539597154,MS,52.2047654215,3,blade,538,Caphorn
6986,0.292168116784,MS,26.25,3,internode,538,Caphorn
6987,15.8336269741,MS,33.4,3,sheath,538,Caphorn
6991,34.2266395197,MS,66.5409397431,4,blade,538,Caphorn
6989,3.75734481369,MS,42.7,4,internode,538,Caphorn
6990,18.6767683256,MS,52.25,4,sheath,538,Caphorn
6992,8.1367249728,MS,63.2,5,internode,538,Caphorn
6993,47.1238898038,MS,71.4,6,internode,538,Caphorn
6996,16.1365984253,MS,24.2363796656,1,blade,539,Caphorn
6994,3.14159265359,MS,2.5,1,internode,539,Caphorn
