,area,axis,height,metamer,organ,plant,species
84,15.8336269741,MS,33.4,3,sheath,7,Caphorn
88,34.2266395197,MS,66.6237328052,4,blade,7,Caphorn
86,3.75734481369,MS,42.7,4,internode,7,Caphorn
87,18.6767683256,MS,52.25,4,sheath,7,Caphorn
89,8.1367249728,MS,63.2,5,internode,7,Caphorn
90,47.1238898038,MS,71.4,6,internode,7,Caphorn
93,16.1365984253,MS,22.5785353042,1,blade,8,Caphorn
91,3.14159265359,MS,2.5,1,internode,8,Caphorn
92,6.22035345411,MS,10.5,1,sheath,8,Caphorn
95,22.6438551953,MS,35.3683410417,2,blade,8,Caphorn
94,10.1536274564,MS,21.05,2,sheath,8,Caphorn
98,33.9539597154,MS,50.1575879356,3,blade,8,Caphorn
96,0.292168116784,MS,26.25,3,internode,8,Caphorn
97,15.8336269741,MS,33.4,3,sheath,8,Caphorn
101,34.2266395197,MS,66.3298368945,4,blade,8,Caphorn
99,3.75734481369,MS,42.7,4,internode,8,Caphorn
100,18.6767683256,MS,52.25,4,sheath,8,Caphorn
102,8.1367249728,MS,63.2,5,internode,8,Caphorn
103,47.1238898038,MS,71.4,6,internode,8,Caphorn
106,16.1365984253,MS,22.9743119444,1,blade,9,Caphorn
104,3.14159265359,MS,2.5,1,internode,9,Caphorn
105,6.22035345411,MS,10.5,1,sheath,9,Caphorn
108,22.6438551953,MS,36.7138851638,2,blade,9,Caphorn
107,10.1536274564,MS,21.05,2,sheath,9,Caphorn
111,33.9539597154,MS,51.5436137419,3,blade,9,Caphorn
109,0.292168116784,MS,26.25,3,internode,9,Caphorn
110,15.8336269741,MS,33.4,3,sheath,9,Caphorn
114,34.2266395197,MS,65.7053200784,4,blade,9,Caphorn
112,3.75734481369,MS,42.7,4,internode,9,Caphorn
113,18.6767683256,MS,52.25,4,sheath,9,Caphorn
115,8.1367249728,MS,63.2,5,internode,9,Caphorn
116,47.1238898038,MS,71.4,6,internode,9,Caphorn
119,16.1365984253,MS,23.8829103848,1,blade,10,Caphorn
117,3.14159265359,MS,2.5,1,internode,10,Caphorn
118,6.22035345411,MS,10.5,1,sheath,10,Caphorn
121,22.6438551953,MS,35.9804004354,2,blade,10,Caphorn
120,10.1536274564,MS,21.05,2,sheath,10,Caphorn
124,33.9539597154,MS,52.5381821609,3,blade,10,Caphorn
122,0.292168116784,MS,26.25,3,internode,10,Caphorn
123,15.8336269741,MS,33.4,3,sheath,10,Caphorn
127,34.2266395197,MS,66.3298368945,4,blade,10,Caphorn
125,3.75734481369,MS,42.7,4,internode,10,Caphorn
126,18.6767683256,MS,52.25,4,sheath,10,Caphorn
128,8.1367249728,MS,63.2,5,internode,10,Caphorn
129,47.1238898038,MS,71.4,6,internode,10,Caphorn
132,16.1365984253,MS,24.2850555141,1,blade,11,Caphorn
130,3.14159265359,MS,2.5,1,internode,11,Caphorn
131,6.22035345411,MS,10.5,1,sheath,11,Caphorn
134,22.6438551953,MS,36.0355502366,2,blade,11,Caphorn
133,10.1536274564,MS,21.05,2,sheath,11,Caphorn
137,33.9539597154,MS,51.7813163198,3,blade,11,Caphorn
135,0.292168116784,MS,26.25,3,internode,11,Caphorn
136,15.8336269741,MS,33.4,3,sheath,11,Caphorn
140,34.2266395197,MS,67.2215175351,4,blade,11,Caphorn
138,3.75734481369,MS,42.7,4,internode,11,Caphorn
139,18.6767683256,MS,52.25,4,sheath,11,Caphorn
141,8.1367249728,MS,63.2,5,internode,11,Caphorn
142,47.1238898038,MS,71.4,6,internode,11,Caphorn
145,16.1365984253,MS,15.9392120629,1,blade,12,Caphorn
143,3.14159265359,MS,2.5,1,internode,12,Caphorn
144,6.22035345411,MS,10.5,1,sheath,12,Caphorn
147,22.6438551953,MS,35.8134815469,2,blade,12,Caphorn
146,10.1536274564,MS,21.05,2,sheath,12,Caphorn
150,33.9539597154,MS,52.5785824836,3,blade,12,Caphorn
148,0.292168116784,MS,26.25,3,internode,12,Caphorn
149,15.8336269741,MS,33.4,3,sheath,12,Caphorn
153,34.2266395197,MS,66.881178343,4,blade,12,Caphorn
151,3.75734481369,MS,42.7,4,internode,12,Caphorn
152,18.6767683256,MS,52.25,4,sheath,12,Caphorn
154,8.1367249728,MS,63.2,5,internode,12,Caphorn
155,47.1238898038,MS,71.4,6,internode,12,Caphorn
158,16.1365984253,MS,24.2363796656,1,blade,13,Caphorn
156,3.14159265359,MS,2.5,1,internode,13,Caphorn
157,6.22035345411,MS,10.5,1,sheath,13,Caphorn
160,22.6438551953,MS,37.751556881,2,blade,13,Caphorn
159,10.1536274564,MS,21.05,2,sheath,13,Caphorn
163,33.9539597154,MS,51.0896277053,3,blade,13,Caphorn
161,0.292168116784,MS,26.25,3,internode,13,Caphorn
162,15.8336269741,MS,33.4,3,sheath,13,Caphorn
166,34.2266395197,MS,66.8838346492,4,blade,13,Caphorn
164,3.75734481369,MS,42.7,4,internode,13,Caphorn
165,18.6767683256,MS,52.25,4,sheath,13,Caphorn
167,8.1367249728,MS,63.2,5,internode,13,Caphorn
168,47.1238898038,MS,71.4,6,internode,13,Caphorn
171,16.1365984253,MS,23.7357328055,1,blade,14,Caphorn
169,3.14159265359,MS,2.5,1,internode,14,Caphorn
170,6.22035345411,MS,10.5,1,sheath,14,Caphorn
173,22.6438551953,MS,35.5932483772,2,blade,14,Caphorn
172,10.1536274564,MS,21.05,2,sheath,14,Caphorn
176,33.9539597154,MS,50.1575879356,3,blade,14,Caphorn
174,0.292168116784,MS,26.25,3,internode,14,Caphorn
175,15.8336269741,MS,33.4,3,sheath,14,Caphorn
179,34.2266395197,MS,66.8580331725,4,blade,14,Caphorn
177,3.75734481369,MS,42.7,4,internode,14,Caphorn
178,18.6767683256,MS,52.25,4,sheath,14,Caphorn
180,8.1367249728,MS,63.2,5,internode,14,Caphorn
181,47.1238898038,MS,71.4,6,internode,14,Caphorn
184,16.1365984253,MS,24.5448484688,1,blade,15,Caphorn
182,3.14159265359,MS,2.5,1,internode,15,Caphorn
183,6.22035345411,MS,10.5,1,sheath,15,Caphorn
186,22.6438551953,MS,36.0355502366,2,blade,15,Caphorn
185,10.1536274564,MS,21.05,2,sheath,15,Caphorn
189,33.9539597154,MS,50.1575879356,3,blade,15,Caphorn
187,0.292168116784,MS,26.25,3,internode,15,Caphorn
188,15.8336269741,MS,33.4,3,sheath,15,Caphorn
192,34.2266395197,MS,67.8225893833,4,blade,15,Caphorn
190,3.75734481369,MS,42.7,4,internode,15,Caphorn
191,18.6767683256,MS,52.25,4,sheath,15,Caphorn
193,8.1367249728,MS,63.2,5,internode,15,Caphorn
194,47.1238898038,MS,71.4,6,internode,15,Caphorn
197,16.1365984253,MS,23.8630244328,1,blade,16,Caphorn
195,3.14159265359,MS,2.5,1,internode,16,Caphorn
196,6.22035345411,MS,10.5,1,sheath,16,Caphorn
199,22.6438551953,MS,37.751556881,2,blade,16,Caphorn
198,10.1536274564,MS,21.05,2,sheath,16,Caphorn
202,33.9539597154,MS,50.2861039321,3,blade,16,Caphorn
200,0.292168116784,MS,26.25,3,internode,16,Caphorn
201,15.8336269741,MS,33.4,3,sheath,16,Caphorn
205,34.2266395197,MS,66.8580331725,4,blade,16,Caphorn
203,3.75734481369,MS,42.7,4,internode,16,Caphorn
204,18.6767683256,MS,52.25,4,sheath,16,Caphorn
206,8.1367249728,MS,63.2,5,internode,16,Caphorn
207,47.1238898038,MS,71.4,6,internode,16,Caphorn
210,16.1365984253,MS,25.4475350572,1,blade,17,Caphorn
208,3.14159265359,MS,2.5,1,internode,17,Caphorn
209,6.22035345411,MS,10.5,1,sheath,17,Caphorn
212,22.6438551953,MS,35.2166859798,2,blade,17,Caphorn
211,10.1536274564,MS,21.05,2,sheath,17,Caphorn
215,33.9539597154,MS,51.0896277053,3,blade,17,Caphorn
213,0.292168116784,MS,26.25,3,internode,17,Caphorn
214,15.8336269741,MS,33.4,3,sheath,17,Caphorn
218,34.2266395197,MS,66.9606119856,4,blade,17,Caphorn
216,3.75734481369,MS,42.7,4,internode,17,Caphorn
217,18.6767683256,MS,52.25,4,sheath,17,Caphorn
219,8.1367249728,MS,63.2,5,internode,17,Caphorn
220,47.1238898038,MS,71.4,6,internode,17,Caphorn
223,16.1365984253,MS,23.319991357,1,blade,18,Caphorn
221,3.14159265359,MS,2.5,1,internode,18,Caphorn
222,6.22035345411,MS,10.5,1,sheath,18,Caphorn
225,22.6438551953,MS,35.9804004354,2,blade,18,Caphorn
224,10.1536274564,MS,21.05,2,sheath,18,Caphorn
228,33.9539597154,MS,52.387379866,3,blade,18,Caphorn
226,0.292168116784,MS,26.25,3,internode,18,Caphorn
227,15.8336269741,MS,33.4,3,sheath,18,Caphorn
231,34.2266395197,MS,67.8225893833,4,blade,18,Caphorn
229,3.75734481369,MS,42.7,4,internode,18,Caphorn
230,18.6767683256,MS,52.25,4,sheath,18,Caphorn
232,8.1367249728,MS,63.2,5,internode,18,Caphorn
233,47.1238898038,MS,71.4,6,internode,18,Caphorn
236,16.1365984253,MS,23.031133028,1,blade,19,Caphorn
234,3.14159265359,MS,2.5,1,internode,19,Caphorn
235,6.22035345411,MS,10.5,1,sheath,19,Caphorn
238,22.6438551953,MS,36.0332930771,2,blade,19,Caphorn
237,10.1536274564,MS,21.05,2,sheath,19,Caphorn
241,33.9539597154,MS,51.0896277053,3,blade,19,Caphorn
239,0.292168116784,MS,26.25,3,internode,19,Caphorn
240,15.8336269741,MS,33.4,3,sheath,19,Caphorn
244,34.2266395197,MS,66.8580331725,4,blade,19,Caphorn
242,3.75734481369,MS,42.7,4,internode,19,Caphorn
243,18.6767683256,MS,52.25,4,sheath,19,Caphorn
245,8.1367249728,MS,63.2,5,internode,19,Caphorn
246,47.1238898038,MS,71.4,6,internode,19,Caphorn
249,16.1365984253,MS,24.2850555141,1,blade,20,Caphorn
247,3.14159265359,MS,2.5,1,internode,20,Caphorn
248,6.22035345411,MS,10.5,1,sheath,20,Caphorn
251,22.6438551953,MS,35.3683410417,2,blade,20,Caphorn
250,10.1536274564,MS,21.05,2,sheath,20,Caphorn
254,33.9539597154,MS,52.5381821609,3,blade,20,Caphorn
252,0.292168116784,MS,26.25,3,internode,20,Caphorn
253,15.8336269741,MS,33.4,3,sheath,20,Caphorn
257,34.2266395197,MS,67.5081103131,4,blade,20,Caphorn
255,3.75734481369,MS,42.7,4,internode,20,Caphorn
256,18.6767683256,MS,52.25,4,sheath,20,Caphorn
258,8.1367249728,MS,63.2,5,internode,20,Caphorn
259,47.1238898038,MS,71.4,6,internode,20,Caphorn
262,16.1365984253,MS,24.619696998,1,blade,21,Caphorn
260,3.14159265359,MS,2.5,1,internode,21,Caphorn
261,6.22035345411,MS,10.5,1,sheath,21,Caphorn
264,22.6438551953,MS,34.5849137228,2,blade,21,Caphorn
263,10.1536274564,MS,21.05,2,sheath,21,Caphorn
267,33.9539597154,MS,51.6112498025,3,blade,21,Caphorn
265,0.292168116784,MS,26.25,3,internode,21,Caphorn
266,15.8336269741,MS,33.4,3,sheath,21,Caphorn
270,34.2266395197,MS,66.5322460481,4,blade,21,Caphorn
268,3.75734481369,MS,42.7,4,internode,21,Caphorn
269,18.6767683256,MS,52.25,4,sheath,21,Caphorn
271,8.1367249728,MS,63.2,5,internode,21,Caphorn
272,47.1238898038,MS,71.4,6,internode,21,Caphorn
275,16.1365984253,MS,21.4344167217,1,blade,22,Caphorn
273,3.14159265359,MS,2.5,1,internode,22,Caphorn
274,6.22035345411,MS,10.5,1,sheath,22,Caphorn
277,22.6438551953,MS,37.751556881,2,blade,22,Caphorn
276,10.1536274564,MS,21.05,2,sheath,22,Caphorn
280,33.9539597154,MS,50.416101525,3,blade,22,Caphorn
278,0.292168116784,MS,26.25,3,internode,22,Caphorn
279,15.8336269741,MS,33.4,3,sheath,22,Caphorn
283,34.2266395197,MS,67.2725992912,4,blade,22,Caphorn
281,3.75734481369,MS,42.7,4,internode,22,Caphorn
282,18.6767683256,MS,52.25,4,sheath,22,Caphorn
284,8.1367249728,MS,63.2,5,internode,22,Caphorn
285,47.1238898038,MS,71.4,6,internode,22,Caphorn
288,16.1365984253,MS,23.7357328055,1,blade,23,Caphorn
286,3.14159265359,MS,2.5,1,internode,23,Caphorn
287,6.22035345411,MS,10.5,1,sheath,23,Caphorn
290,22.6438551953,MS,35.2166859798,2,blade,23,Caphorn
289,10.1536274564,MS,21.05,2,sheath,23,Caphorn
293,33.9539597154,MS,51.5436137419,3,blade,23,Caphorn
291,0.292168116784,MS,26.25,3,internode,23,Caphorn
292,15.8336269741,MS,33.4,3,sheath,23,Caphorn
296,34.2266395197,MS,66.9606119856,4,blade,23,Caphorn
294,3.75734481369,MS,42.7,4,internode,23,Caphorn
295,18.6767683256,MS,52.25,4,sheath,23,Caphorn
297,8.1367249728,MS,63.2,5,internode,23,Caphorn
298,47.1238898038,MS,71.4,6,internode,23,Caphorn
301,16.1365984253,MS,21.4344167217,1,blade,24,Caphorn
299,3.14159265359,MS,2.5,1,internode,24,Caphorn
300,6.22035345411,MS,10.5,1,sheath,24,Caphorn
303,22.6438551953,MS,36.0355502366,2,blade,24,Caphorn
302,10.1536274564,MS,21.05,2,sheath,24,Caphorn
306,33.9539597154,MS,52.4510934811,3,blade,24,Caphorn
304,0.292168116784,MS,26.25,3,internode,24,Caphorn
305,15.8336269741,MS,33.4,3,sheath,24,Caphorn
309,34.2266395197,MS,66.5322460481,4,blade,24,Caphorn
307,3.75734481369,MS,42.7,4,internode,24,Caphorn
308,18.6767683256,MS,52.25,4,sheath,24,Caphorn
310,8.1367249728,MS,63.2,5,internode,24,Caphorn
311,47.1238898038,MS,71.4,6,internode,24,Caphorn
314,16.1365984253,MS,25.157531717,1,blade,25,Caphorn
312,3.14159265359,MS,2.5,1,internode,25,Caphorn
313,6.22035345411,MS,10.5,1,sheath,25,Caphorn
316,22.6438551953,MS,36.0355502366,2,blade,25,Caphorn
315,10.1536274564,MS,21.05,2,sheath,25,Caphorn
319,33.9539597154,MS,52.387379866,3,blade,25,Caphorn
317,0.292168116784,MS,26.25,3,internode,25,Caphorn
318,15.8336269741,MS,33.4,3,sheath,25,Caphorn
322,34.2266395197,MS,66.389062305,4,blade,25,Caphorn
320,3.75734481369,MS,42.7,4,internode,25,Caphorn
321,18.6767683256,MS,52.25,4,sheath,25,Caphorn
323,8.1367249728,MS,63.2,5,internode,25,Caphorn
324,47.1238898038,MS,71.4,6,internode,25,Caphorn
327,16.1365984253,MS,23.8630244328,1,blade,26,Caphorn
325,3.14159265359,MS,2.5,1,internode,26,Caphorn
326,6.22035345411,MS,10.5,1,sheath,26,Caphorn
329,22.6438551953,MS,35.9804004354,2,blade,26,Caphorn
328,10.1536274564,MS,21.05,2,sheath,26,Caphorn
332,33.9539597154,MS,53.4252342332,3,blade,26,Caphorn
330,0.292168116784,MS,26.25,3,internode,26,Caphorn
331,15.8336269741,MS,33.4,3,sheath,26,Caphorn
335,34.2266395197,MS,66.9787109517,4,blade,26,Caphorn
333,3.75734481369,MS,42.7,4,internode,26,Caphorn
334,18.6767683256,MS,52.25,4,sheath,26,Caphorn
336,8.1367249728,MS,63.2,5,internode,26,Caphorn
337,47.1238898038,MS,71.4,6,internode,26,Caphorn
340,16.1365984253,MS,25.5122408555,1,blade,27,Caphorn
338,3.14159265359,MS,2.5,1,internode,27,Caphorn
339,6.22035345411,MS,10.5,1,sheath,27,Caphorn
342,22.6438551953,MS,36.7138851638,2,blade,27,Caphorn
341,10.1536274564,MS,21.05,2,sheath,27,Caphorn
345,33.9539597154,MS,51.5436137419,3,blade,27,Caphorn
343,0.292168116784,MS,26.25,3,internode,27,Caphorn
344,15.8336269741,MS,33.4,3,sheath,27,Caphorn
348,34.2266395197,MS,66.8838346492,4,blade,27,Caphorn
346,3.75734481369,MS,42.7,4,internode,27,Caphorn
347,18.6767683256,MS,52.25,4,sheath,27,Caphorn
349,8.1367249728,MS,63.2,5,internode,27,Caphorn
350,47.1238898038,MS,71.4,6,internode,27,Caphorn
353,16.1365984253,MS,23.1515312751,1,blade,28,Caphorn
351,3.14159265359,MS,2.5,1,internode,28,Caphorn
352,6.22035345411,MS,10.5,1,sheath,28,Caphorn
355,22.6438551953,MS,34.5849137228,2,blade,28,Caphorn
354,10.1536274564,MS,21.05,2,sheath,28,Caphorn
358,33.9539597154,MS,50.2861039321,3,blade,28,Caphorn
356,0.292168116784,MS,26.25,3,internode,28,Caphorn
357,15.8336269741,MS,33.4,3,sheath,28,Caphorn
361,34.2266395197,MS,66.881178343,4,blade,28,Caphorn
359,3.75734481369,MS,42.7,4,internode,28,Caphorn
360,18.6767683256,MS,52.25,4,sheath,28,Caphorn
362,8.1367249728,MS,63.2,5,internode,28,Caphorn
363,47.1238898038,MS,71.4,6,internode,28,Caphorn
366,16.1365984253,MS,19.5802897332,1,blade,29,Caphorn
364,3.14159265359,MS,2.5,1,internode,29,Caphorn
365,6.22035345411,MS,10.5,1,sheath,29,Caphorn
368,22.6438551953,MS,34.5849137228,2,blade,29,Caphorn
367,10.1536274564,MS,21.05,2,sheath,29,Caphorn
371,33.9539597154,MS,52.4510934811,3,blade,29,Caphorn
369,0.292168116784,MS,26.25,3,internode,29,Caphorn
370,15.8336269741,MS,33.4,3,sheath,29,Caphorn
374,34.2266395197,MS,67.2215175351,4,blade,29,Caphorn
372,3.75734481369,MS,42.7,4,internode,29,Caphorn
373,18.6767683256,MS,52.25,4,sheath,29,Caphorn
375,8.1367249728,MS,63.2,5,internode,29,Caphorn
376,47.1238898038,MS,71.4,6,internode,29,Caphorn
379,16.1365984253,MS,24.5448484688,1,blade,30,Caphorn
377,3.14159265359,MS,2.5,1,internode,30,Caphorn
378,6.22035345411,MS,10.5,1,sheath,30,Caphorn
381,22.6438551953,MS,35.5932483772,2,blade,30,Caphorn
380,10.1536274564,MS,21.05,2,sheath,30,Caphorn
384,33.9539597154,MS,52.2047654215,3,blade,30,Caphorn
382,0.292168116784,MS,26.25,3,internode,30,Caphorn
383,15.8336269741,MS,33.4,3,sheath,30,Caphorn
387,34.2266395197,MS,67.1853874529,4,blade,30,Caphorn
385,3.75734481369,MS,42.7,4,internode,30,Caphorn
386,18.6767683256,MS,52.25,4,sheath,30,Caphorn
388,8.1367249728,MS,63.2,5,internode,30,Caphorn
389,47.1238898038,MS,71.4,6,internode,30,Caphorn
392,16.1365984253,MS,23.0072197039,1,blade,31,Caphorn
390,3.14159265359,MS,2.5,1,internode,31,Caphorn
391,6.22035345411,MS,10.5,1,sheath,31,Caphorn
394,22.6438551953,MS,36.0332930771,2,blade,31,Caphorn
393,10.1536274564,MS,21.05,2,sheath,31,Caphorn
397,33.9539597154,MS,50.1575879356,3,blade,31,Caphorn
395,0.292168116784,MS,26.25,3,internode,31,Caphorn
396,15.8336269741,MS,33.4,3,sheath,31,Caphorn
400,34.2266395197,MS,67.1853874529,4,blade,31,Caphorn
398,3.75734481369,MS,42.7,4,internode,31,Caphorn
399,18.6767683256,MS,52.25,4,sheath,31,Caphorn
401,8.1367249728,MS,63.2,5,internode,31,Caphorn
402,47.1238898038,MS,71.4,6,internode,31,Caphorn
405,16.1365984253,MS,22.7392951691,1,blade,32,Caphorn
403,3.14159265359,MS,2.5,1,internode,32,Caphorn
404,6.22035345411,MS,10.5,1,sheath,32,Caphorn
407,22.6438551953,MS,35.5932483772,2,blade,32,Caphorn
406,10.1536274564,MS,21.05,2,sheath,32,Caphorn
410,33.9539597154,MS,51.6112498025,3,blade,32,Caphorn
408,0.292168116784,MS,26.25,3,internode,32,Caphorn
409,15.8336269741,MS,33.4,3,sheath,32,Caphorn
413,34.2266395197,MS,67.5081103131,4,blade,32,Caphorn
411,3.75734481369,MS,42.7,4,internode,32,Caphorn
412,18.6767683256,MS,52.25,4,sheath,32,Caphorn
414,8.1367249728,MS,63.2,5,internode,32,Caphorn
415,47.1238898038,MS,71.4,6,internode,32,Caphorn
418,16.1365984253,MS,25.157531717,1,blade,33,Caphorn
416,3.14159265359,MS,2.5,1,internode,33,Caphorn
417,6.22035345411,MS,10.5,1,sheath,33,Caphorn
420,22.6438551953,MS,36.7941604321,2,blade,33,Caphorn
419,10.1536274564,MS,21.05,2,sheath,33,Caphorn
423,33.9539597154,MS,50.2861039321,3,blade,33,Caphorn
421,0.292168116784,MS,26.25,3,internode,33,Caphorn
422,15.8336269741,MS,33.4,3,sheath,33,Caphorn
426,34.2266395197,MS,66.5322460481,4,blade,33,Caphorn
424,3.75734481369,MS,42.7,4,internode,33,Caphorn
425,18.6767683256,MS,52.25,4,sheath,33,Caphorn
427,8.1367249728,MS,63.2,5,internode,33,Caphorn
428,47.1238898038,MS,71.4,6,internode,33,Caphorn
431,16.1365984253,MS,25.2935650641,1,blade,34,Caphorn
429,3.14159265359,MS,2.5,1,internode,34,Caphorn
430,6.22035345411,MS,10.5,1,sheath,34,Caphorn
433,22.6438551953,MS,35.8134815469,2,blade,34,Caphorn
432,10.1536274564,MS,21.05,2,sheath,34,Caphorn
436,33.9539597154,MS,50.1575879356,3,blade,34,Caphorn
434,0.292168116784,MS,26.25,3,internode,34,Caphorn
435,15.8336269741,MS,33.4,3,sheath,34,Caphorn
439,34.2266395197,MS,66.9606119856,4,blade,34,Caphorn
437,3.75734481369,MS,42.7,4,internode,34,Caphorn
438,18.6767683256,MS,52.25,4,sheath,34,Caphorn
440,8.1367249728,MS,63.2,5,internode,34,Caphorn
441,47.1238898038,MS,71.4,6,internode,34,Caphorn
444,16.1365984253,MS,24.2363796656,1,blade,35,Caphorn
442,3.14159265359,MS,2.5,1,internode,35,Caphorn
443,6.22035345411,MS,10.5,1,sheath,35,Caphorn
446,22.6438551953,MS,35.8134815469,2,blade,35,Caphorn
445,10.1536274564,MS,21.05,2,sheath,35,Caphorn
449,33.9539597154,MS,52.5785824836,3,blade,35,Caphorn
447,0.292168116784,MS,26.25,3,internode,35,Caphorn
448,15.8336269741,MS,33.4,3,sheath,35,Caphorn
452,34.2266395197,MS,66.386650307,4,blade,35,Caphorn
450,3.75734481369,MS,42.7,4,internode,35,Caphorn
451,18.6767683256,MS,52.25,4,sheath,35,Caphorn
453,8.1367249728,MS,63.2,5,internode,35,Caphorn
454,47.1238898038,MS,71.4,6,internode,35,Caphorn
457,16.1365984253,MS,24.2169863925,1,blade,36,Caphorn
455,3.14159265359,MS,2.5,1,internode,36,Caphorn
456,6.22035345411,MS,10.5,1,sheath,36,Caphorn
459,22.6438551953,MS,37.751556881,2,blade,36,Caphorn
458,10.1536274564,MS,21.05,2,sheath,36,Caphorn
462,33.9539597154,MS,51.5914346627,3,blade,36,Caphorn
460,0.292168116784,MS,26.25,3,internode,36,Caphorn
