comp,delta_t_int_sum,metamer,t_sim,unloading_aa_int,unloading_sucrose_int,nb_replications
hz ,1.00010565501,3,6,0.0619864165776,-1.91593515225,1.0
hz ,1.00010565501,6,6,0.000333626623491,0.00152136197301,2.5
hz ,1.00010565501,7,6,0.000114192064666,0.0004832901792,3.0
hz ,1.00010565501,8,6,5.05432958066e-05,0.000204483855038,3.0
hz ,1.00010565501,9,6,1.92481575264e-05,7.19313489171e-05,3.0
hz ,1.00010565501,10,6,1.34379431597e-05,4.56505646481e-05,3.0
roots ,1.00010565501,0,6,0.0,-51.9573693071,1.0
hz ,1.00010565501,5,6,0.00126725714184,0.00764945980479,2.0
roots ,1.00010895338,0,7,0.0,-25.3237202709,1.0
hz ,1.00010895338,10,7,1.36807231712e-05,4.33957349448e-05,3.0
hz ,1.00010895338,9,7,1.96110197974e-05,6.91144192526e-05,3.0
hz ,1.00010895338,7,7,0.000116439571328,0.000467765683642,3.0
hz ,1.00010895338,6,7,0.000340233026275,0.00147187187665,2.5
hz ,1.00010895338,5,7,0.00129542681951,0.00750875006086,2.0
hz ,1.00010895338,4,7,0.0291871938481,0.201337808172,1.5
hz ,1.00010895338,3,7,0.0603439573567,-2.01639286419,1.0
hz ,1.00010895338,8,7,5.15249181998e-05,0.000198203364597,3.0
roots ,1.00002034681,0,8,0.0,-8.67117802083,1.0
hz ,1.00002034681,3,8,0.0721400251041,0.496204656375,1.0
hz ,1.00002034681,4,8,0.0283050536443,0.0942975363448,1.5
hz ,1.00002034681,5,8,0.00128182983424,0.00504503289484,2.0
hz ,1.00002034681,6,8,0.000338627768246,0.00110832036288,2.5
hz ,1.00002034681,7,8,0.000116002952178,0.000358442826692,3.0
hz ,1.00002034681,8,8,5.12369765539e-05,0.000141918561039,3.0
hz ,1.00002034681,9,8,1.94628936372e-05,4.43292738036e-05,3.0
hz ,1.00002034681,10,8,1.35795712938e-05,2.71936181046e-05,3.0
hz ,1.00012050625,6,9,0.000353007273944,0.00109807952747,2.5
hz ,1.00012050625,4,9,0.0297434939757,0.129389848011,1.5
hz ,1.00012050625,5,9,0.00135060648537,0.00620605898448,2.0
hz ,1.00012050625,7,9,0.000120730838007,0.000337190330776,3.0
hz ,1.00012050625,3,9,0.0724346176619,0.286575190865,1.0
hz ,1.00012050625,9,9,2.02736752769e-05,4.37500974909e-05,3.0
hz ,1.00012050625,10,9,1.41215405413e-05,2.50879447139e-05,3.0
roots ,1.00012050625,0,9,0.0516444428823,1.5025728934,1.0
hz ,1.00012050625,8,9,5.33665684346e-05,0.000138451903862,3.0
hz ,1.00011933673,3,10,0.0609758272964,0.234680382544,1.0
hz ,1.00011933673,4,10,0.0301702192494,0.110736781074,1.5
hz ,1.00011933673,5,10,0.00138302501304,0.00606883662054,2.0
hz ,1.00011933673,6,10,0.000360697342968,0.00105723862443,2.5
hz ,1.00011933673,7,10,0.000123335127983,0.000323736315749,3.0
hz ,1.00011933673,8,10,5.45001697779e-05,0.000132757792242,3.0
hz ,1.00011933673,10,10,1.44086616273e-05,2.35933429715e-05,3.0
roots ,1.00011933673,0,10,0.293021643293,8.76730587449,1.0
hz ,1.00011933673,9,10,2.06982817292e-05,4.16693429945e-05,3.0
hz ,1.00011889828,8,11,5.2746611571e-05,0.00012645664649,3.0
hz ,1.00011889828,7,11,0.000119424732273,0.000308315202151,3.0
hz ,1.00011889828,6,11,0.000349408507947,0.0010141513828,2.5
hz ,1.00011889828,5,11,0.00134351186407,0.00593159124916,2.0
hz ,1.00011889828,4,11,0.0291809155205,0.123286629707,1.5
hz ,1.00011889828,3,11,0.0643419846835,0.098425653949,1.0
hz ,1.00011889828,10,11,1.39290597603e-05,2.20538386748e-05,3.0
roots ,1.00011889828,0,11,0.458499642151,13.8121736373,1.0
hz ,1.00011889828,9,11,2.00226598632e-05,3.93166309798e-05,3.0
roots ,1.00011775455,0,12,0.570164007824,17.2950256985,1.0
hz ,1.00011775455,10,12,1.36789629216e-05,2.03066400761e-05,3.0
hz ,1.00011775455,9,12,1.96729522989e-05,3.6422647315e-05,3.0
hz ,1.00011775455,8,12,5.18544995843e-05,0.000119471966569,3.0
hz ,1.00011775455,7,12,0.000117477846089,0.000298594989165,3.0
hz ,1.00011775455,6,12,0.000343862512393,0.000988507369264,2.5
hz ,1.00011775455,5,12,0.00132530518273,0.00578185900646,2.0
hz ,1.00011775455,4,12,0.0286605691618,0.118379447047,1.5
hz ,1.00011775455,3,12,0.0624687572168,0.186971260156,1.0
hz ,1.00011741661,6,13,0.000346830952545,0.000985305288416,2.5
hz ,1.00011741661,3,13,0.0605811465621,0.0511005214868,1.0
hz ,1.00011741661,4,13,0.0288188094957,0.118040143159,1.5
hz ,1.00011741661,5,13,0.00133964139572,0.00576699349871,2.0
roots ,1.00011741661,0,13,0.654073396241,19.9921954382,1.0
hz ,1.00011741661,7,13,0.000118468311273,0.000298339703204,3.0
hz ,1.00011741661,8,13,5.227448691e-05,0.000119561304535,3.0
hz ,1.00011741661,9,13,1.98255276886e-05,3.65176673834e-05,3.0
hz ,1.00011741661,10,13,1.37768183253e-05,2.03869784898e-05,3.0
hz ,1.00011703652,3,14,0.0627529974005,0.455780940382,1.0
hz ,1.00011703652,4,14,0.0285290954581,0.11196288851,1.5
roots ,1.00011703652,0,14,0.736121711325,22.6162145596,1.0
hz ,1.00011703652,10,14,1.36643703698e-05,1.92871695515e-05,3.0
hz ,1.00011703652,9,14,1.96762270829e-05,3.48984677344e-05,3.0
hz ,1.00011703652,7,14,0.000117659635037,0.000287189477741,3.0
hz ,1.00011703652,5,14,0.00133401476852,0.00563359614674,2.0
hz ,1.00011703652,6,14,0.000344551045544,0.000950538310915,2.5
hz ,1.00011703652,8,14,5.18992665771e-05,0.000114888905641,3.0
hz ,1.000114949,5,15,0.00139416873133,0.00570329717054,2.0
hz ,1.000114949,3,15,0.0643395787641,0.438382784329,1.0
hz ,1.000114949,6,15,0.00035945055764,0.00096569708776,2.5
roots ,1.000114949,0,15,0.803595086699,24.8674671729,1.0
hz ,1.000114949,4,15,0.0296760948886,0.117594057435,1.5
hz ,1.000114949,9,15,2.05128400325e-05,3.57398516385e-05,3.0
hz ,1.000114949,8,15,5.41169073294e-05,0.000116967779038,3.0
hz ,1.000114949,7,15,0.000122726217305,0.000292189549177,3.0
hz ,1.000114949,10,15,1.42386255982e-05,1.98966288297e-05,3.0
hz ,1.00011139461,3,16,0.0648597202273,0.428266182435,1.0
hz ,1.00011139461,5,16,0.00143231745292,0.00578529182871,2.0
hz ,1.00011139461,6,16,0.000368500298323,0.000981539196868,2.5
hz ,1.00011139461,7,16,0.000125784723772,0.000297261109287,3.0
hz ,1.00011139461,8,16,5.54472142564e-05,0.000119377450453,3.0
hz ,1.00011139461,9,16,2.10142779582e-05,3.70232720773e-05,3.0
hz ,1.00011139461,10,16,1.45790359988e-05,2.08517224857e-05,3.0
hz ,1.00011139461,4,16,0.0303480086035,0.11929532076,1.5
roots ,1.00011139461,0,16,0.855821609526,26.6904155783,1.0
hz ,1.00010896391,4,17,0.0307801031416,0.12466714772,1.5
hz ,1.00010896391,3,17,0.0620482812114,0.104014756045,1.0
hz ,1.00010896391,5,17,0.00145854837454,0.00596038586153,2.0
roots ,1.00010896391,0,17,0.891195127786,28.0376355074,1.0
hz ,1.00010896391,6,17,0.000374354119107,0.00101792297287,2.5
hz ,1.00010896391,10,17,1.47860968564e-05,2.23780212661e-05,3.0
hz ,1.00010896391,9,17,2.13250572521e-05,3.92050601958e-05,3.0
hz ,1.00010896391,8,17,5.62833905322e-05,0.000124800504907,3.0
hz ,1.00010896391,7,17,0.000127737279011,0.000308297471123,3.0
hz ,1.00010507307,10,18,1.51278446152e-05,2.27574675342e-05,3.0
roots ,1.00010507307,0,18,0.939445743665,29.7750135664,1.0
hz ,1.00010507307,3,18,0.0665951749105,0.519757000673,1.0
hz ,1.00010507307,4,18,0.0314362722207,0.11734060266,1.5
hz ,1.00010507307,5,18,0.0014978586699,0.00600982541552,2.0
hz ,1.00010507307,6,18,0.000383556547211,0.00102187688033,2.5
hz ,1.00010507307,7,18,0.000130836265111,0.000308529978651,3.0
hz ,1.00010507307,8,18,5.76261462989e-05,0.000124705608476,3.0
hz ,1.00010507307,9,18,2.18300030935e-05,3.96208007987e-05,3.0
hz ,1.00010226914,3,19,0.0677211071761,0.56528938791,1.0
hz ,1.00010226914,4,19,0.0321049381143,0.119789265393,1.5
hz ,1.00010226914,5,19,0.00153689313488,0.00613365077915,2.0
hz ,1.00010226914,7,19,0.000133877139956,0.000314435770395,3.0
roots ,1.00010226914,0,19,0.973830198933,31.1286405344,1.0
hz ,1.00010226914,8,19,5.89389816957e-05,0.000126807609225,3.0
hz ,1.00010226914,9,19,2.23208369031e-05,4.05733437029e-05,3.0
hz ,1.00010226914,10,19,1.54589638133e-05,2.34594512392e-05,3.0
hz ,1.00010226914,6,19,0.000392609220316,0.00104381996116,2.5
roots ,1.00009632953,0,20,1.01600518953,32.6870445777,1.0
hz ,1.00009632953,8,20,6.1566330899e-05,0.000190469869035,3.0
hz ,1.00009632953,5,20,0.00159256029819,0.00584802171892,2.0
hz ,1.00009632953,6,20,0.00040763418298,0.00116735789019,2.5
hz ,1.00009632953,9,20,2.3363195124e-05,7.09906891741e-05,3.0
hz ,1.00009632953,7,20,0.000139596139794,0.000425197881634,3.0
hz ,1.00009632953,10,20,1.61514937379e-05,4.26398710393e-05,3.0
hz ,1.00009632953,4,20,0.0335729442356,0.156772356889,1.5
hz ,1.00009632953,3,20,0.0577123221097,0.646490275151,1.0
hz ,1.0000929233,9,21,2.30186614534e-05,4.44084796493e-05,3.0
hz ,1.0000929233,8,21,6.08030587589e-05,0.00013402921635,3.0
hz ,1.0000929233,7,21,0.000138227162813,0.000331411931343,3.0
hz ,1.0000929233,6,21,0.000405649772682,0.00110018990439,2.5
hz ,1.0000929233,5,21,0.00159616844676,0.00638283159857,2.0
hz ,1.0000929233,10,21,1.59229045146e-05,2.62891395169e-05,3.0
roots ,1.0000929233,0,21,1.03448136551,33.5476356012,1.0
hz ,1.0000929233,3,21,0.0653365059779,0.475362235825,1.0
hz ,1.0000929233,4,21,0.0330741182712,0.127267306842,1.5
hz ,1.00008900833,3,22,0.0665415174657,0.297289119906,1.0
roots ,1.00008900833,0,22,1.07638103382,35.1878066226,1.0
hz ,1.00008900833,10,22,1.64056726265e-05,2.80214885071e-05,3.0
hz ,1.00008900833,4,22,0.0340741168044,0.136175016526,1.5
hz ,1.00008900833,8,22,6.27051638661e-05,0.000140015875098,3.0
hz ,1.00008900833,6,22,0.000418715862346,0.00115227488343,2.5
hz ,1.00008900833,5,22,0.00165188287127,0.00664514804678,2.0
hz ,1.00008900833,9,22,2.37313977939e-05,4.68547491036e-05,3.0
hz ,1.00008900833,7,22,0.000142623722809,0.000346737486931,3.0
roots ,1.00008538668,0,23,1.06842599731,35.2651000625,1.0
hz ,1.00008538668,10,23,1.60570569215e-05,3.24539672809e-05,3.0
hz ,1.00008538668,3,23,0.0658704337872,0.420442863724,1.0
hz ,1.00008538668,9,23,2.32211713284e-05,5.00462187602e-05,3.0
hz ,1.00008538668,8,23,6.11101172925e-05,0.000117805953068,3.0
hz ,1.00008538668,7,23,0.000138924009498,0.000280731897379,3.0
hz ,1.00008538668,6,23,0.00040859390116,0.00100811602346,2.5
hz ,1.00008538668,5,23,0.00161855942375,0.00633052332823,2.0
hz ,1.00008538668,4,23,0.0358161109034,0.382195234032,1.5
hz ,1.00004008438,5,24,0.00168090940147,0.0115178542888,2.0
hz ,1.00004008438,6,24,0.000410139737428,0.00124559426721,2.5
hz ,1.00004008438,7,24,0.000139610200656,0.000383165479807,3.0
hz ,1.00004008438,8,24,6.12666756648e-05,0.000148742953156,3.0
hz ,1.00004008438,9,24,2.31857772387e-05,5.26586357028e-05,3.0
hz ,1.00004008438,10,24,1.60183134452e-05,3.38261924e-05,3.0
hz ,1.00004008438,4,24,0.0354660465829,0.335767806322,1.5
roots ,1.00004008438,0,24,1.12875613416,37.5744059002,1.0
hz ,1.00004008438,3,24,0.0632701475196,-0.0893543459611,1.0
hz ,1.00006546587,7,25,0.00013985002277,0.000351652466648,3.0
hz ,1.00006546587,5,25,0.00170678127497,0.0118873904673,2.0
hz ,1.00006546587,6,25,0.000411520071494,0.00122149782356,2.5
roots ,1.00006546587,0,25,1.19668918613,40.4599381323,1.0
hz ,1.00006546587,9,25,2.31818291613e-05,4.53887808863e-05,3.0
hz ,1.00006546587,10,25,1.60075993127e-05,2.91764103935e-05,3.0
hz ,1.00006546587,4,25,0.0359394613306,0.360206298687,1.5
hz ,1.00006546587,8,25,6.13212081737e-05,0.000133628667885,3.0
hz ,1.00006546587,3,25,0.0589691874415,-0.450089847566,1.0
hz ,1.00000099111,10,26,1.63187339026e-05,3.0169088544e-05,3.0
hz ,1.00000099111,3,26,0.0614077696455,-0.261172695905,1.0
hz ,1.00000099111,5,26,0.00173396294458,0.00929099421885,2.0
hz ,1.00000099111,6,26,0.000417382760196,0.00092865326528,2.5
hz ,1.00000099111,7,26,0.000142147640546,0.000290607435762,3.0
hz ,1.00000099111,8,26,6.24945284307e-05,0.000126557966363,3.0
hz ,1.00000099111,9,26,2.36491752328e-05,4.66309618142e-05,3.0
roots ,1.00000099111,0,26,1.27976852498,43.9581252322,1.0
hz ,1.00000099111,4,26,0.0367757091388,0.333764916825,1.5
hz ,1.00000205966,4,27,0.0368482109682,0.36136919056,1.5
hz ,1.00000205966,6,27,0.000415675075276,0.000924395045307,2.5
hz ,1.00000205966,3,27,0.0601860605712,-0.263773896479,1.0
hz ,1.00000205966,8,27,6.21606719369e-05,0.000123624672778,3.0
hz ,1.00000205966,5,27,0.00174515301832,0.00929666960677,2.0
hz ,1.00000205966,9,27,2.35084650459e-05,4.52785641723e-05,3.0
hz ,1.00000205966,10,27,1.62135930988e-05,2.98425950927e-05,3.0
roots ,1.00000205966,0,27,1.3470492764,47.0547314918,1.0
hz ,1.00000205966,7,27,0.000141532386865,0.000287153704438,3.0
roots ,1.00000260347,0,28,1.40960908777,50.013750533,1.0
hz ,1.00000260347,9,28,2.39967943263e-05,5.01719370485e-05,3.0
hz ,1.00000260347,8,28,6.34634329445e-05,0.00013415698411,3.0
hz ,1.00000260347,10,28,1.65283280975e-05,3.22936402971e-05,3.0
hz ,1.00000260347,5,28,0.00180954860644,0.0104920828319,2.0
hz ,1.00000260347,4,28,0.0379002300175,0.383786522383,1.5
hz ,1.00000260347,3,28,0.0628917715057,-0.0336498207101,1.0
hz ,1.00000260347,6,28,0.000424933437188,0.000999585950982,2.5
hz ,1.00000260347,7,28,0.00014453420795,0.000306790866968,3.0
hz ,1.00000318666,9,29,2.42203570303e-05,4.97009252392e-05,3.0
hz ,1.00000318666,8,29,6.41084655877e-05,0.000135085615201,3.0
hz ,1.00000318666,7,29,0.000146104028619,0.00031123647595,3.0
hz ,1.00000318666,3,29,0.0619369676176,-0.0753679355731,1.0
hz ,1.00000318666,5,29,0.00184309294264,0.00991702111311,2.0
hz ,1.00000318666,10,29,1.66714334035e-05,3.23281682654e-05,3.0
roots ,1.00000318666,0,29,1.45096953067,52.3240969405,1.0
hz ,1.00000318666,4,29,0.038389439859,0.377057562296,1.5
hz ,1.00000318666,6,29,0.000429228869566,0.000973286621712,2.5
hz ,1.00000382387,3,30,0.0581486918916,-0.258629786814,1.0
hz ,1.00000382387,9,30,2.40941542164e-05,5.22974604318e-05,3.0
hz ,1.00000382387,4,30,0.0383986267079,0.37696420225,1.5
roots ,1.00000382387,0,30,1.47955912158,54.1430492338,1.0
hz ,1.00000382387,5,30,0.00186131274464,0.010665802533,2.0
hz ,1.00000382387,6,30,0.000428123623029,0.0010635253548,2.5
hz ,1.00000382387,7,30,0.000145494385172,0.000327102960198,3.0
hz ,1.00000382387,8,30,6.37527937018e-05,0.000135650707148,3.0
hz ,1.00000382387,10,30,1.65735055535e-05,3.45155807943e-05,3.0
roots ,1.00000451015,0,31,1.48918760048,55.2794131357,1.0
hz ,1.00000451015,10,31,1.61937719222e-05,3.5392459684e-05,3.0
hz ,1.00000451015,9,31,2.35691145475e-05,5.42696654272e-05,3.0
hz ,1.00000451015,8,31,6.2374846915e-05,0.000138280200616,3.0
hz ,1.00000451015,7,31,0.000142361313948,0.000325234043548,3.0
hz ,1.00000451015,6,31,0.00041894688362,0.00104027013612,2.5
hz ,1.00000451015,4,31,0.0378567057781,0.3817235249,1.5
hz ,1.00000451015,3,31,0.0568003813471,-0.111458033717,1.0
hz ,1.00000451015,5,31,0.00184252921369,0.0105463232677,2.0
hz ,1.00000519704,8,32,6.33079824043e-05,0.000180500377859,3.0
hz ,1.00000519704,7,32,0.000144515726263,0.000415101295342,3.0
hz ,1.00000519704,6,32,0.000424492415776,0.00119636679699,2.5
hz ,1.00000519704,5,32,0.00188580021214,0.0110401035071,2.0
hz ,1.00000519704,4,32,0.0384151263609,0.384412284033,1.5
hz ,1.00000519704,3,32,0.0599544029656,0.50368107244,1.0
roots ,1.00000519704,0,32,1.470799369,55.2645276869,1.0
hz ,1.00000519704,10,32,1.63556884736e-05,3.99482976177e-05,3.0
hz ,1.00000519704,9,32,2.38689223078e-05,6.57985445272e-05,3.0
roots ,1.00000608227,0,33,1.41855745712,53.6470716862,1.0
hz ,1.00000608227,4,33,0.0367517119645,0.386070063283,1.5
hz ,1.00000608227,5,33,0.00181078914034,0.0110233757879,2.0
hz ,1.00000608227,6,33,0.000400422414018,0.000946828520605,2.5
hz ,1.00000608227,7,33,0.000136098710025,0.000310652018389,3.0
hz ,1.00000608227,8,33,5.96240416929e-05,0.000138915887733,3.0
hz ,1.00000608227,9,33,2.24956592488e-05,5.33659533858e-05,3.0
hz ,1.00000608227,10,33,1.54188378343e-05,3.36666214362e-05,3.0
hz ,1.00000608227,3,33,0.0587461429287,0.778579353263,1.0
roots ,1.00000690982,0,34,1.3453899254,51.1871741031,1.0
hz ,1.00000690982,10,34,1.50501533884e-05,3.5243053668e-05,3.0
hz ,1.00000690982,9,34,2.19850869109e-05,5.65021639063e-05,3.0
hz ,1.00000690982,8,34,5.83211266194e-05,0.000149491661625,3.0
hz ,1.00000690982,6,34,0.000391676688697,0.000985106812852,2.5
hz ,1.00000690982,5,34,0.00178748322834,0.0106366139072,2.0
hz ,1.00000690982,4,34,0.0360445440023,0.372734775974,1.5
hz ,1.00000690982,3,34,0.0528519648099,0.527807045596,1.0
hz ,1.00000690982,7,34,0.000133220737118,0.000337970040017,3.0
hz ,1.00000778128,9,35,2.17031123359e-05,5.20567146304e-05,3.0
roots ,1.00000778128,0,35,1.32788639032,50.6087293082,1.0
hz ,1.00000778128,10,35,1.48492211497e-05,3.27275933457e-05,3.0
hz ,1.00000778128,8,35,5.75949273669e-05,0.000136853399795,3.0
hz ,1.00000778128,3,35,0.0538384731771,0.758228859529,1.0
hz ,1.00000778128,6,35,0.000387334545304,0.000921353503069,2.5
hz ,1.00000778128,5,35,0.00178879224323,0.010524728017,2.0
hz ,1.00000778128,4,35,0.0358336826901,0.369801773763,1.5
hz ,1.00000778128,7,35,0.000131628113771,0.00030901530044,3.0
roots ,1.00000847181,0,36,1.29152061353,49.3241573832,1.0
hz ,1.00000847181,10,36,1.46519746718e-05,3.37004464461e-05,3.0
hz ,1.00000847181,9,36,2.14385554606e-05,5.40769124304e-05,3.0
hz ,1.00000847181,7,36,0.000130206520371,0.000326607657075,3.0
hz ,1.00000847181,6,36,0.000383125668505,0.000951859163767,2.5
hz ,1.00000847181,5,36,0.00178842111138,0.0105674688593,2.0
hz ,1.00000847181,8,36,5.6933226012e-05,0.000143454535361,3.0
hz ,1.00000847181,3,36,0.0530359081026,0.710852717493,1.0
hz ,1.00000847181,4,36,0.035588412199,0.3702819581,1.5
hz ,1.00000911228,7,37,0.000128402252149,0.000346919586754,3.0
hz ,1.00000911228,8,37,5.60787092521e-05,0.000148184717283,3.0
hz ,1.00000911228,9,37,2.11077047241e-05,5.61448790589e-05,3.0
hz ,1.00000911228,10,37,1.4411867242e-05,3.49978229981e-05,3.0
roots ,1.00000911228,0,37,1.22043210999,46.7524901658,1.0
hz ,1.00000911228,5,37,0.00179355229786,0.0118621111621,2.0
hz ,1.00000911228,3,37,0.0482779718541,0.382870406702,1.0
hz ,1.00000911228,4,37,0.0352391506235,0.367856234446,1.5
hz ,1.00000911228,6,37,0.000378450805264,0.00106665160344,2.5
hz ,1.00000997025,6,38,0.00036555395437,0.000923644437227,2.5
hz ,1.00000997025,4,38,0.0344391631797,0.375108936591,1.5
hz ,1.00000997025,7,38,0.000124108258143,0.000313782813317,3.0
hz ,1.00000997025,8,38,5.42075545105e-05,0.000137609119818,3.0
hz ,1.00000997025,9,38,2.03933416693e-05,5.21648724083e-05,3.0
hz ,1.00000997025,10,38,1.39146179145e-05,3.26197406697e-05,3.0
roots ,1.00000997025,0,38,1.20905845021,46.2565349693,1.0
hz ,1.00000997025,5,38,0.00175016558948,0.0108343555977,2.0
hz ,1.00000997025,3,38,0.0463137663728,0.717781642741,1.0
hz ,1.00001123097,10,39,1.30024405087e-05,3.32694028171e-05,3.0
hz ,1.00001123097,5,39,0.00166332771669,0.0113163655338,2.0
hz ,1.00001123097,4,39,0.0323592122803,0.351749845406,1.5
hz ,1.00001123097,6,39,0.000342976256829,0.000997927032923,2.5
hz ,1.00001123097,7,39,0.000116328983087,0.000334356156479,3.0
hz ,1.00001123097,3,39,0.0410356955004,0.522775456246,1.0
hz ,1.00001123097,9,39,1.90842105385e-05,5.4215985236e-05,3.0
roots ,1.00001123097,0,39,1.15391813132,44.0718434131,1.0
hz ,1.00001123097,8,39,5.07625767965e-05,0.000144101749319,3.0
roots ,1.00001192186,0,40,1.12901394978,43.0449692045,1.0
hz ,1.00001192186,10,40,1.36029205844e-05,3.46309865688e-05,3.0
hz ,1.00001192186,9,40,1.99820648349e-05,5.65783811537e-05,3.0
hz ,1.00001192186,8,40,5.31906784575e-05,0.000152024691036,3.0
hz ,1.00001192186,7,40,0.000121946731427,0.000352136870092,3.0
hz ,1.00001192186,6,40,0.000359561954486,0.00103904152821,2.5
hz ,1.00001192186,5,40,0.00175721277573,0.0113458062291,2.0
hz ,1.00001192186,3,40,0.0427864704537,0.423758286885,1.0
hz ,1.00001192186,4,40,0.0338977141134,0.35322627145,1.5
hz ,1.00001279045,6,41,0.000339962079034,0.00102195554879,2.5
hz ,1.00001279045,7,41,0.000115266809757,0.000347573011456,3.0
hz ,1.00001279045,8,41,5.02473146236e-05,0.000149650267488,3.0
hz ,1.00001279045,9,41,1.8862346661e-05,5.51674250212e-05,3.0
hz ,1.00001279045,10,41,1.28274078663e-05,3.35289564116e-05,3.0
roots ,1.00001279045,0,41,1.09873447864,41.754818019,1.0
hz ,1.00001279045,3,41,0.0405360130058,0.521783695185,1.0
hz ,1.00001279045,5,41,0.00168237792496,0.0113561250803,2.0
hz ,1.00001279045,4,41,0.0323131913989,0.352408911558,1.5
hz ,1.00001381497,6,42,0.000318661944158,0.00100755545357,2.5
hz ,1.00001381497,3,42,0.0382634859955,0.511050223652,1.0
hz ,1.00001381497,4,42,0.0305422744932,0.350593053593,1.5
hz ,1.00001381497,5,42,0.00159697935765,0.0113322856972,2.0
hz ,1.00001381497,7,42,0.000108015778811,0.00034400728838,3.0
hz ,1.00001381497,8,42,4.70567256769e-05,0.000147464741735,3.0
hz ,1.00001381497,9,42,1.7650884894e-05,5.38071560687e-05,3.0
hz ,1.00001381497,10,42,1.19910175183e-05,3.25063945308e-05,3.0
roots ,1.00001381497,0,42,1.05884429198,40.0755008133,1.0
roots ,1.00001488347,0,43,1.01986252432,38.4083219618,1.0
hz ,1.00001488347,10,43,1.13016213035e-05,3.1993297769e-05,3.0
hz ,1.00001488347,9,43,1.6661277068e-05,5.39951131574e-05,3.0
hz ,1.00001488347,8,43,4.45367488392e-05,0.000157895941163,3.0
hz ,1.00001488347,7,43,0.000102499632453,0.000391271800783,3.0
hz ,1.00001488347,3,43,0.0352507076367,0.451189357382,1.0
hz ,1.00001488347,5,43,0.00154625946398,0.0133209442815,2.0
hz ,1.00001488347,4,43,0.0293874754498,0.385319511274,1.5
hz ,1.00001488347,6,43,0.00030293402239,0.00119348975175,2.5
hz ,1.00001500593,6,44,0.000299581950893,0.000877043916839,2.5
hz ,1.00001500593,3,44,-0.0564880570849,-0.255916793959,1.0
hz ,1.00001500593,7,44,0.000101486555113,0.000300462799644,3.0
