ID,plant,leaf,xn,ph_em,Ln,Lgn,Len,L,Lg,Le
131,1,4,0.93862107,0.921476082,0.634328358,0.03358209,NA,8.5,0.45,NA
141,1,4,1.06658629,1.049441302,0.701492537,0.037313433,NA,9.4,0.5,NA
151,1,4,1.164472729,1.147327741,0.820895522,0.074626866,NA,11,1,NA
161,1,4,1.204287994,1.187143006,0.914179104,0.100746269,NA,12.25,1.35,NA
171,1,4,1.381022568,1.363877581,1.02238806,0.194029851,NA,13.7,2.6,NA
181,1,4,1.478648209,1.461503221,1.059701493,0.268656716,NA,14.2,3.6,NA
191,1,4,1.596529213,1.579384225,1.02238806,0.28358209,NA,13.7,3.8,NA
201,1,4,1.788911708,1.77176672,1.149253731,0.320895522,NA,15.4,4.3,NA
211,1,4,1.913225747,1.896080759,1.074626866,0.291044776,NA,14.4,3.9,NA
221,1,4,2.016415093,1.999270105,1.111940299,0.313432836,NA,14.9,4.2,NA
231,1,4,2.05388317,2.036738182,1.074626866,0.26119403,NA,14.4,3.5,NA
241,1,4,2.118648176,2.101503188,1.014925373,0.268656716,NA,13.6,3.6,NA
251,1,4,2.228357489,2.211212501,1.037313433,0.276119403,NA,13.9,3.7,NA
261,1,4,2.354323253,2.337178265,1,0.253731343,NA,13.4,3.4,NA
271,1,4,2.382924175,2.365779187,1.014925373,0.26119403,NA,13.6,3.5,NA
281,1,4,2.406830721,2.389685733,1.02238806,0.246268657,NA,13.7,3.3,NA
291,1,4,2.577479992,2.560335004,1.026119403,0.264925373,NA,13.75,3.55,NA
301,1,4,2.883049116,2.865904128,0.97761194,0.253731343,NA,13.1,3.4,NA
311,1,4,2.95137837,2.934233382,NA,0.26119403,NA,NA,3.5,NA
321,1,4,3.023358807,3.006213819,0.992537313,0.26119403,NA,13.3,3.5,NA
331,1,4,3.181402809,3.164257821,0.97761194,0.246268657,NA,13.1,3.3,NA
341,1,4,3.332144447,3.314999459,1.007462687,0.268656716,NA,13.5,3.6,NA
351,1,4,3.449416922,3.432271934,0.962686567,0.23880597,NA,12.9,3.2,NA
36,1,4,3.569384316,3.552239328,NA,0.23880597,NA,NA,3.2,NA
37,1,4,3.679528293,3.662383305,1.052238806,0.276119403,NA,14.1,3.7,NA
38,1,4,3.821837441,3.804692453,NA,0.21641791,NA,NA,2.9,NA
39,1,4,4.104021615,4.086876627,NA,0.268656716,NA,NA,3.6,NA
40,1,4,4.263543476,4.246398488,NA,0.231343284,NA,NA,3.1,NA
41,1,4,4.405591826,4.388446838,NA,0.253731343,NA,NA,3.4,NA
42,1,4,4.61657796,4.599432972,NA,0.23880597,NA,NA,3.2,NA
47,1,4,5.722625174,5.705480186,NA,0.246268657,NA,NA,3.3,NA
59,1,4,8.579500878,8.56235589,NA,0.28358209,NA,NA,3.8,NA
62,1,4,9.588965646,9.571820658,NA,0.201492537,NA,NA,2.7,NA
410,1,5,-1.625997161,-1.67171032,0.002179487,NA,NA,0.034,NA,NA
511,1,5,-1.54514957,-1.590862729,0.002948718,NA,NA,0.046,NA,NA
611,1,5,-1.273658141,-1.3193713,0.005961538,NA,NA,0.093,NA,NA
74,1,5,-1.076755135,-1.122468294,0.014102564,NA,NA,0.22,NA,NA
82,1,5,-0.889675547,-0.935388706,0.016025641,NA,NA,0.25,NA,NA
92,1,5,-0.850468812,-0.896181971,0.015384615,NA,NA,0.24,NA,NA
102,1,5,-0.606882842,-0.652596001,0.032051282,NA,NA,0.5,NA,NA
112,1,5,-0.441188745,-0.486901904,0.051282051,NA,NA,0.8,NA,NA
122,1,5,-0.212729099,-0.258442258,0.121794872,0.006410256,NA,1.9,0.1,NA
132,1,5,-0.06137893,-0.107092089,0.128205128,NA,NA,2,NA,NA
152,1,5,0.164472729,0.11875957,0.25,0.006410256,NA,3.9,0.1,NA
162,1,5,0.204287994,0.158574836,0.262820513,0.006410256,NA,4.1,0.1,NA
172,1,5,0.381022568,0.33530941,0.403846154,0.032051282,NA,6.3,0.5,NA
182,1,5,0.478648209,0.43293505,0.448717949,0.012820513,NA,7,0.2,NA
192,1,5,0.596529213,0.550816054,0.525641026,0.019230769,NA,8.2,0.3,NA
202,1,5,0.788911708,0.743198549,0.679487179,0.019230769,NA,10.6,0.3,NA
212,1,5,0.913225747,0.867512588,0.711538462,0.044871795,NA,11.1,0.7,NA
222,1,5,1.016415093,0.970701934,0.724358974,0.032051282,NA,11.3,0.5,NA
232,1,5,1.05388317,1.008170011,0.814102564,0.076923077,NA,12.7,1.2,NA
242,1,5,1.118648176,1.072935017,0.814102564,0.070512821,NA,12.7,1.1,NA
252,1,5,1.228357489,1.18264433,0.916666667,0.16025641,NA,14.3,2.5,NA
262,1,5,1.354323253,1.308610094,0.967948718,0.237179487,NA,15.1,3.7,NA
272,1,5,1.382924175,1.337211016,0.891025641,0.16025641,NA,13.9,2.5,NA
282,1,5,1.406830721,1.361117562,0.967948718,0.256410256,NA,15.1,4,NA
292,1,5,1.577479992,1.531766833,0.987179487,0.230769231,NA,15.4,3.6,NA
302,1,5,1.883049116,1.837335957,1.025641026,0.288461538,NA,16,4.5,NA
312,1,5,1.95137837,1.905665212,1.038461538,0.301282051,NA,16.2,4.7,NA
322,1,5,2.023358807,1.977645648,0.987179487,0.269230769,NA,15.4,4.2,NA
332,1,5,2.181402809,2.13568965,1.019230769,0.282051282,NA,15.9,4.4,NA
342,1,5,2.332144447,2.286431288,1.032051282,0.301282051,NA,16.1,4.7,NA
352,1,5,2.449416922,2.403703763,0.948717949,0.230769231,NA,14.8,3.6,NA
361,1,5,2.569384316,2.523671157,0.967948718,0.256410256,NA,15.1,4,NA
371,1,5,2.679528293,2.633815134,1.051282051,0.288461538,NA,16.4,4.5,NA
381,1,5,2.821837441,2.776124282,0.891025641,0.224358974,NA,13.9,3.5,NA
391,1,5,3.104021615,3.058308457,1.006410256,0.269230769,NA,15.7,4.2,NA
401,1,5,3.263543476,3.217830317,0.967948718,0.262820513,NA,15.1,4.1,NA
411,1,5,3.405591826,3.359878667,NA,0.294871795,NA,NA,4.6,NA
421,1,5,3.61657796,3.570864801,NA,0.262820513,NA,NA,4.1,NA
43,1,5,3.750367684,3.704654525,NA,0.282051282,NA,NA,4.4,NA
44,1,5,3.921973218,3.876260059,NA,0.256410256,NA,NA,4,NA
471,1,5,4.722625174,4.676912015,NA,0.282051282,NA,NA,4.4,NA
48,1,5,5.33045997,5.284746811,NA,0.275641026,NA,NA,4.3,NA
49,1,5,5.553964442,5.508251283,NA,0.275641026,NA,NA,4.3,NA
50,1,5,5.770079617,5.724366458,NA,0.25,NA,NA,3.9,NA
52,1,5,6.121983973,6.076270814,NA,0.288461538,NA,NA,4.5,NA
53,1,5,6.187531375,6.141818216,NA,0.262820513,NA,NA,4.1,NA
54,1,5,6.412600638,6.366887479,NA,0.230769231,NA,NA,3.6,NA
57,1,5,7.099022771,7.053309612,NA,0.25,NA,NA,3.9,NA
58,1,5,7.34139168,7.295678522,NA,0.314102564,NA,NA,4.9,NA
591,1,5,7.579500878,7.533787719,NA,0.256410256,NA,NA,4,NA
621,1,5,8.588965646,8.543252487,NA,0.243589744,NA,NA,3.8,NA
64,1,5,9.260435321,9.214722162,NA,0.25,NA,NA,3.9,NA
412,1,6,-2.625997161,-2.626815624,0.00055207,NA,NA,0.011,NA,NA
512,1,6,-2.54514957,-2.545968032,0.001254705,NA,NA,0.025,NA,NA
612,1,6,-2.273658141,-2.274476603,0.002107905,NA,NA,0.042,NA,NA
75,1,6,-2.076755135,-2.077573598,0.002459222,NA,NA,0.049,NA,NA
83,1,6,-1.889675547,-1.890494009,0.00250941,NA,NA,0.05,NA,NA
93,1,6,-1.850468812,-1.851287274,0.003764115,NA,NA,0.075,NA,NA
103,1,6,-1.606882842,-1.607701304,0.005119197,NA,NA,0.102,NA,NA
113,1,6,-1.441188745,-1.442007208,0.005922208,NA,NA,0.118,NA,NA
123,1,6,-1.212729099,-1.213547562,0.012045169,NA,NA,0.24,NA,NA
133,1,6,-1.06137893,-1.062197393,0.008531995,NA,NA,0.17,NA,NA
142,1,6,-0.93341371,-0.934232172,0.010037641,NA,NA,0.2,NA,NA
153,1,6,-0.835527271,-0.836345734,0.017565872,NA,NA,0.35,NA,NA
163,1,6,-0.795712006,-0.796530468,0.022584693,NA,NA,0.45,NA,NA
173,1,6,-0.618977432,-0.619795894,0.037641154,NA,NA,0.75,NA,NA
183,1,6,-0.521351791,-0.522170254,0.047678795,NA,NA,0.95,NA,NA
193,1,6,-0.403470787,-0.404289249,0.080301129,NA,NA,1.6,NA,NA
203,1,6,-0.211088292,-0.211906754,0.120451694,NA,NA,2.4,NA,NA
213,1,6,-0.086774253,-0.087592715,0.165621079,0.005018821,NA,3.3,0.1,NA
223,1,6,0.016415093,0.01559663,0.165621079,0.005018821,NA,3.3,0.1,NA
233,1,6,0.05388317,0.053064708,0.316185696,0.005018821,NA,6.3,0.1,NA
243,1,6,0.118648176,0.117829714,0.250941029,0.005018821,NA,5,0.1,NA
263,1,6,0.354323253,0.35350479,0.426599749,0.015056462,NA,8.5,0.3,NA
273,1,6,0.382924175,0.382105712,0.34629862,0.010037641,NA,6.9,0.2,NA
283,1,6,0.406830721,0.406012258,0.476787955,0.022584693,NA,9.5,0.45,NA
293,1,6,0.577479992,0.57666153,0.414052698,0.015056462,NA,8.25,0.3,NA
303,1,6,0.883049116,0.882230653,0.587202008,0.025094103,NA,11.7,0.5,NA
313,1,6,0.95137837,0.950559908,0.559598494,0.027603513,NA,11.15,0.55,NA
323,1,6,1.023358807,1.022540344,0.707653701,0.065244668,NA,14.1,1.3,NA
333,1,6,1.181402809,1.180584346,0.908406524,0.210790464,NA,18.1,4.2,NA
343,1,6,1.332144447,1.331325985,0.893350063,0.210790464,NA,17.8,4.2,NA
353,1,6,1.449416922,1.448598459,0.903387704,0.250941029,NA,18,5,NA
362,1,6,1.569384316,1.568565853,0.928481807,0.276035132,NA,18.5,5.5,NA
372,1,6,1.679528293,1.67870983,0.983688833,0.311166876,NA,19.6,6.2,NA
382,1,6,1.821837441,1.821018978,0.880803011,0.271016311,NA,17.55,5.4,NA
392,1,6,2.104021615,2.103203153,0.968632371,0.296110414,NA,19.3,5.9,NA
402,1,6,2.263543476,2.262725014,0.988707654,0.326223338,NA,19.7,6.5,NA
413,1,6,2.405591826,2.404773363,1.013801757,0.321204517,NA,20.2,6.4,NA
422,1,6,2.61657796,2.615759498,NA,0.321204517,NA,NA,6.4,NA
431,1,6,2.750367684,2.749549222,1.018820577,0.321204517,1,20.3,6.4,0.1
441,1,6,2.921973218,2.921154755,1.008782936,0.316185696,NA,20.1,6.3,NA
45,1,6,3.130003634,3.129185171,0.943538269,0.271016311,NA,18.8,5.4,NA
46,1,6,3.335078331,3.334259869,1.013801757,0.321204517,NA,20.2,6.4,NA
472,1,6,3.722625174,3.721806711,1.008782936,0.326223338,NA,20.1,6.5,NA
481,1,6,4.33045997,4.329641508,1.023839398,0.341279799,NA,20.4,6.8,NA
491,1,6,4.553964442,4.553145979,NA,0.306148055,NA,NA,6.1,NA
501,1,6,4.770079617,4.769261154,0.893350063,0.271016311,NA,17.8,5.4,NA
51,1,6,4.982630543,4.981812081,NA,0.281053952,1.5,NA,5.6,0.15
521,1,6,5.121983973,5.12116551,NA,0.316185696,1.5,NA,6.3,0.15
531,1,6,5.187531375,5.186712912,NA,0.306148055,1,NA,6.1,0.1
541,1,6,5.412600638,5.411782176,NA,0.250941029,NA,NA,5,NA
55,1,6,5.621674249,5.620855786,NA,0.321204517,1,NA,6.4,0.1
56,1,6,5.821532973,5.82071451,NA,0.361355082,1,NA,7.2,0.1
571,1,6,6.099022771,6.098204309,NA,0.301129235,NA,NA,6,NA
581,1,6,6.34139168,6.340573218,NA,0.311166876,NA,NA,6.2,NA
592,1,6,6.579500878,6.578682415,NA,0.336260979,NA,NA,6.7,NA
60,1,6,7.027900746,7.027082284,NA,0.331242158,1,NA,6.6,0.1
61,1,6,7.294523933,7.293705471,NA,0.286072773,NA,NA,5.7,NA
622,1,6,7.588965646,7.588147184,NA,0.296110414,NA,NA,5.9,NA
63,1,6,7.998680377,7.997861914,NA,0.265997491,NA,NA,5.3,NA
641,1,6,8.260435321,8.259616859,NA,0.291091593,NA,NA,5.8,NA
65,1,6,8.802288051,8.801469589,NA,0.306148055,NA,NA,6.1,NA
66,1,6,9.068041909,9.067223447,NA,0.301129235,NA,NA,6,NA
67,1,6,9.305803375,9.304984912,NA,0.331242158,NA,NA,6.6,NA
69,1,6,10.14948711,10.14866865,NA,0.296110414,NA,NA,5.9,NA
513,1,7,-3.54514957,-3.478656702,0.000584226,NA,NA,0.015,NA,NA
613,1,7,-3.273658141,-3.207165273,0.000701071,NA,NA,0.018,NA,NA
76,1,7,-3.076755135,-3.010262268,0.001090555,NA,NA,0.028,NA,NA
94,1,7,-2.850468812,-2.783975944,0.001596884,NA,NA,0.041,NA,NA
104,1,7,-2.606882842,-2.540389974,0.001791626,NA,NA,0.046,NA,NA
114,1,7,-2.441188745,-2.374695878,0.002259007,NA,NA,0.058,NA,NA
124,1,7,-2.212729099,-2.146236232,0.002843233,NA,NA,0.073,NA,NA
134,1,7,-2.06137893,-1.994886063,0.002297955,NA,NA,0.059,NA,NA
143,1,7,-1.93341371,-1.866920843,0.002336904,NA,NA,0.06,NA,NA
154,1,7,-1.835527271,-1.769034404,0.003894839,NA,NA,0.1,NA,NA
164,1,7,-1.795712006,-1.729219138,0.004284323,NA,NA,0.11,NA,NA
174,1,7,-1.618977432,-1.552484564,0.005413827,NA,NA,0.139,NA,NA
184,1,7,-1.521351791,-1.454858924,0.007789679,NA,NA,0.2,NA,NA
194,1,7,-1.403470787,-1.336977919,0.008101266,NA,NA,0.208,NA,NA
204,1,7,-1.211088292,-1.144595424,0.011684518,NA,NA,0.3,NA,NA
214,1,7,-1.086774253,-1.020281385,0.011684518,NA,NA,0.3,NA,NA
224,1,7,-0.983584907,-0.91709204,0.012229796,NA,NA,0.314,NA,NA
234,1,7,-0.94611683,-0.879623963,0.027263875,NA,NA,0.7,NA,NA
244,1,7,-0.881351824,-0.814858956,0.021421616,NA,NA,0.55,NA,NA
253,1,7,-0.771642511,-0.705149644,0.023369036,NA,NA,0.6,NA,NA
264,1,7,-0.645676747,-0.57918388,0.05842259,NA,NA,1.5,NA,NA
274,1,7,-0.617075825,-0.550582958,0.035053554,NA,NA,0.9,NA,NA
284,1,7,-0.593169279,-0.526676412,0.087633885,0.00194742,NA,2.25,0.05,NA
294,1,7,-0.422520008,-0.35602714,0.064264849,NA,NA,1.65,NA,NA
304,1,7,-0.116950884,-0.050458017,0.144109056,0.003894839,NA,3.7,0.1,NA
314,1,7,-0.04862163,0.017871238,0.120740019,0.003894839,NA,3.1,0.1,NA
324,1,7,0.023358807,0.089851674,0.259006816,0.007789679,NA,6.65,0.2,NA
334,1,7,0.181402809,0.247895676,0.403115871,0.013631938,NA,10.35,0.35,NA
344,1,7,0.332144447,0.398637315,0.385589094,0.015579357,NA,9.9,0.4,NA
354,1,7,0.449416922,0.515909789,0.484907498,0.025316456,NA,12.45,0.65,NA
363,1,7,0.569384316,0.635877183,0.451801363,0.019474197,NA,11.6,0.5,NA
373,1,7,0.679528293,0.74602116,0.502434275,0.027263875,NA,12.9,0.7,NA
383,1,7,0.821837441,0.888330308,0.541382668,0.035053554,NA,13.9,0.9,NA
393,1,7,1.104021615,1.170514483,0.701071081,0.089581305,NA,18,2.3,NA
403,1,7,1.263543476,1.330036344,0.872444012,0.253164557,0.263157895,22.4,6.5,0.5
414,1,7,1.405591826,1.472084693,0.917234664,0.276533593,0.263157895,23.55,7.1,0.5
423,1,7,1.61657796,1.683070827,1.032132425,0.377799416,0.789473684,26.5,9.7,1.5
432,1,7,1.750367684,1.816860552,0.954235638,0.323271665,0.631578947,24.5,8.3,1.2
442,1,7,1.921973218,1.988466085,0.99707887,0.35443038,0.631578947,25.6,9.1,1.2
451,1,7,2.130003634,2.196496501,0.965920156,0.331061344,0.263157895,24.8,8.5,0.5
461,1,7,2.335078331,2.401571198,1.012658228,0.370009737,0.631578947,26,9.5,1.2
473,1,7,2.722625174,2.789118041,0.981499513,0.35053554,0.894736842,25.2,9,1.7
482,1,7,3.33045997,3.396952838,1.004868549,0.35443038,0.947368421,25.8,9.1,1.8
492,1,7,3.553964442,3.620457309,1.004868549,0.35053554,0.736842105,25.8,9,1.4
502,1,7,3.770079617,3.836572484,0.950340798,0.346640701,0.368421053,24.4,8.9,0.7
514,1,7,3.982630543,4.049123411,0.93865628,0.319376826,1.473684211,24.1,8.2,2.8
522,1,7,4.121983973,4.18847684,1.026290166,0.346640701,0.736842105,26.35,8.9,1.4
532,1,7,4.187531375,4.254024242,1.00097371,0.35053554,1,25.7,9,1.9
542,1,7,4.412600638,4.479093506,NA,0.323271665,0.315789474,NA,8.3,0.6
551,1,7,4.621674249,4.688167116,1.012658228,0.370009737,0.526315789,26,9.5,1
561,1,7,4.821532973,4.88802584,NA,0.35053554,0.947368421,NA,9,1.8
572,1,7,5.099022771,5.165515639,0.977604674,0.35443038,0.578947368,25.1,9.1,1.1
582,1,7,5.34139168,5.407884548,1.00097371,0.35053554,1.052631579,25.7,9,2
593,1,7,5.579500878,5.645993745,1.036027264,0.397273612,1.684210526,26.6,10.2,3.2
601,1,7,6.027900746,6.094393614,1.094449854,0.447906524,2,28.1,11.5,3.8
614,1,7,6.294523933,6.361016801,NA,0.342745862,0.894736842,NA,8.8,1.7
623,1,7,6.588965646,6.655458513,0.969814995,0.366114898,1,24.9,9.4,1.9
631,1,7,6.998680377,7.065173244,NA,0.342745862,NA,NA,8.8,NA
642,1,7,7.260435321,7.326928189,NA,0.323271665,0.789473684,NA,8.3,1.5
651,1,7,7.802288051,7.868780919,NA,0.331061344,0.736842105,NA,8.5,1.4
661,1,7,8.068041909,8.134534776,NA,0.35053554,0.263157895,NA,9,0.5
671,1,7,8.305803375,8.372296242,NA,0.35443038,1.157894737,NA,9.1,2.2
68,1,7,8.828443935,8.894936802,NA,0.35053554,0.578947368,NA,9,1.1
691,1,7,9.149487114,9.215979981,NA,0.338851022,0.736842105,NA,8.7,1.4
70,1,7,10.03385545,10.10034831,NA,0.342745862,1.210526316,NA,8.8,2.3
71,1,7,10.45026401,10.51675688,NA,0.331061344,0.473684211,NA,8.5,0.9
615,1,8,-4.273658141,-4.187707586,0.000283019,NA,NA,0.009,NA,NA
77,1,8,-4.076755135,-3.990804581,0.000503145,NA,NA,0.016,NA,NA
95,1,8,-3.850468812,-3.764518257,0.000377358,NA,NA,0.012,NA,NA
105,1,8,-3.606882842,-3.520932287,0.000566038,NA,NA,0.018,NA,NA
115,1,8,-3.441188745,-3.355238191,0.00081761,NA,NA,0.026,NA,NA
125,1,8,-3.212729099,-3.126778545,0.001037736,NA,NA,0.033,NA,NA
135,1,8,-3.06137893,-2.975428376,0.000880503,NA,NA,0.028,NA,NA
144,1,8,-2.93341371,-2.847463155,0.001226415,NA,NA,0.039,NA,NA
155,1,8,-2.835527271,-2.749576716,0.001257862,NA,NA,0.04,NA,NA
165,1,8,-2.795712006,-2.709761451,0.001572327,NA,NA,0.05,NA,NA
175,1,8,-2.618977432,-2.533026877,0.002201258,NA,NA,0.07,NA,NA
185,1,8,-2.521351791,-2.435401236,0.002075472,NA,NA,0.066,NA,NA
195,1,8,-2.403470787,-2.317520232,0.00245283,NA,NA,0.078,NA,NA
205,1,8,-2.211088292,-2.125137737,0.002641509,NA,NA,0.084,NA,NA
215,1,8,-2.086774253,-2.000823698,0.003301887,NA,NA,0.105,NA,NA
225,1,8,-1.983584907,-1.897634353,0.002767296,NA,NA,0.088,NA,NA
235,1,8,-1.94611683,-1.860166275,0.004308176,NA,NA,0.137,NA,NA
245,1,8,-1.881351824,-1.795401269,0.003647799,NA,NA,0.116,NA,NA
254,1,8,-1.771642511,-1.685691956,0.004496855,NA,NA,0.143,NA,NA
265,1,8,-1.645676747,-1.559726193,0.008113208,NA,NA,0.258,NA,NA
275,1,8,-1.617075825,-1.53112527,0.005503145,NA,NA,0.175,NA,NA
285,1,8,-1.593169279,-1.507218724,0.011257862,NA,NA,0.358,NA,NA
295,1,8,-1.422520008,-1.336569453,0.007358491,NA,NA,0.234,NA,NA
305,1,8,-1.116950884,-1.03100033,0.011006289,NA,NA,0.35,NA,NA
315,1,8,-1.04862163,-0.962671075,0.012578616,NA,NA,0.4,NA,NA
325,1,8,-0.976641193,-0.890690638,0.025157233,NA,NA,0.8,NA,NA
335,1,8,-0.818597191,-0.732646637,0.048742138,NA,NA,1.55,NA,NA
345,1,8,-0.667855553,-0.581904998,0.047169811,NA,NA,1.5,NA,NA
355,1,8,-0.550583078,-0.464632524,0.113207547,NA,NA,3.6,NA,NA
364,1,8,-0.430615684,-0.344665129,0.075471698,0.003144654,NA,2.4,0.1,NA
374,1,8,-0.320471707,-0.234521152,0.097484277,NA,NA,3.1,NA,NA
384,1,8,-0.178162559,-0.092212005,0.169811321,0.006289308,NA,5.4,0.2,NA
394,1,8,0.104021615,0.18997217,0.257861635,0.009433962,NA,8.2,0.3,NA
404,1,8,0.263543476,0.349494031,0.399371069,0.022012579,0.024590164,12.7,0.7,0.15
415,1,8,0.405591826,0.49154238,0.45754717,0.02672956,0.024590164,14.55,0.85,0.15
424,1,8,0.61657796,0.702528515,0.679245283,0.072327044,0.081967213,21.6,2.3,0.5
433,1,8,0.750367684,0.836318239,0.650943396,0.072327044,0.049180328,20.7,2.3,0.3
443,1,8,0.921973218,1.007923772,0.823899371,0.226415094,0.106557377,26.2,7.2,0.65
452,1,8,1.130003634,1.215954188,0.893081761,0.311320755,0.155737705,28.4,9.9,0.95
462,1,8,1.335078331,1.421028886,0.911949686,0.283018868,0.131147541,29,9,0.8
474,1,8,1.722625174,1.808575728,0.93081761,0.352201258,0.508196721,29.6,11.2,3.1
483,1,8,2.33045997,2.416410525,1.025157233,0.380503145,0.950819672,32.6,12.1,5.8
493,1,8,2.553964442,2.639914996,0.987421384,0.364779874,0.901639344,31.4,11.6,5.5
503,1,8,2.770079617,2.856030171,1.018867925,0.389937107,0.983606557,32.4,12.4,6
515,1,8,2.982630543,3.068581098,0.971698113,0.371069182,0.967213115,30.9,11.8,5.9
523,1,8,3.121983973,3.207934527,0.993710692,0.386792453,1,31.6,12.3,6.1
533,1,8,3.187531375,3.27348193,0.987421384,0.374213836,0.967213115,31.4,11.9,5.9
543,1,8,3.412600638,3.498551193,1.012578616,0.389937107,0.606557377,32.2,12.4,3.7
552,1,8,3.621674249,3.707624804,0.987421384,0.367924528,0.983606557,31.4,11.7,6
562,1,8,3.821532973,3.907483528,1.039308176,0.374213836,0.983606557,33.05,11.9,6
573,1,8,4.099022771,4.184973326,0.990566038,0.380503145,1.049180328,31.5,12.1,6.4
583,1,8,4.34139168,4.427342235,0.993710692,0.389937107,1.049180328,31.6,12.4,6.4
594,1,8,4.579500878,4.665451433,1.050314465,0.396226415,1.016393443,33.4,12.6,6.2
602,1,8,5.027900746,5.113851301,1.119496855,0.396226415,1.081967213,35.6,12.6,6.6
616,1,8,5.294523933,5.380474488,1.003144654,0.380503145,0.885245902,31.9,12.1,5.4
624,1,8,5.588965646,5.674916201,1.025157233,0.380503145,1.016393443,32.6,12.1,6.2
632,1,8,5.998680377,6.084630931,NA,0.371069182,0.786885246,NA,11.8,4.8
643,1,8,6.260435321,6.346385876,NA,0.380503145,0.93442623,NA,12.1,5.7
652,1,8,6.802288051,6.888238606,0.974842767,0.377358491,0.901639344,31,12,5.5
662,1,8,7.068041909,7.153992464,NA,0.358490566,0.819672131,NA,11.4,5
672,1,8,7.305803375,7.39175393,0.987421384,0.377358491,1,31.4,12,6.1
681,1,8,7.828443935,7.91439449,NA,0.377358491,0.967213115,NA,12,5.9
692,1,8,8.149487114,8.235437668,NA,0.364779874,0.983606557,NA,11.6,6
701,1,8,9.033855447,9.119806002,0.990566038,0.380503145,1.06557377,31.5,12.1,6.5
711,1,8,9.45026401,9.536214565,NA,0.380503145,0.93442623,NA,12.1,5.7
