t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
1096,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3949200.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1096,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.54511,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515.30787,NA,NA
1096,1,MS,roots,1.19599,16.02255,0.00601,0.11165,0.00000,682.26510,0.94552,0.01720,NA,0.36143,0.33872,NA,NA,0.19902,30.97620,0.09387,NA,0.00000,NA,NA,1229.71192,0.74615,35.84214,0.85319,NA,0.95865,0.00000,1.94451,534.11510,NA,0.00000,0.00000,0.00581,NA,NA,16.24493,123.90479,0.89917
1097,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3952800.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1097,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.12777,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514.10845,NA,NA
1097,1,MS,roots,1.19599,14.24276,0.01045,0.11191,0.00000,626.82997,0.44845,0.01720,NA,1.05581,1.00931,NA,NA,0.58631,30.97620,0.27423,NA,0.00000,NA,NA,1230.42001,0.71173,34.61959,2.54234,NA,1.66673,0.00000,1.94451,535.33133,NA,0.00000,0.00000,0.00581,NA,NA,52.93571,123.90479,2.65143
1098,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3956400.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1098,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.71548,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.55660,NA,NA
1098,1,MS,roots,1.26055,10.73898,0.00487,0.09295,0.00000,514.11708,0.82616,0.01722,NA,0.20345,0.19031,NA,NA,0.11034,32.64812,0.05275,NA,0.00000,NA,NA,1230.94683,0.64893,31.95613,0.47936,NA,0.93301,0.00000,1.94804,534.31240,NA,0.00000,0.00000,0.00483,NA,NA,12.12781,130.59250,0.50410
1099,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3960000.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1099,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.31937,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.26778,NA,NA
1099,1,MS,roots,1.26055,8.16761,0.00865,0.09308,0.00000,420.86684,0.25952,0.01722,NA,0.69711,0.66693,NA,NA,0.38645,32.64812,0.18073,NA,0.00000,NA,NA,1231.67195,0.59542,29.65881,1.67992,NA,1.65813,0.00000,1.94804,535.04666,NA,0.00000,0.00000,0.00483,NA,NA,52.18539,130.59250,1.75049
1100,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3963600.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1100,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.93235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507.08940,NA,NA
1100,1,MS,roots,1.00842,6.88180,0.00457,0.07865,0.00000,372.59209,0.49500,0.01723,NA,0.17456,0.16356,NA,NA,0.09585,26.11820,0.04519,NA,0.00000,NA,NA,1232.05855,0.56221,28.30697,0.41199,NA,1.03631,0.00000,1.95086,534.56062,NA,0.00000,0.00000,0.00409,NA,NA,14.40741,104.47280,0.43397
1101,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3967200.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1101,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.55434,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503.06840,NA,NA
1101,1,MS,roots,1.00842,6.02428,0.00782,0.07875,0.00000,337.86350,0.19632,0.01723,NA,0.58130,0.55709,NA,NA,0.32678,26.11820,0.15049,NA,0.00000,NA,NA,1232.79485,0.53684,27.30262,1.40324,NA,1.77261,0.00000,1.95086,535.18966,NA,0.00000,0.00000,0.00409,NA,NA,54.39291,104.47280,1.46516
1102,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3970800.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1102,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.18945,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498.31076,NA,NA
1102,1,MS,roots,0.83680,5.10357,0.00471,0.06957,0.00000,299.95240,0.34130,0.01725,NA,0.17539,0.16469,NA,NA,0.09808,21.67302,0.04535,NA,0.00000,NA,NA,1233.06612,0.50862,26.10761,0.41483,NA,1.20708,0.00000,1.95321,534.96636,NA,0.00000,0.00000,0.00361,NA,NA,18.04994,86.69208,0.43815
1103,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3974400.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1103,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82265,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492.73534,NA,NA
1103,1,MS,roots,0.83680,5.19453,0.00756,0.06965,0.00000,304.28979,0.17501,0.01725,NA,0.55186,0.52982,NA,NA,0.31325,21.67302,0.14270,NA,0.00000,NA,NA,1233.79727,0.50533,26.17103,1.33455,NA,1.93823,0.00000,1.95321,535.59658,NA,0.00000,0.00000,0.00361,NA,NA,57.52952,86.69208,1.39493
1104,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3978000.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1104,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.48117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486.80935,NA,NA
1104,1,MS,roots,0.70070,3.91723,0.00229,0.02862,0.00000,247.51361,0.24882,0.01726,NA,0.17974,0.16916,NA,NA,0.10266,18.14818,0.04643,NA,0.00000,NA,NA,1233.98917,0.46549,24.30014,0.42610,NA,1.42943,0.00000,1.95517,535.57120,NA,0.00000,0.00000,0.00148,NA,NA,22.50350,72.59273,0.45156
1105,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3981600.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1105,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.14180,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480.18650,NA,NA
1105,1,MS,roots,0.70070,3.86351,0.00345,0.02866,0.00000,245.39047,0.13656,0.01726,NA,0.46941,0.45138,NA,NA,0.27260,18.14818,0.12126,NA,0.00000,NA,NA,1234.71095,0.45923,24.15457,1.13698,NA,2.15121,0.00000,1.95517,536.16493,NA,0.00000,0.00000,0.00148,NA,NA,60.86292,72.59273,1.19339
1106,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3985200.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1106,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.81416,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473.12743,NA,NA
1106,1,MS,roots,0.64951,3.39424,0.00204,0.02310,0.00000,223.65406,0.21240,0.01726,NA,0.18189,0.17139,NA,NA,0.10522,16.82242,0.04694,NA,0.00000,NA,NA,1234.79018,0.44020,23.31423,0.43171,NA,1.58092,0.00000,1.95699,536.20506,NA,0.00000,0.00000,0.00120,NA,NA,25.26427,67.28966,0.45849
1107,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3988800.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1107,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.50012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465.72509,NA,NA
1107,1,MS,roots,0.64951,2.91715,0.00294,0.02312,0.00000,200.03368,0.10658,0.01726,NA,0.39080,0.37596,NA,NA,0.23270,16.82242,0.10085,NA,0.00000,NA,NA,1235.48379,0.42004,22.38753,0.94700,NA,2.27453,0.00000,1.95699,536.71438,NA,0.00000,0.00000,0.00120,NA,NA,62.25642,67.28966,0.99946
1108,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3992400.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1108,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.18332,NA,NA,NA,NA,NA,NA,NA,NA,NA,1457.65348,NA,NA
1108,1,MS,roots,0.61141,3.09426,0.00157,0.01647,0.00000,210.05527,0.19217,0.01727,NA,0.18486,0.17434,NA,NA,0.10784,15.83545,0.04767,NA,0.00000,NA,NA,1235.52201,0.42223,22.64102,0.43913,NA,1.70135,0.00000,1.95870,536.79584,NA,0.00000,0.00000,0.00085,NA,NA,27.39398,63.34178,0.46703
1109,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3996000.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1109,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.84595,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448.58676,NA,NA
1109,1,MS,roots,0.61141,4.17098,0.00222,0.01649,0.00000,263.39395,0.15421,0.01727,NA,0.53846,0.51855,NA,NA,0.31070,15.83545,0.13884,NA,0.00000,NA,NA,1236.23469,0.45062,24.31500,1.30618,NA,2.41403,0.00000,1.95870,537.52374,NA,0.00000,0.00000,0.00085,NA,NA,65.29468,63.34178,1.36772
1110,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,3999600.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1110,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.49977,NA,NA,NA,NA,NA,NA,NA,NA,NA,1439.06876,NA,NA
1110,1,MS,roots,0.98564,4.89234,0.00362,0.04534,0.00000,298.61282,0.45953,0.01729,NA,0.14712,0.13776,NA,NA,0.08211,25.52812,0.03788,NA,0.00000,NA,NA,1236.23635,0.46439,25.21873,0.34700,NA,1.43005,0.00000,1.96146,537.25133,NA,0.00000,0.00000,0.00234,NA,NA,15.22474,102.11248,0.36698
1111,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4003200.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1111,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.14562,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429.36638,NA,NA
1111,1,MS,roots,0.98564,5.78826,0.00501,0.04540,0.00000,339.32443,0.21259,0.01729,NA,0.57576,0.55091,NA,NA,0.32291,25.52812,0.14825,NA,0.00000,NA,NA,1236.78389,0.47985,26.23295,1.38769,NA,1.97758,0.00000,1.96146,537.91989,NA,0.00000,0.00000,0.00234,NA,NA,53.84357,102.11248,1.44958
1112,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4006800.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1112,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.48774,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421.12031,NA,NA
1112,1,MS,roots,1.02499,6.45665,0.00465,0.07225,0.00000,369.41599,0.55905,0.01730,NA,0.15896,0.14875,NA,NA,0.08709,26.54721,0.04087,NA,0.00000,NA,NA,1236.98328,0.50240,26.95494,0.37468,NA,1.15198,0.00000,1.96433,537.42942,NA,0.00000,0.00000,0.00373,NA,NA,13.30469,106.18885,0.39480
1113,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4010400.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1113,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.60201,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412.92168,NA,NA
1113,1,MS,roots,1.02499,6.42809,0.00704,0.07234,0.00000,369.07790,0.21621,0.01730,NA,0.60296,0.57652,NA,NA,0.33562,26.54721,0.15503,NA,0.00000,NA,NA,1237.57581,0.50525,26.83571,1.45220,NA,1.74451,0.00000,1.96433,538.08461,NA,0.00000,0.00000,0.00373,NA,NA,51.86674,106.18885,1.51510
1114,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4014000.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1114,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57067,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404.49526,NA,NA
1114,1,MS,roots,1.05620,7.06843,0.00423,0.07574,0.00000,398.54900,0.56178,0.01732,NA,0.16197,0.15159,NA,NA,0.08823,27.35567,0.04158,NA,0.00000,NA,NA,1237.88777,0.51854,27.40956,0.38184,NA,1.00027,0.00000,1.96728,537.50448,NA,0.00000,0.00000,0.00391,NA,NA,12.58555,109.42269,0.40180
1115,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4017600.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1115,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.44108,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395.98714,NA,NA
1115,1,MS,roots,1.05620,7.32096,0.00684,0.07584,0.00000,409.98575,0.23321,0.01732,NA,0.65494,0.62615,NA,NA,0.36191,27.35567,0.16814,NA,0.00000,NA,NA,1238.50511,0.52219,27.56970,1.57720,NA,1.61761,0.00000,1.96728,538.21132,NA,0.00000,0.00000,0.00391,NA,NA,50.77930,109.42269,1.64300
1116,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4021200.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1116,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.23438,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386.99307,NA,NA
1116,1,MS,roots,1.16643,8.86230,0.00424,0.08740,0.00000,475.24963,0.66449,0.01733,NA,0.17732,0.16602,NA,NA,0.09579,30.21061,0.04545,NA,0.00000,NA,NA,1238.92193,0.54654,28.89519,0.41818,NA,0.86800,0.00000,1.97055,537.36195,NA,0.00000,0.00000,0.00452,NA,NA,11.57648,120.84245,0.43913
1117,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4024800.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1117,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.97796,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377.88392,NA,NA
1117,1,MS,roots,1.16643,9.34545,0.00717,0.08753,0.00000,495.28193,0.28132,0.01733,NA,0.75979,0.72615,NA,NA,0.41653,30.21061,0.19473,NA,0.00000,NA,NA,1239.52338,0.55062,29.20494,1.82908,NA,1.46945,0.00000,1.97055,538.17537,NA,0.00000,0.00000,0.00452,NA,NA,48.81562,120.84245,1.90247
1118,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4028400.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1118,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.60569,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383.87867,NA,NA
1118,1,MS,roots,1.14660,9.40197,0.00401,0.08810,0.00000,497.05966,0.64731,0.01735,NA,0.18929,0.17740,NA,NA,0.10210,29.69681,0.04844,NA,0.00000,NA,NA,1240.01617,0.60734,29.38156,0.44685,NA,0.81564,0.00000,1.97376,537.30995,NA,0.00000,0.00000,0.00455,NA,NA,11.84697,118.78725,0.46879
1119,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4032000.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1119,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.56298,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376.49191,NA,NA
1119,1,MS,roots,1.14660,9.54571,0.00750,0.08823,0.00000,503.50652,0.29648,0.01735,NA,0.77503,0.74140,NA,NA,0.42453,29.69681,0.19832,NA,0.00000,NA,NA,1240.72579,0.61037,29.41459,1.86750,NA,1.52526,0.00000,1.97376,538.14562,NA,0.00000,0.00000,0.00455,NA,NA,49.10803,118.78725,1.94096
1120,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4035600.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1120,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.23484,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366.86330,NA,NA
1120,1,MS,roots,1.14597,9.12942,0.00418,0.08464,0.00000,491.27826,0.68393,0.01736,NA,0.18598,0.17443,NA,NA,0.10028,29.68065,0.04751,NA,0.00000,NA,NA,1241.23085,0.59770,28.93481,0.43937,NA,0.88435,0.00000,1.97697,537.29320,NA,0.00000,0.00000,0.00438,NA,NA,11.80481,118.72262,0.46068
1121,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4039200.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1121,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.83710,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356.54290,NA,NA
1121,1,MS,roots,1.14597,8.07417,0.00747,0.08475,0.00000,450.55640,0.25917,0.01736,NA,0.69348,0.66402,NA,NA,0.38067,29.68065,0.17716,NA,0.00000,NA,NA,1241.92679,0.57200,27.87425,1.67259,NA,1.58029,0.00000,1.97697,538.03777,NA,0.00000,0.00000,0.00438,NA,NA,49.23168,118.72262,1.73818
1122,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4042800.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1122,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.43462,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346.08693,NA,NA
1122,1,MS,roots,0.95477,6.32222,0.00318,0.05741,0.00000,379.13661,0.46622,0.01738,NA,0.16301,0.15307,NA,NA,0.08890,24.72844,0.04159,NA,0.00000,NA,NA,1242.29267,0.53001,26.00523,0.38556,NA,0.99141,0.00000,1.97964,537.59159,NA,0.00000,0.00000,0.00297,NA,NA,13.44412,98.91375,0.40498
1123,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4046400.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1123,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.04666,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335.57476,NA,NA
1123,1,MS,roots,0.95477,4.87826,0.00546,0.05747,0.00000,314.04150,0.16458,0.01738,NA,0.49427,0.47383,NA,NA,0.27768,24.72844,0.12610,NA,0.00000,NA,NA,1243.00431,0.49021,24.20658,1.19353,NA,1.70305,0.00000,1.97964,538.14155,NA,0.00000,0.00000,0.00297,NA,NA,50.47802,98.91375,1.24578
1124,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4050000.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
1124,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67952,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325.10431,NA,NA
1124,1,MS,roots,0.63767,3.70712,0.00189,0.02570,0.00000,257.49569,0.23471,0.01739,NA,0.17028,0.16054,NA,NA,0.09637,16.51554,0.04340,NA,0.00000,NA,NA,1243.25576,0.45232,22.46580,0.40437,NA,1.31683,0.00000,1.98143,538.11278,NA,0.00000,0.00000,0.00133,NA,NA,20.79881,66.06215,0.42718
1125,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,0.00000,NA,NA,NA,0.00000,NA,0.00000,0.00000,NA,NA,NA,NA,4053600.00000,NA,NA,NA,NA,3523.90239,NA,NA,NA,47664.62109,7285.85416,NA,NA,NA
