t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
590,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.25040,NA,NA,NA,NA,NA,NA,NA,NA,NA,2521.33256,NA,NA
590,1,MS,roots,0.27449,9.57354,0.66827,0.00001,0.09028,0.00044,0.01335,0.00645,NA,0.00005,0.00001,NA,NA,3.28677,7.10927,0.00005,NA,0.15795,NA,NA,461.20120,1.69443,47.86770,0.00003,NA,0.66827,0.48923,0.48586,0.00002,NA,0.00000,0.00000,0.76888,NA,NA,479.23337,28.43708,3.28683
591,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,96.35900,0.00000,NA,NA,NA,8.06250,NA,1226.84930,0.00000,NA,NA,NA,NA,1781789.72729,NA,NA,NA,NA,2199.62365,NA,NA,NA,17426.36757,7050.70997,NA,NA,NA
591,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.80145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2539.85928,NA,NA
591,1,MS,roots,0.27449,8.42249,0.71553,0.00001,0.08881,0.00044,0.01222,0.00645,NA,0.00005,0.00001,NA,NA,3.30358,7.10927,0.00005,NA,0.17485,NA,NA,461.24847,1.43922,42.11247,0.00003,NA,0.71553,0.48129,0.48586,0.00002,NA,0.00000,0.00000,0.76888,NA,NA,493.35505,28.43708,3.30364
592,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,92.89306,0.00000,NA,NA,NA,7.60154,NA,1182.72071,0.00000,NA,NA,NA,NA,1786334.80030,NA,NA,NA,NA,2207.30291,NA,NA,NA,17560.95118,7050.70997,NA,NA,NA
592,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.82301,NA,NA,NA,NA,NA,NA,NA,NA,NA,2537.78878,NA,NA
592,1,MS,roots,0.26045,9.99166,0.72872,0.00000,0.05770,0.00043,0.01523,0.00643,NA,0.00005,0.00001,NA,NA,3.12274,6.74566,0.00005,NA,0.16216,NA,NA,460.05810,1.66980,49.95828,0.00003,NA,0.72872,0.48958,0.48504,0.00002,NA,0.00000,0.00000,0.49104,NA,NA,478.12337,26.98265,3.12280
593,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,89.34639,0.00000,NA,NA,NA,7.23739,NA,1137.56432,0.00000,NA,NA,NA,NA,1790732.63958,NA,NA,NA,NA,2214.58062,NA,NA,NA,17690.48897,7050.70997,NA,NA,NA
593,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.31171,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518.03470,NA,NA
593,1,MS,roots,0.26045,7.70732,0.70354,0.00001,0.05992,0.00042,0.01102,0.00643,NA,0.00005,0.00001,NA,NA,3.07292,6.74566,0.00005,NA,0.15996,NA,NA,460.03293,1.27502,38.53661,0.00003,NA,0.70354,0.50841,0.48504,0.00002,NA,0.00000,0.00000,0.49104,NA,NA,492.06632,26.98265,3.07298
594,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,82.01934,0.00000,NA,NA,NA,6.65831,NA,1044.27579,0.00000,NA,NA,NA,NA,1794795.56929,NA,NA,NA,NA,2221.23983,NA,NA,NA,17809.53101,7050.70997,NA,NA,NA
594,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.25269,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480.63498,NA,NA
594,1,MS,roots,0.23219,8.04022,0.63588,0.00000,0.03740,0.00039,0.01071,0.00642,NA,0.00005,0.00001,NA,NA,2.78871,6.01383,0.00005,NA,0.12765,NA,NA,458.89219,1.33298,40.20108,0.00003,NA,0.63588,0.52591,0.48431,0.00002,NA,0.00000,0.00000,0.29630,NA,NA,477.46104,24.05533,2.78877
595,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,66.09390,0.00000,NA,NA,NA,5.41833,NA,841.51205,0.00000,NA,NA,NA,NA,1798005.21039,NA,NA,NA,NA,2226.63963,NA,NA,NA,17905.40926,7050.70997,NA,NA,NA
595,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.06471,NA,NA,NA,NA,NA,NA,NA,NA,NA,2450.82950,NA,NA
595,1,MS,roots,0.23219,5.68474,0.56031,0.00000,0.03816,0.00031,0.00653,0.00642,NA,0.00004,0.00001,NA,NA,2.32876,6.01383,0.00004,NA,0.09586,NA,NA,458.81662,0.95175,28.42368,0.00002,NA,0.56031,0.53656,0.48431,0.00002,NA,0.00000,0.00000,0.29630,NA,NA,487.84994,24.05533,2.32881
596,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,63.76022,0.00000,NA,NA,NA,5.31787,NA,811.79937,0.00000,NA,NA,NA,NA,1801098.63982,NA,NA,NA,NA,2231.92428,NA,NA,NA,17998.01091,7050.70997,NA,NA,NA
596,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.82989,NA,NA,NA,NA,NA,NA,NA,NA,NA,2402.06202,NA,NA
596,1,MS,roots,0.17518,5.60319,0.43964,0.00000,0.01704,0.00031,0.00625,0.00640,NA,0.00004,0.00001,NA,NA,2.22669,4.53717,0.00004,NA,0.08463,NA,NA,457.97062,0.95441,28.01593,0.00002,NA,0.53062,0.55539,0.48376,0.00003,NA,0.00000,0.00000,0.12786,NA,NA,475.93725,18.14869,2.22674
597,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,59.09128,0.00000,NA,NA,NA,5.03871,NA,752.35422,0.00000,NA,NA,NA,NA,1803939.10017,NA,NA,NA,NA,2236.92269,NA,NA,NA,18083.86824,7050.70997,NA,NA,NA
597,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.72849,NA,NA,NA,NA,NA,NA,NA,NA,NA,2346.59291,NA,NA
597,1,MS,roots,0.17518,3.59533,0.39694,0.00000,0.01766,0.00029,0.00357,0.00640,NA,0.00004,0.00001,NA,NA,2.11094,4.53717,0.00004,NA,0.07378,NA,NA,457.91908,0.62610,17.97663,0.00002,NA,0.47908,0.57556,0.48376,0.00003,NA,0.00000,0.00000,0.12786,NA,NA,482.56677,18.14869,2.11099
598,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,55.55639,0.00000,NA,NA,NA,4.85819,NA,707.34767,0.00000,NA,NA,NA,NA,1806591.86258,NA,NA,NA,NA,2241.73776,NA,NA,NA,18164.62370,7050.70997,NA,NA,NA
598,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.62613,NA,NA,NA,NA,NA,NA,NA,NA,NA,2285.33218,NA,NA
598,1,MS,roots,0.14849,3.36457,0.28677,0.00000,0.01457,0.00027,0.00306,0.00639,NA,0.00004,0.00001,NA,NA,1.97427,3.84581,0.00004,NA,0.05983,NA,NA,457.16742,0.60087,16.82287,0.00002,NA,0.42766,0.58669,0.48327,0.00003,NA,0.00000,0.00000,0.10348,NA,NA,469.64494,15.38324,1.97431
599,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,42.21054,0.00000,NA,NA,NA,3.77983,NA,537.42744,0.00000,NA,NA,NA,NA,1808458.53617,NA,NA,NA,NA,2245.48311,NA,NA,NA,18225.90840,7050.70997,NA,NA,NA
599,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.10961,NA,NA,NA,NA,NA,NA,NA,NA,NA,2244.93353,NA,NA
599,1,MS,roots,0.14849,2.04392,0.25266,0.00000,0.01473,0.00021,0.00163,0.00639,NA,0.00003,0.00001,NA,NA,1.56711,3.84581,0.00003,NA,0.04115,NA,NA,457.11655,0.37379,10.21960,0.00002,NA,0.37680,0.59319,0.48327,0.00003,NA,0.00000,0.00000,0.10348,NA,NA,472.99821,15.38324,1.56714
600,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,33.22814,0.00000,NA,NA,NA,3.04195,NA,423.06294,0.00000,NA,NA,NA,NA,1809816.63785,NA,NA,NA,NA,2248.49813,NA,NA,NA,18274.11961,7050.70997,NA,NA,NA
600,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.85733,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215.87517,NA,NA
600,1,MS,roots,0.07438,1.87482,0.05121,0.00000,0.00252,0.00017,0.00184,0.00639,NA,0.00002,0.00000,NA,NA,1.26947,1.92652,0.00002,NA,0.03790,NA,NA,456.83703,0.35052,9.37410,0.00001,NA,0.45674,0.60571,0.48302,0.00003,NA,0.00000,0.00000,0.01730,NA,NA,466.39514,7.70609,1.26950
601,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,30.99578,0.00000,NA,NA,NA,2.89736,NA,394.64030,0.00000,NA,NA,NA,NA,1811057.92373,NA,NA,NA,NA,2251.37169,NA,NA,NA,18319.09031,7050.70997,NA,NA,NA
601,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.52680,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187.69560,NA,NA
601,1,MS,roots,0.07438,1.24945,0.06045,0.00000,0.00258,0.00016,0.00144,0.00639,NA,0.00002,0.00000,NA,NA,1.20426,1.92652,0.00002,NA,0.04165,NA,NA,456.91941,0.23852,6.24725,0.00001,NA,0.53912,0.62198,0.48302,0.00003,NA,0.00000,0.00000,0.01730,NA,NA,468.14887,7.70609,1.20428
602,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,30.61673,0.00000,NA,NA,NA,2.92063,NA,389.81425,0.00000,NA,NA,NA,NA,1812285.26053,NA,NA,NA,NA,2254.26987,NA,NA,NA,18363.52114,7050.70997,NA,NA,NA
602,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.01951,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156.36712,NA,NA
602,1,MS,roots,0.06647,1.21687,0.03413,0.00000,0.00139,0.00015,0.00153,0.00638,NA,0.00002,0.00000,NA,NA,1.18433,1.72151,0.00002,NA,0.04304,NA,NA,456.63652,0.23707,6.08436,0.00001,NA,0.58153,0.63920,0.48280,0.00003,NA,0.00000,0.00000,0.00906,NA,NA,461.28394,6.88604,1.18436
603,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,29.01395,0.00000,NA,NA,NA,2.82123,NA,369.40760,0.00000,NA,NA,NA,NA,1813432.06466,NA,NA,NA,NA,2257.07104,NA,NA,NA,18405.62319,7050.70997,NA,NA,NA
603,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.45474,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126.43498,NA,NA
603,1,MS,roots,0.06647,0.69107,0.03716,0.00000,0.00143,0.00015,0.00095,0.00638,NA,0.00002,0.00000,NA,NA,1.13739,1.72151,0.00002,NA,0.04436,NA,NA,456.68828,0.13724,3.45536,0.00001,NA,0.63329,0.65851,0.48280,0.00003,NA,0.00000,0.00000,0.00906,NA,NA,461.94244,6.88604,1.13742
604,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,32.40441,0.00000,NA,NA,NA,3.21093,NA,412.57516,0.00000,NA,NA,NA,NA,1814775.04617,NA,NA,NA,NA,2260.26072,NA,NA,NA,18452.67728,7050.70997,NA,NA,NA
604,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.52061,NA,NA,NA,NA,NA,NA,NA,NA,NA,2088.31643,NA,NA
604,1,MS,roots,0.07167,0.70438,0.07900,0.00000,0.00340,0.00017,0.00090,0.00638,NA,0.00002,0.00000,NA,NA,1.23784,1.85621,0.00002,NA,0.04444,NA,NA,456.27938,0.14254,3.52190,0.00001,NA,0.58110,0.67580,0.48254,0.00003,NA,0.00000,0.00000,0.02098,NA,NA,453.39061,7.42482,1.23787
605,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,39.75379,0.00000,NA,NA,NA,4.01208,NA,506.14799,0.00000,NA,NA,NA,NA,1816563.09242,NA,NA,NA,NA,2264.25210,NA,NA,NA,18510.45280,7050.70997,NA,NA,NA
605,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.98796,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037.44496,NA,NA
605,1,MS,roots,0.07167,-0.01234,0.07312,0.00000,0.00351,0.00021,-0.00001,0.00638,NA,0.00003,0.00001,NA,NA,1.48063,1.85621,0.00003,NA,0.05100,NA,NA,456.23615,-0.00254,-0.06171,0.00001,NA,0.53787,0.69804,0.48254,0.00003,NA,0.00000,0.00000,0.02098,NA,NA,452.56738,7.42482,1.48066
606,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,47.37926,0.00000,NA,NA,NA,4.85038,NA,603.23599,0.00000,NA,NA,NA,NA,1818842.87765,NA,NA,NA,NA,2269.09140,NA,NA,NA,18579.34834,7050.70997,NA,NA,NA
606,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.81696,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980.57814,NA,NA
606,1,MS,roots,0.11892,0.21604,0.18901,0.00000,0.03499,0.00025,0.00009,0.00637,NA,0.00003,0.00001,NA,NA,1.69517,3.07997,0.00003,NA,0.02123,NA,NA,455.27959,0.04517,1.08018,0.00002,NA,0.18901,0.67698,0.48211,0.00003,NA,0.00000,0.00000,0.21533,NA,NA,436.69589,12.31987,1.69520
607,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,60.28771,0.00000,NA,NA,NA,6.19877,NA,767.58717,0.00000,NA,NA,NA,NA,1821965.15675,NA,NA,NA,NA,2275.30915,NA,NA,NA,18667.04482,7050.70997,NA,NA,NA
607,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.69925,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921.55549,NA,NA
607,1,MS,roots,0.11892,-0.60378,0.05027,0.00000,0.03363,0.00032,-0.00007,0.00637,NA,0.00004,0.00001,NA,NA,2.10701,3.07997,0.00004,NA,0.00733,NA,NA,455.14084,-0.12678,-3.01890,0.00002,NA,0.05027,0.65071,0.48211,0.00003,NA,0.00000,0.00000,0.21533,NA,NA,434.13630,12.31987,2.10705
608,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,65.67010,0.00000,NA,NA,NA,6.69125,NA,836.11613,0.00000,NA,NA,NA,NA,1825443.32300,NA,NA,NA,NA,2282.06053,NA,NA,NA,18762.43260,7050.70997,NA,NA,NA
608,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.23869,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879.93230,NA,NA
608,1,MS,roots,0.05027,0.47886,0.04456,0.00001,0.06893,0.00035,0.00005,0.00636,NA,0.00004,0.00001,NA,NA,2.20552,4.48227,0.00004,NA,0.00637,NA,NA,454.20109,0.09964,2.39428,0.00002,NA,0.04456,0.57828,0.48142,0.00002,NA,0.00000,0.00000,0.49665,NA,NA,410.97549,17.92909,2.20557
609,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,73.86987,0.00000,NA,NA,NA,7.33456,NA,940.51611,0.00000,NA,NA,NA,NA,1829413.55604,NA,NA,NA,NA,2289.50711,NA,NA,NA,18869.56472,7050.70997,NA,NA,NA
609,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.39031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858.95730,NA,NA
609,1,MS,roots,0.05027,0.26319,0.03642,0.00000,0.06155,0.00040,0.00002,0.00636,NA,0.00004,0.00001,NA,NA,2.45723,4.48227,0.00004,NA,0.00583,NA,NA,454.19296,0.05337,1.31596,0.00003,NA,0.03642,0.51636,0.48142,0.00002,NA,0.00000,0.00000,0.49665,NA,NA,409.16196,17.92909,2.45728
610,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,80.17608,0.00000,NA,NA,NA,7.65771,NA,1020.80725,0.00000,NA,NA,NA,NA,1833721.23659,NA,NA,NA,NA,2297.32273,NA,NA,NA,18985.66810,7050.70997,NA,NA,NA
610,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.37288,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855.16215,NA,NA
610,1,MS,roots,0.03642,2.19019,0.13450,0.00001,0.07157,0.00044,0.00077,0.00634,NA,0.00004,0.00001,NA,NA,2.54262,5.17904,0.00004,NA,0.02014,NA,NA,453.12268,0.42721,10.95095,0.00003,NA,0.13450,0.44356,0.48053,0.00002,NA,0.00000,0.00000,0.67232,NA,NA,385.04903,20.71617,2.54268
611,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,84.05454,0.00000,NA,NA,NA,7.64565,NA,1070.18804,0.00000,NA,NA,NA,NA,1838207.93376,NA,NA,NA,NA,2305.14110,NA,NA,NA,19107.22187,7050.70997,NA,NA,NA
611,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.53661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871.63323,NA,NA
611,1,MS,roots,0.03642,2.40563,0.18307,0.00001,0.06274,0.00047,0.00114,0.00634,NA,0.00004,0.00001,NA,NA,2.65962,5.17904,0.00005,NA,0.02873,NA,NA,453.17126,0.44688,12.02815,0.00003,NA,0.18307,0.38883,0.48053,0.00002,NA,0.00000,0.00000,0.67232,NA,NA,386.82130,20.71617,2.65967
612,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,88.86022,0.00000,NA,NA,NA,7.67399,NA,1131.37433,0.00000,NA,NA,NA,NA,1842895.28886,NA,NA,NA,NA,2313.00264,NA,NA,NA,19235.65248,7050.70997,NA,NA,NA
612,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.81173,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894.08409,NA,NA
612,1,MS,roots,0.18307,4.66521,0.25508,0.00001,0.05932,0.00050,0.00324,0.00632,NA,0.00004,0.00001,NA,NA,2.68802,5.26554,0.00005,NA,0.03702,NA,NA,451.96148,0.82280,23.32605,0.00003,NA,0.25508,0.33425,0.47952,0.00002,NA,0.00000,0.00000,0.73950,NA,NA,366.78030,21.06218,2.68808
613,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,92.58030,0.00000,NA,NA,NA,7.58836,NA,1178.73861,0.00000,NA,NA,NA,NA,1847718.56681,NA,NA,NA,NA,2320.77199,NA,NA,NA,19369.42386,7050.70997,NA,NA,NA
613,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.33780,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921.75127,NA,NA
613,1,MS,roots,0.18307,4.78048,0.33943,0.00001,0.05331,0.00052,0.00435,0.00632,NA,0.00005,0.00001,NA,NA,2.81700,5.26554,0.00005,NA,0.05245,NA,NA,452.04583,0.80022,23.90242,0.00003,NA,0.33943,0.30038,0.47952,0.00002,NA,0.00000,0.00000,0.73950,NA,NA,373.07744,21.06218,2.81706
614,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,91.67051,0.00000,NA,NA,NA,7.18054,NA,1167.15507,0.00000,NA,NA,NA,NA,1852488.33126,NA,NA,NA,NA,2328.09727,NA,NA,NA,19501.91294,7050.70997,NA,NA,NA
614,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.34576,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948.67565,NA,NA
614,1,MS,roots,0.19785,6.73108,0.38941,0.00001,0.04414,0.00052,0.00732,0.00631,NA,0.00005,0.00001,NA,NA,2.69607,5.12426,0.00005,NA,0.05369,NA,NA,450.78673,1.07677,33.65541,0.00003,NA,0.38941,0.27206,0.47848,0.00002,NA,0.00000,0.00000,0.67595,NA,NA,357.97803,20.49702,2.69613
615,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,93.33756,0.00000,NA,NA,NA,7.02744,NA,1188.38013,0.00000,NA,NA,NA,NA,1857311.60922,NA,NA,NA,NA,2335.24971,NA,NA,NA,19636.86390,7050.70997,NA,NA,NA
615,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.60679,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970.79146,NA,NA
615,1,MS,roots,0.19785,6.38324,0.45097,0.00001,0.04195,0.00053,0.00783,0.00631,NA,0.00005,0.00001,NA,NA,2.78658,5.12426,0.00005,NA,0.06664,NA,NA,450.84829,0.98150,31.91619,0.00003,NA,0.45097,0.25857,0.47848,0.00002,NA,0.00000,0.00000,0.67595,NA,NA,367.79584,20.49702,2.78664
616,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,90.18787,0.00000,NA,NA,NA,6.60626,NA,1148.27807,0.00000,NA,NA,NA,NA,1861998.96432,NA,NA,NA,NA,2341.93641,NA,NA,NA,19767.39705,7050.70997,NA,NA,NA
616,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.30948,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982.33480,NA,NA
616,1,MS,roots,0.19106,7.64723,0.46038,0.00000,0.03063,0.00052,0.00989,0.00629,NA,0.00005,0.00001,NA,NA,2.62753,4.94855,0.00005,NA,0.06100,NA,NA,449.57217,1.14399,38.23616,0.00003,NA,0.46038,0.25037,0.47744,0.00002,NA,0.00000,0.00000,0.50980,NA,NA,355.98565,19.79418,2.62759
617,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,85.72565,0.00000,NA,NA,NA,6.16753,NA,1091.46477,0.00000,NA,NA,NA,NA,1866485.66149,NA,NA,NA,NA,2348.15434,NA,NA,NA,19891.51507,7050.70997,NA,NA,NA
617,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.38920,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.97606,NA,NA
617,1,MS,roots,0.19106,6.62011,0.48089,0.00001,0.03051,0.00049,0.00868,0.00629,NA,0.00005,0.00001,NA,NA,2.55684,4.94855,0.00005,NA,0.06486,NA,NA,449.59268,0.97269,33.10057,0.00003,NA,0.48089,0.24936,0.47744,0.00002,NA,0.00000,0.00000,0.50980,NA,NA,366.91249,19.79418,2.55690
618,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,75.46436,0.00000,NA,NA,NA,5.41515,NA,960.81735,0.00000,NA,NA,NA,NA,1870455.89452,NA,NA,NA,NA,2353.57433,NA,NA,NA,20000.92191,7050.70997,NA,NA,NA
618,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.01433,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979.37017,NA,NA
618,1,MS,roots,0.16141,6.89861,0.44454,0.00000,0.01441,0.00044,0.00856,0.00627,NA,0.00004,0.00001,NA,NA,2.23227,4.18056,0.00005,NA,0.05049,NA,NA,448.47062,1.01097,34.49303,0.00003,NA,0.44454,0.25545,0.47657,0.00002,NA,0.00000,0.00000,0.23496,NA,NA,358.23617,16.72224,2.23233
619,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,62.74468,0.00000,NA,NA,NA,4.54367,NA,798.86950,0.00000,NA,NA,NA,NA,1873694.91578,NA,NA,NA,NA,2358.10111,NA,NA,NA,20091.90244,7050.70997,NA,NA,NA
619,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.14827,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965.92821,NA,NA
619,1,MS,roots,0.16141,5.42359,0.42242,0.00000,0.01473,0.00037,0.00623,0.00627,NA,0.00004,0.00001,NA,NA,1.92477,4.18056,0.00004,NA,0.04269,NA,NA,448.44850,0.80210,27.11795,0.00002,NA,0.42242,0.26123,0.47657,0.00003,NA,0.00000,0.00000,0.23496,NA,NA,367.67499,16.72224,1.92481
