t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
0,1,MS,319405.57047,19.10000,0.00689,319405.57047,1
1,1,MS,317634.71882,17.90000,0.00628,317634.71882,1
2,1,MS,315976.63581,17.10000,0.00590,315976.63581,1
3,1,MS,314276.02934,16.70000,0.00572,314276.02934,1
4,1,MS,312561.73431,16.50000,0.00563,312561.73431,1
5,1,MS,310780.28178,16.40000,0.00559,310780.28178,1
6,1,MS,308962.85054,16.60000,0.00568,308962.85054,1
7,1,MS,307053.75494,16.90000,0.00581,307053.75494,1
8,1,MS,305224.31315,16.50000,0.00563,305224.31315,1
9,1,MS,303510.13718,15.50000,0.00521,303510.13718,1
10,1,MS,301718.28427,16.30000,0.00554,301718.28427,1
11,1,MS,299628.15309,18.20000,0.00643,299628.15309,1
12,1,MS,297655.54082,17.80000,0.00623,297655.54082,1
13,1,MS,295523.01538,18.70000,0.00668,295523.01538,1
14,1,MS,293421.24204,18.80000,0.00673,293421.24204,1
15,1,MS,291215.28106,19.20000,0.00694,291215.28106,1
16,1,MS,289104.60444,18.80000,0.00673,289104.60444,1
17,1,MS,287059.50584,18.10000,0.00638,287059.50584,1
18,1,MS,285291.53976,16.30000,0.00554,285291.53976,1
19,1,MS,283813.73024,13.80000,0.00455,283813.73024,1
20,1,MS,282577.25659,11.60000,0.00381,282577.25659,1
21,1,MS,281276.28598,12.10000,0.00396,281276.28598,1
22,1,MS,279997.47722,12.00000,0.00393,279997.47722,1
23,1,MS,278861.61435,10.50000,0.00348,278861.61435,1
24,1,MS,277747.29169,10.40000,0.00345,277747.29169,1
25,1,MS,276695.28505,9.70000,0.00326,276695.28505,1
26,1,MS,275465.85145,11.80000,0.00387,275465.85145,1
27,1,MS,274449.92005,9.50000,0.00320,274449.92005,1
28,1,MS,273471.85032,9.20000,0.00313,273471.85032,1
29,1,MS,272067.31985,13.70000,0.00451,272067.31985,1
30,1,MS,270562.07804,14.90000,0.00496,270562.07804,1
31,1,MS,268915.08099,16.10000,0.00546,268915.08099,1
32,1,MS,267019.49187,18.30000,0.00648,267019.49187,1
33,1,MS,264936.75587,19.50000,0.00710,264936.75587,1
34,1,MS,262779.74845,20.30000,0.00755,262779.74845,1
35,1,MS,260420.09905,21.30000,0.00814,260420.09905,1
36,1,MS,257905.49329,22.40000,0.00884,257905.49329,1
37,1,MS,255216.81678,23.00000,0.00924,255216.81678,1
38,1,MS,252528.49096,23.20000,0.00938,252528.49096,1
39,1,MS,249855.29968,22.80000,0.00910,249855.29968,1
40,1,MS,247370.53366,22.00000,0.00858,247370.53366,1
41,1,MS,245039.63914,20.90000,0.00790,245039.63914,1
42,1,MS,242958.53656,19.60000,0.00716,242958.53656,1
43,1,MS,241183.65260,17.40000,0.00604,241183.65260,1
44,1,MS,239600.81835,16.10000,0.00546,239600.81835,1
45,1,MS,238098.69612,15.40000,0.00516,238098.69612,1
46,1,MS,236855.27222,13.20000,0.00433,236855.27222,1
47,1,MS,235531.39715,14.00000,0.00462,235531.39715,1
48,1,MS,234300.60423,13.30000,0.00437,234300.60423,1
49,1,MS,233103.20900,13.00000,0.00426,233103.20900,1
50,1,MS,231953.95314,12.70000,0.00416,231953.95314,1
51,1,MS,230854.56269,12.20000,0.00400,230854.56269,1
52,1,MS,229790.18620,12.00000,0.00393,229790.18620,1
53,1,MS,228695.50506,12.40000,0.00406,228695.50506,1
54,1,MS,227530.65440,13.40000,0.00440,227530.65440,1
55,1,MS,226313.78834,14.00000,0.00462,226313.78834,1
56,1,MS,225062.01856,14.60000,0.00485,225062.01856,1
57,1,MS,223565.58840,16.90000,0.00581,223565.58840,1
58,1,MS,222008.11562,17.70000,0.00618,222008.11562,1
59,1,MS,220395.09458,18.10000,0.00638,220395.09458,1
60,1,MS,218629.47332,19.50000,0.00710,218629.47332,1
61,1,MS,216799.44479,19.80000,0.00727,216799.44479,1
62,1,MS,214947.94664,20.10000,0.00744,214947.94664,1
63,1,MS,213202.17507,19.10000,0.00689,213202.17507,1
64,1,MS,211366.28790,19.90000,0.00732,211366.28790,1
65,1,MS,209719.40852,18.30000,0.00648,209719.40852,1
66,1,MS,208232.49251,17.10000,0.00590,208232.49251,1
67,1,MS,206825.73973,16.30000,0.00554,206825.73973,1
68,1,MS,205550.12271,15.20000,0.00508,205550.12271,1
69,1,MS,204282.64501,15.10000,0.00504,204282.64501,1
70,1,MS,203072.64116,14.70000,0.00489,203072.64116,1
71,1,MS,201874.25183,14.60000,0.00485,201874.25183,1
72,1,MS,200818.29406,13.20000,0.00433,200818.29406,1
73,1,MS,199764.97437,13.20000,0.00433,199764.97437,1
74,1,MS,198751.79504,12.90000,0.00423,198751.79504,1
75,1,MS,197781.53020,12.40000,0.00406,197781.53020,1
76,1,MS,196877.05241,11.70000,0.00384,196877.05241,1
77,1,MS,195982.62807,11.60000,0.00381,195982.62807,1
78,1,MS,195092.94932,11.70000,0.00384,195092.94932,1
79,1,MS,194191.39683,11.90000,0.00390,194191.39683,1
80,1,MS,193272.89856,12.30000,0.00403,193272.89856,1
81,1,MS,192333.53539,12.60000,0.00413,192333.53539,1
82,1,MS,191368.09475,13.10000,0.00430,191368.09475,1
83,1,MS,190338.18660,13.90000,0.00458,190338.18660,1
84,1,MS,189228.36468,15.00000,0.00500,189228.36468,1
85,1,MS,188051.19922,15.70000,0.00529,188051.19922,1
86,1,MS,186868.73723,15.90000,0.00537,186868.73723,1
87,1,MS,185650.71656,16.20000,0.00550,185650.71656,1
88,1,MS,184445.39114,16.20000,0.00550,184445.39114,1
89,1,MS,183233.41741,16.20000,0.00550,183233.41741,1
90,1,MS,182107.89627,15.40000,0.00516,182107.89627,1
91,1,MS,181129.64199,13.60000,0.00447,181129.64199,1
92,1,MS,180122.83752,14.10000,0.00466,180122.83752,1
93,1,MS,179123.77128,14.00000,0.00462,179123.77128,1
94,1,MS,178234.49976,12.70000,0.00416,178234.49976,1
95,1,MS,177408.56197,11.80000,0.00387,177408.56197,1
96,1,MS,176673.39744,10.50000,0.00348,176673.39744,1
97,1,MS,175870.58047,11.60000,0.00381,175870.58047,1
98,1,MS,175045.15614,12.10000,0.00396,175045.15614,1
99,1,MS,174221.73727,12.10000,0.00396,174221.73727,1
100,1,MS,173382.65489,12.50000,0.00409,173382.65489,1
101,1,MS,172490.19276,13.30000,0.00437,172490.19276,1
102,1,MS,171469.24025,15.20000,0.00508,171469.24025,1
103,1,MS,170200.72517,18.00000,0.00633,170200.72517,1
104,1,MS,168775.79809,19.80000,0.00727,168775.79809,1
105,1,MS,167426.58559,19.00000,0.00684,167426.58559,1
106,1,MS,165910.62097,20.70000,0.00778,165910.62097,1
107,1,MS,164371.79150,20.70000,0.00778,164371.79150,1
108,1,MS,162844.83263,20.70000,0.00778,162844.83263,1
109,1,MS,161340.65763,20.30000,0.00755,161340.65763,1
110,1,MS,159957.90401,19.30000,0.00700,159957.90401,1
111,1,MS,158600.58196,18.90000,0.00678,158600.58196,1
112,1,MS,157245.29687,19.00000,0.00684,157245.29687,1
113,1,MS,155910.07828,18.70000,0.00668,155910.07828,1
114,1,MS,154660.60099,18.00000,0.00633,154660.60099,1
115,1,MS,153509.62141,16.90000,0.00581,153509.62141,1
116,1,MS,152467.10791,15.80000,0.00533,152467.10791,1
117,1,MS,151503.43552,14.80000,0.00492,151503.43552,1
118,1,MS,150710.44526,12.50000,0.00409,150710.44526,1
119,1,MS,149905.24552,12.70000,0.00416,149905.24552,1
120,1,MS,148936.47761,15.20000,0.00508,148936.47761,1
121,1,MS,147970.17235,15.20000,0.00508,147970.17235,1
122,1,MS,146966.18292,15.90000,0.00537,146966.18292,1
123,1,MS,146047.88749,14.80000,0.00492,146047.88749,1
124,1,MS,145136.37371,14.90000,0.00496,145136.37371,1
125,1,MS,144190.26644,15.40000,0.00516,144190.26644,1
126,1,MS,143222.65426,15.90000,0.00537,143222.65426,1
127,1,MS,142093.97752,17.90000,0.00628,142093.97752,1
128,1,MS,140935.12751,18.50000,0.00658,140935.12751,1
129,1,MS,139720.00436,19.10000,0.00689,139720.00436,1
130,1,MS,138694.13104,17.10000,0.00590,138694.13104,1
131,1,MS,137631.83856,17.50000,0.00609,137631.83856,1
132,1,MS,136483.21336,18.70000,0.00668,136483.21336,1
133,1,MS,135301.12863,19.00000,0.00684,135301.12863,1
134,1,MS,134126.32401,19.10000,0.00689,134126.32401,1
135,1,MS,132887.83745,19.70000,0.00721,132887.83745,1
136,1,MS,131629.49892,20.10000,0.00744,131629.49892,1
137,1,MS,130323.42718,20.50000,0.00767,130323.42718,1
138,1,MS,129103.79786,19.80000,0.00727,129103.79786,1
139,1,MS,128092.12421,17.30000,0.00599,128092.12421,1
140,1,MS,127085.73358,17.40000,0.00604,127085.73358,1
141,1,MS,126122.58039,16.80000,0.00577,126122.58039,1
142,1,MS,125296.65988,15.00000,0.00500,125296.65988,1
143,1,MS,124470.08522,15.00000,0.00500,124470.08522,1
144,1,MS,123698.00622,14.30000,0.00473,123698.00622,1
145,1,MS,122956.41634,13.80000,0.00455,122956.41634,1
146,1,MS,122241.22916,13.50000,0.00444,122241.22916,1
147,1,MS,121503.42939,13.90000,0.00458,121503.42939,1
148,1,MS,120740.13558,14.50000,0.00481,120740.13558,1
149,1,MS,119946.90334,15.00000,0.00500,119946.90334,1
150,1,MS,119034.34805,17.00000,0.00586,119034.34805,1
151,1,MS,117960.94986,19.10000,0.00689,117960.94986,1
152,1,MS,116954.07651,18.50000,0.00658,116954.07651,1
153,1,MS,115903.75984,19.00000,0.00684,115903.75984,1
154,1,MS,114837.31053,19.40000,0.00705,114837.31053,1
155,1,MS,113613.19448,21.10000,0.00802,113613.19448,1
156,1,MS,112358.95020,21.60000,0.00833,112358.95020,1
157,1,MS,110964.69869,22.80000,0.00910,110964.69869,1
158,1,MS,109562.57328,23.00000,0.00924,109562.57328,1
159,1,MS,108100.52216,23.30000,0.00945,108100.52216,1
160,1,MS,106628.53568,23.50000,0.00959,106628.53568,1
161,1,MS,105326.97435,21.60000,0.00833,105326.97435,1
162,1,MS,104065.72879,21.30000,0.00814,104065.72879,1
163,1,MS,102969.35522,19.30000,0.00700,102969.35522,1
164,1,MS,101940.70213,18.60000,0.00663,101940.70213,1
165,1,MS,100946.42865,18.10000,0.00638,100946.42865,1
166,1,MS,100045.08955,17.00000,0.00586,100045.08955,1
167,1,MS,99303.88652,14.50000,0.00481,99303.88652,1
168,1,MS,98712.19955,11.80000,0.00387,98712.19955,1
169,1,MS,98105.63162,12.10000,0.00396,98105.63162,1
170,1,MS,97504.58962,12.10000,0.00396,97504.58962,1
171,1,MS,96868.88949,12.80000,0.00420,96868.88949,1
172,1,MS,96249.76321,12.60000,0.00413,96249.76321,1
173,1,MS,95366.26731,17.10000,0.00590,95366.26731,1
174,1,MS,94338.63812,19.30000,0.00700,94338.63812,1
175,1,MS,93048.16188,22.30000,0.00877,93048.16188,1
176,1,MS,91744.91505,22.70000,0.00904,91744.91505,1
177,1,MS,90246.05675,24.50000,0.01031,90246.05675,1
178,1,MS,88475.74354,27.10000,0.01240,88475.74354,1
179,1,MS,86484.51889,28.60000,0.01374,86484.51889,1
180,1,MS,84370.83314,29.70000,0.01479,84370.83314,1
181,1,MS,82263.63963,29.40000,0.01450,82263.63963,1
182,1,MS,80028.48543,30.50000,0.01558,80028.48543,1
183,1,MS,77834.75217,30.00000,0.01508,77834.75217,1
184,1,MS,75895.49611,28.40000,0.01356,75895.49611,1
185,1,MS,74139.81077,26.80000,0.01214,74139.81077,1
186,1,MS,72588.94301,25.30000,0.01092,72588.94301,1
187,1,MS,71268.57438,23.00000,0.00924,71268.57438,1
188,1,MS,70073.00576,21.90000,0.00852,70073.00576,1
189,1,MS,68986.13870,20.60000,0.00772,68986.13870,1
190,1,MS,67934.92862,20.40000,0.00761,67934.92862,1
191,1,MS,66930.18258,19.80000,0.00727,66930.18258,1
192,1,MS,66298.97691,14.00000,0.00462,66298.97691,1
193,1,MS,65621.63937,14.90000,0.00496,65621.63937,1
194,1,MS,65064.37230,12.60000,0.00413,65064.37230,1
195,1,MS,64579.59546,10.90000,0.00360,64579.59546,1
196,1,MS,64067.08018,11.70000,0.00384,64067.08018,1
197,1,MS,63426.44924,14.50000,0.00481,63426.44924,1
198,1,MS,62670.14589,16.80000,0.00577,62670.14589,1
199,1,MS,61858.56899,17.70000,0.00618,61858.56899,1
200,1,MS,60973.86595,19.00000,0.00684,60973.86595,1
201,1,MS,60033.68479,19.70000,0.00721,60033.68479,1
202,1,MS,59036.48692,20.60000,0.00772,59036.48692,1
203,1,MS,57947.66509,21.60000,0.00833,57947.66509,1
204,1,MS,56800.83354,22.40000,0.00884,56800.83354,1
205,1,MS,55581.79967,23.00000,0.00924,55581.79967,1
206,1,MS,54380.88377,22.90000,0.00917,54380.88377,1
207,1,MS,53135.94277,23.20000,0.00938,53135.94277,1
208,1,MS,51982.50772,22.30000,0.00877,51982.50772,1
209,1,MS,50846.25500,22.00000,0.00858,50846.25500,1
210,1,MS,49896.03056,19.80000,0.00727,49896.03056,1
211,1,MS,49110.59109,17.30000,0.00599,49110.59109,1
212,1,MS,48430.57054,15.60000,0.00525,48430.57054,1
213,1,MS,47751.30376,15.60000,0.00525,47751.30376,1
214,1,MS,47096.54072,15.30000,0.00512,47096.54072,1
215,1,MS,46493.31536,14.30000,0.00473,46493.31536,1
216,1,MS,46107.79452,8.90000,0.00305,46107.79452,1
217,1,MS,45738.58535,8.40000,0.00292,45738.58535,1
218,1,MS,45398.38960,7.50000,0.00271,45398.38960,1
219,1,MS,45067.32650,7.20000,0.00264,45067.32650,1
220,1,MS,44718.68955,7.90000,0.00280,44718.68955,1
221,1,MS,44321.47275,9.50000,0.00320,44321.47275,1
222,1,MS,43879.84186,10.90000,0.00360,43879.84186,1
223,1,MS,43405.30489,11.80000,0.00387,43405.30489,1
224,1,MS,42899.12845,12.70000,0.00416,42899.12845,1
225,1,MS,42318.03113,14.40000,0.00477,42318.03113,1
226,1,MS,41736.15030,14.50000,0.00481,41736.15030,1
227,1,MS,41051.55231,16.50000,0.00563,41051.55231,1
228,1,MS,40293.67776,17.90000,0.00628,40293.67776,1
229,1,MS,39486.82030,18.60000,0.00663,39486.82030,1
230,1,MS,38653.54237,19.10000,0.00689,38653.54237,1
231,1,MS,37786.54767,19.50000,0.00710,37786.54767,1
232,1,MS,36963.59684,18.90000,0.00678,36963.59684,1
233,1,MS,36190.58995,18.00000,0.00633,36190.58995,1
234,1,MS,35507.46848,16.50000,0.00563,35507.46848,1
235,1,MS,34988.58794,13.00000,0.00426,34988.58794,1
236,1,MS,34508.86921,12.10000,0.00396,34508.86921,1
237,1,MS,34048.68096,11.60000,0.00381,34048.68096,1
238,1,MS,33617.64019,10.90000,0.00360,33617.64019,1
239,1,MS,33191.51963,10.80000,0.00357,33191.51963,1
240,1,MS,32734.14757,11.80000,0.00387,32734.14757,1
241,1,MS,32293.68269,11.40000,0.00375,32293.68269,1
242,1,MS,31861.79297,11.30000,0.00371,31861.79297,1
243,1,MS,31452.75235,10.70000,0.00354,31452.75235,1
244,1,MS,31041.60771,10.90000,0.00360,31041.60771,1
245,1,MS,30564.76932,12.80000,0.00420,30564.76932,1
246,1,MS,30013.61374,14.80000,0.00492,30013.61374,1
247,1,MS,29429.76857,15.60000,0.00525,29429.76857,1
248,1,MS,28682.40803,19.00000,0.00684,28682.40803,1
249,1,MS,27902.64635,19.60000,0.00716,27902.64635,1
250,1,MS,27081.80070,20.50000,0.00767,27081.80070,1
251,1,MS,26286.74181,20.10000,0.00744,26286.74181,1
252,1,MS,25727.13362,15.70000,0.00529,25727.13362,1
253,1,MS,24988.87312,19.30000,0.00700,24988.87312,1
254,1,MS,24311.22839,18.40000,0.00653,24311.22839,1
255,1,MS,23566.62100,19.70000,0.00721,23566.62100,1
256,1,MS,22879.24164,18.90000,0.00678,22879.24164,1
257,1,MS,22250.89216,17.80000,0.00623,22250.89216,1
258,1,MS,21691.51206,16.50000,0.00563,21691.51206,1
259,1,MS,21177.45822,15.50000,0.00521,21177.45822,1
260,1,MS,20709.61783,14.50000,0.00481,20709.61783,1
261,1,MS,20277.67824,13.60000,0.00447,20277.67824,1
262,1,MS,19906.55057,11.90000,0.00390,19906.55057,1
263,1,MS,19564.48052,11.00000,0.00362,19564.48052,1
264,1,MS,19232.60244,10.80000,0.00357,19232.60244,1
265,1,MS,18914.21101,10.40000,0.00345,18914.21101,1
266,1,MS,18587.27057,10.90000,0.00360,18587.27057,1
267,1,MS,18278.87562,10.30000,0.00342,18278.87562,1
268,1,MS,17949.18627,11.30000,0.00371,17949.18627,1
269,1,MS,17583.75624,12.70000,0.00416,17583.75624,1
270,1,MS,17173.05865,14.40000,0.00477,17173.05865,1
271,1,MS,16740.72154,15.20000,0.00508,16740.72154,1
272,1,MS,16173.79288,19.00000,0.00684,16173.79288,1
273,1,MS,15572.13766,20.00000,0.00738,15572.13766,1
274,1,MS,14941.27464,21.00000,0.00796,14941.27464,1
275,1,MS,14248.35314,22.50000,0.00890,14248.35314,1
276,1,MS,13585.26284,22.40000,0.00884,13585.26284,1
277,1,MS,12892.83114,23.30000,0.00945,12892.83114,1
278,1,MS,12227.49725,23.30000,0.00945,12227.49725,1
279,1,MS,11516.51518,24.60000,0.01038,11516.51518,1
280,1,MS,10876.38361,23.80000,0.00980,10876.38361,1
281,1,MS,10293.95408,22.90000,0.00917,10293.95408,1
282,1,MS,9808.79978,21.00000,0.00796,9808.79978,1
283,1,MS,9383.20142,19.60000,0.00716,9383.20142,1
284,1,MS,8970.57173,19.70000,0.00721,8970.57173,1
285,1,MS,8566.34800,19.80000,0.00727,8566.34800,1
286,1,MS,8230.57333,17.90000,0.00628,8230.57333,1
287,1,MS,7906.33074,17.80000,0.00623,7906.33074,1
288,1,MS,7592.13904,17.90000,0.00628,7592.13904,1
289,1,MS,7320.06397,16.40000,0.00559,7320.06397,1
290,1,MS,7059.57599,16.30000,0.00554,7059.57599,1
291,1,MS,6805.86550,16.30000,0.00554,6805.86550,1
292,1,MS,6551.74790,16.80000,0.00577,6551.74790,1
293,1,MS,6289.08160,17.60000,0.00614,6289.08160,1
294,1,MS,6002.82851,19.30000,0.00700,6002.82851,1
295,1,MS,5728.11633,19.20000,0.00694,5728.11633,1
296,1,MS,5412.86079,21.70000,0.00839,5412.86079,1
297,1,MS,5105.10580,21.90000,0.00852,5105.10580,1
298,1,MS,4805.37931,22.30000,0.00877,4805.37931,1
299,1,MS,4482.93213,23.90000,0.00987,4482.93213,1
300,1,MS,4191.71874,23.40000,0.00952,4191.71874,1
301,1,MS,3932.92984,22.40000,0.00884,3932.92984,1
302,1,MS,3732.53816,19.70000,0.00721,3732.53816,1
303,1,MS,3570.03690,17.40000,0.00604,3570.03690,1
304,1,MS,3416.57571,17.20000,0.00595,3416.57571,1
305,1,MS,3257.59337,18.10000,0.00638,3257.59337,1
306,1,MS,3111.69232,17.60000,0.00614,3111.69232,1
307,1,MS,2986.27569,16.10000,0.00546,2986.27569,1
308,1,MS,2866.87524,16.00000,0.00541,2866.87524,1
309,1,MS,2755.75162,15.50000,0.00521,2755.75162,1
310,1,MS,2651.58329,15.20000,0.00508,2651.58329,1
311,1,MS,2520.70921,18.60000,0.00663,2520.70921,1
312,1,MS,2443.19247,12.50000,0.00409,2443.19247,1
313,1,MS,2367.68681,12.50000,0.00409,2367.68681,1
314,1,MS,2294.07721,12.60000,0.00413,2294.07721,1
315,1,MS,2227.92312,11.60000,0.00381,2227.92312,1
316,1,MS,2157.92513,12.70000,0.00416,2157.92513,1
317,1,MS,2086.51430,13.30000,0.00437,2086.51430,1
318,1,MS,2012.59040,14.20000,0.00469,2012.59040,1
319,1,MS,1940.28797,14.30000,0.00473,1940.28797,1
320,1,MS,1873.89828,13.70000,0.00451,1873.89828,1
321,1,MS,1798.95101,15.60000,0.00525,1798.95101,1
322,1,MS,1723.08544,16.30000,0.00554,1723.08544,1
323,1,MS,1646.83996,16.80000,0.00577,1646.83996,1
324,1,MS,1570.39120,17.40000,0.00604,1570.39120,1
325,1,MS,1494.24423,17.80000,0.00623,1494.24423,1
326,1,MS,1418.98385,18.30000,0.00648,1418.98385,1
327,1,MS,1355.55745,16.50000,0.00563,1355.55745,1
328,1,MS,1287.41178,18.00000,0.00633,1287.41178,1
329,1,MS,1235.34837,15.00000,0.00500,1235.34837,1
330,1,MS,1187.03339,14.50000,0.00481,1187.03339,1
331,1,MS,1141.62412,14.10000,0.00466,1141.62412,1
332,1,MS,1100.20073,13.40000,0.00440,1100.20073,1
333,1,MS,1060.93726,13.10000,0.00430,1060.93726,1
334,1,MS,1021.59820,13.60000,0.00447,1021.59820,1
335,1,MS,983.51858,13.60000,0.00447,983.51858,1
336,1,MS,943.99089,14.60000,0.00485,943.99089,1
337,1,MS,905.27779,14.80000,0.00492,905.27779,1
338,1,MS,871.05373,13.80000,0.00455,871.05373,1
339,1,MS,838.25147,13.70000,0.00451,838.25147,1
340,1,MS,804.50087,14.60000,0.00485,804.50087,1
341,1,MS,764.45904,17.30000,0.00599,764.45904,1
342,1,MS,721.17774,19.10000,0.00689,721.17774,1
343,1,MS,673.53513,21.10000,0.00802,673.53513,1
344,1,MS,622.82832,23.00000,0.00924,622.82832,1
345,1,MS,567.90617,25.10000,0.01077,567.90617,1
346,1,MS,517.79774,25.10000,0.01077,517.79774,1
347,1,MS,466.02204,26.70000,0.01206,466.02204,1
348,1,MS,420.85027,26.20000,0.01164,420.85027,1
349,1,MS,376.17825,27.30000,0.01257,376.17825,1
350,1,MS,334.73547,27.80000,0.01301,334.73547,1
351,1,MS,305.01698,24.30000,0.01016,305.01698,1
352,1,MS,278.31880,24.10000,0.01002,278.31880,1
353,1,MS,254.48390,23.60000,0.00966,254.48390,1
354,1,MS,237.42775,20.20000,0.00749,237.42775,1
355,1,MS,223.17902,18.60000,0.00663,223.17902,1
356,1,MS,210.30942,18.10000,0.00638,210.30942,1
357,1,MS,198.01576,18.20000,0.00643,198.01576,1
358,1,MS,186.92203,17.70000,0.00618,186.92203,1
359,1,MS,178.35992,15.00000,0.00500,178.35992,1
360,1,MS,171.81924,12.20000,0.00400,171.81924,1
361,1,MS,165.59825,12.00000,0.00393,165.59825,1
362,1,MS,159.66774,11.90000,0.00390,159.66774,1
363,1,MS,154.11414,11.50000,0.00378,154.11414,1
364,1,MS,148.97784,11.00000,0.00362,148.97784,1
365,1,MS,143.32190,12.60000,0.00413,143.32190,1
366,1,MS,137.76992,12.90000,0.00423,137.76992,1
367,1,MS,131.78977,14.30000,0.00473,131.78977,1
368,1,MS,125.33239,15.90000,0.00537,125.33239,1
369,1,MS,118.39185,17.40000,0.00604,118.39185,1
370,1,MS,111.42785,18.20000,0.00643,111.42785,1
371,1,MS,103.89515,19.90000,0.00732,103.89515,1
372,1,MS,96.32881,20.90000,0.00790,96.32881,1
373,1,MS,89.10248,21.10000,0.00802,89.10248,1
374,1,MS,82.13443,21.60000,0.00833,82.13443,1
375,1,MS,75.06539,22.70000,0.00904,75.06539,1
376,1,MS,68.93917,21.90000,0.00852,68.93917,1
377,1,MS,63.30996,21.70000,0.00839,63.30996,1
378,1,MS,58.53063,20.60000,0.00772,58.53063,1
379,1,MS,54.79917,18.20000,0.00643,54.79917,1
380,1,MS,51.79053,16.20000,0.00550,51.79053,1
381,1,MS,48.99365,15.90000,0.00537,48.99365,1
382,1,MS,46.41525,15.60000,0.00525,46.41525,1
383,1,MS,44.01800,15.30000,0.00512,44.01800,1
384,1,MS,40.98348,19.20000,0.00694,40.98348,1
385,1,MS,38.18563,19.00000,0.00684,38.18563,1
386,1,MS,35.72484,18.30000,0.00648,35.72484,1
387,1,MS,33.48023,17.90000,0.00628,33.48023,1
388,1,MS,31.44828,17.50000,0.00609,31.44828,1
389,1,MS,29.38208,18.50000,0.00658,29.38208,1
390,1,MS,27.27068,19.80000,0.00727,27.27068,1
391,1,MS,24.87426,22.50000,0.00890,24.87426,1
392,1,MS,22.25641,25.20000,0.01084,22.25641,1
393,1,MS,19.51231,27.40000,0.01266,19.51231,1
394,1,MS,16.94139,28.50000,0.01365,16.94139,1
395,1,MS,14.52636,29.50000,0.01459,14.52636,1
396,1,MS,12.38390,30.10000,0.01518,12.38390,1
397,1,MS,10.44888,30.80000,0.01588,10.44888,1
398,1,MS,8.79668,31.00000,0.01608,8.79668,1
399,1,MS,7.38075,31.10000,0.01619,7.38075,1
400,1,MS,6.27439,29.90000,0.01498,6.27439,1
401,1,MS,5.40404,28.50000,0.01365,5.40404,1
402,1,MS,4.75953,26.20000,0.01164,4.75953,1
403,1,MS,4.21328,25.50000,0.01108,4.21328,1
404,1,MS,3.77390,24.20000,0.01009,3.77390,1
405,1,MS,3.47991,20.00000,0.00738,3.47991,1
406,1,MS,3.18670,21.20000,0.00808,3.18670,1
407,1,MS,2.90123,22.00000,0.00858,2.90123,1
408,1,MS,2.72783,16.60000,0.00568,2.72783,1
409,1,MS,2.56562,16.50000,0.00563,2.56562,1
410,1,MS,2.41752,16.20000,0.00550,2.41752,1
411,1,MS,2.27225,16.70000,0.00572,2.27225,1
412,1,MS,2.13470,16.90000,0.00581,2.13470,1
413,1,MS,1.99408,18.00000,0.00633,1.99408,1
414,1,MS,1.84453,19.90000,0.00732,1.84453,1
415,1,MS,1.69205,21.20000,0.00808,1.69205,1
416,1,MS,1.52592,23.80000,0.00980,1.52592,1
417,1,MS,1.35577,25.60000,0.01116,1.35577,1
418,1,MS,1.18500,27.60000,0.01284,1.18500,1
419,1,MS,1.01198,29.80000,0.01489,1.01198,1
420,1,MS,0.87215,29.10000,0.01421,0.87215,1
421,1,MS,0.75341,28.90000,0.01402,0.75341,1
422,1,MS,0.65787,27.90000,0.01310,0.65787,1
423,1,MS,0.57753,27.30000,0.01257,0.57753,1
424,1,MS,0.52913,22.00000,0.00858,0.52913,1
425,1,MS,0.49129,19.80000,0.00727,0.49129,1
426,1,MS,0.45811,19.20000,0.00694,0.45811,1
427,1,MS,0.42948,18.20000,0.00643,0.42948,1
428,1,MS,0.40424,17.60000,0.00614,0.40424,1
429,1,MS,0.38117,17.30000,0.00599,0.38117,1
430,1,MS,0.36002,17.20000,0.00595,0.36002,1
431,1,MS,0.34054,17.00000,0.00586,0.34054,1
432,1,MS,0.32239,17.10000,0.00590,0.32239,1
433,1,MS,0.30568,16.90000,0.00581,0.30568,1
434,1,MS,0.29189,15.40000,0.00516,0.29189,1
435,1,MS,0.28030,13.90000,0.00458,0.28030,1
436,1,MS,0.26862,14.80000,0.00492,0.26862,1
437,1,MS,0.25466,17.90000,0.00628,0.25466,1
438,1,MS,0.23940,20.40000,0.00761,0.23940,1
439,1,MS,0.22443,21.40000,0.00820,0.22443,1
440,1,MS,0.21016,22.40000,0.00884,0.21016,1
441,1,MS,0.19638,23.30000,0.00945,0.19638,1
442,1,MS,0.18352,24.20000,0.01009,0.18352,1
443,1,MS,0.17154,24.70000,0.01046,0.17154,1
444,1,MS,0.16028,25.90000,0.01140,0.16028,1
445,1,MS,0.15013,26.00000,0.01148,0.15013,1
446,1,MS,0.14130,26.20000,0.01164,0.14130,1
447,1,MS,0.13336,26.30000,0.01172,0.13336,1
448,1,MS,0.12678,25.90000,0.01140,0.12678,1
449,1,MS,0.12104,25.50000,0.01108,0.12104,1
450,1,MS,0.11648,24.50000,0.01031,0.11648,1
451,1,MS,0.11292,22.40000,0.00884,0.11292,1
452,1,MS,0.11011,21.10000,0.00802,0.11011,1
453,1,MS,0.10773,19.90000,0.00732,0.10773,1
454,1,MS,0.10584,18.60000,0.00663,0.10584,1
455,1,MS,0.10405,18.80000,0.00673,0.10405,1
456,1,MS,0.10273,16.50000,0.00563,0.10273,1
457,1,MS,0.10151,16.30000,0.00554,0.10151,1
